date	verdict	name	region	city	url	note	slice
2026-08-20	DEAD	Burlington Brazilian Jiu Jitsu	VT	Burlington	https://burlingtonbjj.com	ERR_CONNECTION_TIMED_OUT on apex and www (domain resolves, server never responds). Timeouts can be transient - worth one re-check before removal.	00
2026-08-20	WRONG_BUSINESS	Whippany Athletic Club	NJ	Whippany	http://www.whippanyac.com/	Redirects to whippanyathletic.com. Strength/powerlifting gym plus a boxing ring; nav is only Home/Gym Tour/Memberships; zero grappling terms in full body text. Site also states they RELOCATED from Whippany to Florham Park.	00
2026-08-20	WRONG_BUSINESS	Nitro BJJ	WV	Nitro	https://nitrobjj.com	Redirects to altusjiujitsu.com - 'Jiu Jitsu Academy in Brewster, NY | Altus Brazilian Jiu Jitsu'. Real BJJ school but a different business in a different state. Confirmed on 2 loads.	00
2026-08-20	STRIKING_ONLY	DK Fitness Arts	IL	Arlington Heights	http://www.dkfitnessarts.com/	Title 'DK Fitness Arts Taekwondo'. 94KB of HTML contains zero occurrences of jiu/jitsu/grappl/wrestl/judo/bjj. Site is JS-rendered so the check was on raw HTML - MEDIUM confidence, worth a human glance.	00
2026-08-20	STRIKING_ONLY	CWB Fight Club	WI	Stevens Point	https://cwbfightclub.com	Disciplines page lists only Muay Thai/Kickboxing, Women's Muay Thai, Muay Thai Kids, Karate, Weight Lifting. Self-described 'World-class striking gym'. No grappling programme.	00
2026-08-20	STRIKING_ONLY	US World Class Taekwondo	OR	Gresham	http://www.greshamtkd.com	Redirects to kidslovetkd.com. 166KB of HTML contains zero occurrences of jiu/jitsu/grappl/wrestl/judo/bjj. Taekwondo only. (Destination is also a multi-location brand page with a 'SELECT LOCATION' picker.)	00
2026-08-20	STRIKING_ONLY	Mendez Boxing Gym	OR	Springfield	http://www.facebook.com/mendezboxingclub/	FB page live (3.5K followers, Springfield OR address) but describes itself as 'Receive traditional boxing instruction'. Boxing only.	00
2026-08-20	WRONG_CITY	Renzo Gracie Harrison	NJ	Harrison	https://www.renzograciecrowncollection.com	Redirects to renzograciejc.com titled 'Renzo Gracie Crown Collection Renzo Gracie Jersey City'. 51KB of HTML contains 'Jersey City' but no 'Harrison'. URL does not serve the Harrison location.	00
2026-08-20	WRONG_CITY	New Way Martial Arts Academy	MI	Shelby Charter Township	https://newwaytrainingcenter.com/	Site states: 'We moved from Shelby Twp into our new facility in Clinton Twp'. Link is healthy; the record city is stale. Suggest a city override to Clinton Township.	00
2026-08-20	WRONG_CITY	Garry Tonon Jiu Jitsu	NJ	North Brunswick Township	https://www.garrytononjiujitsu.com/	Site title and body both say 'BJJ in East Brunswick, Central NJ'. Link is healthy; record city looks wrong.	00
2026-08-20	REPOINT	GB St. Peters, USA	MO	St. Peters	https://graciebarrastpeters.com/schedule/	Deep path /schedule/ is gone; domain now redirects to onyxgrappling.com root - same school, same city, rebranded Gracie Barra St. Peters -> Onyx Grappling. Repoint to https://onyxgrappling.com/ rather than relying on the lapsed-brand redirect.	00
2026-08-20	REPOINT	Peak Martial Arts Dothan	AL	Dothan	https://pmadothan.com/classes/Brazilian-Jiu-Jitsu	Deep BJJ class path no longer exists (lands on '/'); root serves the correct school in the correct city. Repoint to https://pmadothan.com/.	00
2026-08-20	REPOINT	Vida Jiu-Jitsu Utah	UT	Spanish Fork	https://vidajiujitsu.com	Root now serves 'Vida Jiu-Jitsu Shop' - a Shopify merch store (cart/checkout/catalog), no schedule or programmes and no mention of Spanish Fork. School content sits behind the nav item 'Utah Training Facility'. Repoint to that subpage.	00
2026-08-20	REPOINT	Munduruca North Edmonton BJJ	AB	Edmonton	https://northedmontonbjj.com	https:// fails to produce a document (browser error page); http://northedmontonbjj.com serves the school correctly (Munduruca Edmonton BJJ, 14809 Yellowhead Trail). Recorded https URL is broken for visitors.	00
2026-08-20	AGGREGATOR	Guerrilla Jiu-Jitsu	CA	Pleasanton	http://www.guerrillajiujitsu.com/	Domain is the SAN JOSE school's site (title 'Jiu-Jitsu San Jose'), and the same URL is already used by the separate 'Guerrilla Jiu-Jitsu Martial Arts Academy' San Jose record in this slice. The site links a distinct 'Guerrilla Jiu-JItsu Pleasanton' affiliate. Repoint or blank the Pleasanton row.	00
2026-08-21	REPOINT	Sentou Dojo	KY	Bowling Green	https://www.bgdojo.com/	www form returns ERR_CONNECTION_CLOSED; apex https://bgdojo.com/ works and redirects to sentoudojo.weebly.com (Bowling Green KY, Samurai Goshin Jujitsu + Kali). Repoint to https://bgdojo.com/. Note: site says it moved to private/invitation-only training in 2020.	01
2026-08-21	DEAD	10th Planet Jiu-Jitsu Gulf Shores	AL	Gulf Shores	https://www.facebook.com/KuzushiClubBJJGulfShores/	Facebook page returns "This content isn't available right now" - deleted or made private. No alternative page found.	01
2026-08-21	REPOINT	NJ Ronin Jiu Jitsu and Striking Academy	NJ	Hackettstown	http://www.njronin.com/	http://www.njronin.com times out (ERR_TIMED_OUT); https://njronin.com/ serves the live site (Hackettstown, jiu-jitsu). Repoint to https://njronin.com/.	01
2026-08-21	WRONG_CITY	Renzo Gracie Training Facility	CT	West Haven	http://www.renzograciect.com/	Domain redirects to renzograciemilford.com - "Renzo Gracie Jiu Jitsu Academy Milford". Healthy site, full BJJ/wrestling/judo programme, but the academy is in Milford CT, not West Haven. Recommend updating the city (and name) rather than blanking the link.	01
2026-08-21	WRONG_CITY	Grand Lake Martial Arts	OK	Grove	grand-lake-martial-arts.maonrails.com	Redirects to grand-lake-martial-arts.gymdesk.com - "Grand Lake Martial Arts | Wyandotte, OK", zip 74370 (Wyandotte). Carlos Machado BJJ affiliate, site healthy. Contact email is still Grovekarate@yahoo.com, so the school appears to have moved from Grove to Wyandotte. Recommend correcting the city, not blanking.	01
2026-08-21	WRONG_CITY	Ground Units Bjj	MA	Westfield	groundunitsbjj.wordpress.com	Site title and body give the address as 7 Pomeroy Lane, Amherst MA - no mention of Westfield anywhere. Amherst is ~35 miles from Westfield, a different metro. Site is a WordPress blog with no posts since 2014, so also possibly defunct. Recommend a human check before deciding between city correction and removal.	01
2026-08-21	REPOINT	Off Your Back BJJ Academy	NH	Salem	https://offyourbackbjj.com	Root now serves a Shopify apparel store (gis, rashguards). The academy content sits at https://offyourbackbjj.com/pages/bjj-academy-trial-signup which confirms 224 North Broadway, Salem NH. Repoint to that subpage.	01
2026-08-21	PARKED	Triad Martial Arts Academy	AL	Cullman	https://triadmartialarts.com/	Serves the cPanel "Default Web Site Page" placeholder at /cgi-sys/defaultwebpage.cgi - "please contact your hosting provider". No school content on any scheme/www variant.	01
2026-08-21	DEAD	Trail BJJ	BC	Trail	https://trailbjj.com	DNS_PROBE_FINISHED_NXDOMAIN on https/http and apex/www.	01
2026-08-21	DEAD	Columbus BJJ Indiana	IN	Columbus	https://columbusbjjin.com	DNS_PROBE_FINISHED_NXDOMAIN. Terse pattern-generated domain - see the corpus-tail note in the run log before mass-blanking.	01
2026-08-21	DEAD	Richmond BJJ Indiana	IN	Richmond	https://richmondbjjin.com	DNS_PROBE_FINISHED_NXDOMAIN. Terse pattern-generated domain - see the corpus-tail note in the run log before mass-blanking.	01
2026-08-21	WRONG_BUSINESS	Central Rock Gym	MA	Cambridge	https://www.centralrockgym.com/	Central Rock Gym is an indoor ROCK CLIMBING chain - bouldering, rope climbing, auto belays, climbing instruction, yoga. No martial arts or grappling of any kind anywhere on the site. This record does not belong in a BJJ directory.	01
2026-08-21	DEAD	Aberdeen BJJ MD	MD	Aberdeen	https://aberdeenbjjmd.com	DNS_PROBE_FINISHED_NXDOMAIN. Terse pattern-generated domain - see the corpus-tail note in the run log before mass-blanking.	01
2026-08-21	DEAD	Marquette BJJ	MI	Marquette	https://marquettebjj.com	DNS_PROBE_FINISHED_NXDOMAIN. Terse pattern-generated domain - see the corpus-tail note in the run log before mass-blanking.	01
2026-08-21	WRONG_CITY	Midland BJJ	MI	Midland	https://midlandbjj.com	Site is "STAY RELENTLESS | BJJ & MMA Midland TEXAS", phone (432) 230-5545, a west-Texas area code. The record places this school in Midland, MICHIGAN. Wrong state - this is almost certainly a different school that happens to share a city name.	01
2026-08-21	DEAD	Brainerd BJJ	MN	Brainerd	https://brainerdbjj.com	DNS_PROBE_FINISHED_NXDOMAIN. Terse pattern-generated domain - see the corpus-tail note in the run log before mass-blanking.	01
2026-08-21	WRONG_CITY	Delta BJJ	MS	Biloxi	https://deltabjj.com	Site is "Brazilian Jiu-Jitsu Training Culver City | Delta BJJ", est. 1998, Culver City CALIFORNIA. The record places it in Biloxi, MISSISSIPPI. Wrong state - a different school sharing the name.	01
2026-08-21	WRONG_CITY	Foley's Martial Arts	NE	Paradise	https://foleysmartialarts.com	Site is Foley's Martial Arts of Newfoundland, CANADA (phone 709, email mikefoleykenpo@yahoo.ca) - Kenpo Karate, Kickboxing and Gracie Jiu Jitsu, so the school itself is in scope. There is a Paradise, Newfoundland; the region code is almost certainly meant to be NL, not NE (Nebraska). Recommend fixing the region code rather than blanking the URL.	01
2026-08-21	DEAD	Farmington BJJ	NM	Farmington	https://farmingtonbjj.com	DNS_PROBE_FINISHED_NXDOMAIN. Terse pattern-generated domain - see the corpus-tail note in the run log before mass-blanking.	01
2026-08-21	PARKED	Pahrump BJJ	NV	Pahrump	https://pahrumpbjj.com	Redirects to /lander and serves a 694-byte GoDaddy parking shell (window._trfd ap:"parking", img1.wsimg.com). No school content.	01
2026-08-21	DEAD	Norman BJJ	OK	Norman	https://normanbjj.com	DNS_PROBE_FINISHED_NXDOMAIN. Terse pattern-generated domain - see the corpus-tail note in the run log before mass-blanking.	01
2026-08-21	PARKED	Harrisburg BJJ	PA	Harrisburg	https://harrisburgbjj.com	Redirects to /lander and serves a 694-byte GoDaddy parking shell (window._trfd ap:"parking", img1.wsimg.com). No school content.	01
2026-08-21	DEAD	Moab BJJ	UT	Moab	https://moabbjj.com	DNS_PROBE_FINISHED_NXDOMAIN. Terse pattern-generated domain - see the corpus-tail note in the run log before mass-blanking.	01
2026-08-22	HIJACK	10th Planet Jiu Jitsu Springfield MA	MA	Agawam	https://10thplanetspringfieldma.com	Domain now redirects to republik62tante.com - an Indonesian online gambling site (title 'REPUBLIK62: Situs Game Online Resmi Terbaru', body lists SLOTS / LIVE CASINO / SABUNG AYAM / CRASH GAME). Confirmed on both https apex and www. REMOVE ON SIGHT.	02
2026-08-22	PARKED	Yukon Martial Arts	OK	Yukon	https://www.yukonokmartialarts.com/	Serves Squarespace 'Website Expired' placeholder. Zero body text, no school content.	02
2026-08-22	PARKED	Veterans Jiu-Jitsu	TX	Austin	http://www.veteransjiujitsu.com/	Wix 'ConnectYourDomain Error' on www; apex https serves 'Reconnect Your Domain - This domain isn't connected to a site'. Both forms checked.	02
2026-08-22	PARKED	Stockton BJJ	CA	Stockton	https://stocktonbjj.com	Redirects to /lander with empty title and zero body. Raw HTML contains window._trfd.push({ap:"parking"}) - registrar parking page. Checked apex + www.	02
2026-08-22	PARKED	Vail BJJ	CO	Vail	https://vailbjj.com	Redirects to /lander, empty title, zero body text. Same registrar parking lander as Stockton BJJ.	02
2026-08-22	WRONG_BUSINESS	Ferocity Mixed Martial Arts	MD	Owings Mills	ferocitymmaclub.com	Domain now redirects to facebook.com/Crazy88OwingsMills - a different school (Crazy 88). Possibly an acquisition/merger; needs a human decision on rename vs remove. 'judi' keyword hit is a base64 false positive, ignore.	02
2026-08-22	WRONG_CITY	Claremont BJJ	NH	Claremont	https://claremontbjj.com	Resolves to Claremont Brazilian Jiu-Jitsu in Claremont CALIFORNIA (phone 909-493-5276, 'Kids & Adult BJJ in Claremont CA'). Different state. Textbook pattern-generated-domain collision - looks healthy, wrong school.	02
2026-08-22	WRONG_CITY	Kioto Brazilian Jiu Jitsu	NY	New York	https://www.kiotobjj.com/	Site titles itself 'Brazilian Jiu-Jitsu Oakdale | #1 BJJ Gym Long Island'. Oakdale is Suffolk County, not New York City.	02
2026-08-22	AGGREGATOR	Wolfpack Mixed Martial Arts	TX	Rockwall	https://www.mindbodyonline.com/explore/locations/wolfpack-mma	Mindbody booking-platform listing, not the school's own site. Page renders the generic Mindbody marketing shell ('The largest selection of fitness classes and studios near you'), zero location content.	02
2026-08-22	STRIKING_ONLY	Integrated Combative Arts Academy	OH	Hilliard	http://www.icaacademy.com/	Jeet Kune Do, Filipino Kali and 'Integrated Combat Systems' only. Class list on the homepage is JKD Combatives and Filipino Combatives; /programs page contains zero grappling terms in the raw HTML. No BJJ, judo, wrestling or MMA-with-grappling programme. Programmes page was checked first.	02
2026-08-22	STRIKING_ONLY	White Panther Tae Kwon Do Boxing and Filipino Martial Arts	OR	Astoria	http://www.whitepantherastoria.com/	Programmes are Tae Kwon Do, Filipino Martial Arts and Boxing only. One incidental 'Jiu Jitsu' string in the HTML but no grappling class offered. Out of scope.	02
2026-08-22	REPOINT	Uprising MMA	NV	North Las Vegas	http://www.uprisingmma.com	Recorded http://www form returns an error page (document.documentElement null). https://uprisingmma.com serves the correct school ('Las Vegas's Premier MMA Gym', BJJ present). Repoint to https://uprisingmma.com	02
2026-08-22	REPOINT	New Breed Training Center	IL	Niles	http://www.newbreedtrainingcenter.com/	Recorded http://www form returns ERR_TIMED_OUT. https://newbreedtrainingcenter.com serves 'Home - New Breed Training Center' correctly. Repoint to https://newbreedtrainingcenter.com/	02
2026-08-22	REPOINT	Longmont BJJ	CO	Longmont	https://longmontbjj.com	Recorded https form returns a Chrome error page. http://longmontbjj.com redirects to bjjdarkhorse.com = 'Dark Horse Brazilian Jiu-Jitsu Longmont' - right school, right city, rebranded. Repoint to https://bjjdarkhorse.com	02
2026-08-22	DEAD	Rising Dragon Mixed Martial Arts & Fitness	OH	Bedford Heights	http://risingdragonmma.com/	Cloudflare Error 1001 'DNS resolution error' on all four forms (http/https x apex/www). Origin DNS record no longer resolves.	02
2026-08-22	DEAD	Martial Way MMA	NJ	Newton	https://martialwaymma.com/	Serves LinkNow! Media notice: 'This account has been deactivated. If you are the account owner, the account can be reactivated by contacting LinkNow! Media'. https apex errors outright.	02
2026-08-22	DEAD	Infinite Jiu-Jitsu Academy	CO	Loveland	https://infinitemixedmartialarts.perfectmind.com/	PerfectMind booking-platform subdomain returns 'Server Error 404 - File or directory not found'. Root of the subdomain checked. Even if restored this would be an AGGREGATOR link, not the school's own site.	02
2026-08-22	DEAD	Rehoboth Beach BJJ	DE	Rehoboth Beach	https://rehobothbeachbjj.com	CLUSTER (15 NXDOMAIN in corpus rows 4939-5902, all <city>bjj.com shape) - trace the source batch before blanking. DNS_PROBE_FINISHED_NXDOMAIN. Corpus row 4939. Apex and www both checked.	02
2026-08-22	DEAD	Panama City BJJ	FL	Panama City	https://panamacitybjj.com	CLUSTER (15 NXDOMAIN in corpus rows 4939-5902, all <city>bjj.com shape) - trace the source batch before blanking. DNS_PROBE_FINISHED_NXDOMAIN. Corpus row 4976. Apex and www both checked.	02
2026-08-22	DEAD	Pearl City BJJ	HI	Pearl City	https://pearlcitybjj.com	CLUSTER (15 NXDOMAIN in corpus rows 4939-5902, all <city>bjj.com shape) - trace the source batch before blanking. DNS_PROBE_FINISHED_NXDOMAIN. Corpus row 5023. Apex and www both checked.	02
2026-08-22	DEAD	Ames BJJ	IA	Ames	https://amesbjj.com	CLUSTER (15 NXDOMAIN in corpus rows 4939-5902, all <city>bjj.com shape) - trace the source batch before blanking. DNS_PROBE_FINISHED_NXDOMAIN. Corpus row 5027. Apex and www both checked.	02
2026-08-22	DEAD	Salina BJJ	KS	Salina	https://salinabjj.com	CLUSTER (15 NXDOMAIN in corpus rows 4939-5902, all <city>bjj.com shape) - trace the source batch before blanking. DNS_PROBE_FINISHED_NXDOMAIN. Corpus row 5104. Apex and www both checked.	02
2026-08-22	DEAD	Brazilian Jiu Jitsu Houma	LA	Houma	https://www.bjjhouma.com/	CLUSTER (15 NXDOMAIN in corpus rows 4939-5902, all <city>bjj.com shape) - trace the source batch before blanking. DNS_PROBE_FINISHED_NXDOMAIN. Corpus row 5132. Apex and www both checked.	02
2026-08-22	DEAD	Grand Forks BJJ	ND	Grand Forks	https://grandforksjj.com	CLUSTER (15 NXDOMAIN in corpus rows 4939-5902, all <city>bjj.com shape) - trace the source batch before blanking. DNS_PROBE_FINISHED_NXDOMAIN. Corpus row 5333. Apex and www both checked.	02
2026-08-22	DEAD	Trenton BJJ	NJ	Trenton	https://trentonbjj.com	CLUSTER (15 NXDOMAIN in corpus rows 4939-5902, all <city>bjj.com shape) - trace the source batch before blanking. DNS_PROBE_FINISHED_NXDOMAIN. Corpus row 5411. Apex and www both checked.	02
2026-08-22	DEAD	Stellarton BJJ	NS	Stellarton	https://stellartonbjj.com	CLUSTER (15 NXDOMAIN in corpus rows 4939-5902, all <city>bjj.com shape) - trace the source batch before blanking. DNS_PROBE_FINISHED_NXDOMAIN. Corpus row 5443. Apex and www both checked.	02
2026-08-22	DEAD	Drummondville BJJ	QC	Drummondville	https://drummondvillebjj.com	CLUSTER (15 NXDOMAIN in corpus rows 4939-5902, all <city>bjj.com shape) - trace the source batch before blanking. DNS_PROBE_FINISHED_NXDOMAIN. Corpus row 5655. Apex and www both checked.	02
2026-08-22	DEAD	Cranston BJJ	RI	Cranston	https://cranstonbjj.com	CLUSTER (15 NXDOMAIN in corpus rows 4939-5902, all <city>bjj.com shape) - trace the source batch before blanking. DNS_PROBE_FINISHED_NXDOMAIN. Corpus row 5674. Apex and www both checked.	02
2026-08-22	DEAD	Cedar City BJJ	UT	Cedar City	https://cedarcitybjj.com	CLUSTER (15 NXDOMAIN in corpus rows 4939-5902, all <city>bjj.com shape) - trace the source batch before blanking. DNS_PROBE_FINISHED_NXDOMAIN. Corpus row 5813. Apex and www both checked.	02
2026-08-22	DEAD	Fond du Lac BJJ	WI	Fond du Lac	https://fonddulabjj.com	CLUSTER (15 NXDOMAIN in corpus rows 4939-5902, all <city>bjj.com shape) - trace the source batch before blanking. DNS_PROBE_FINISHED_NXDOMAIN. Corpus row 5876. Apex and www both checked. Recorded host is also misspelled ('fonddula', missing the c in du Lac).	02
2026-08-22	DEAD	La Crosse BJJ	WI	La Crosse	https://lacrossebjj.com	CLUSTER (15 NXDOMAIN in corpus rows 4939-5902, all <city>bjj.com shape) - trace the source batch before blanking. DNS_PROBE_FINISHED_NXDOMAIN. Corpus row 5880. Apex and www both checked.	02
2026-08-22	DEAD	Wheeling BJJ	WV	Wheeling	https://wheelingbjj.com	CLUSTER (15 NXDOMAIN in corpus rows 4939-5902, all <city>bjj.com shape) - trace the source batch before blanking. DNS_PROBE_FINISHED_NXDOMAIN. Corpus row 5902. Apex and www both checked.	02
