verdict	id	region	name	city	current_url	replacement_url	action	evidence	source_url
KEEP	109	NC	Atos Jiu Jitsu of Charlotte	Charlotte	http://martialartscharlottenc.com/		KEEP_AS_IS	Site's own contact block: "11108 South Tryon Street, Charlotte, NC 28273, Phone: 704-512-9397". Atos HQ's own affiliate page for Charlotte lists the identical address and phone under Professor Fernando Loor Vera, confirming same entity. Site names Gi fundamentals, Intermediate/Advanced, No-Gi and Kids BJJ classes	https://atosjiujitsuhq.com/affiliate/charlotte-tyron/
KEEP	117	NJ	Notorious Mixed Martial Arts	East Rutherford	http://www.notoriousbjj.com/		KEEP_AS_IS	Footer: "126 Park Ave East Rutherford NJ 07073, +1.2015070100"; homepage: "We specialize in the arts of Brazilian Jiu-Jitsu, Submission Wrestling, and Judo"	http://www.notoriousbjj.com/
KEEP	125	NV	Atos Jiu Jitsu Las Vegas	Las Vegas	http://www.atosjiujitsulv.com		KEEP_AS_IS	Homepage returned an empty body to the fetcher, but interior pages on the same host render live: contact page gives "9325 S. Cimarron Rd., Unit 115-130 Las Vegas, NV 89178, (702) 751-6673"; classes page names Fundamentals, No-Gi Fundamentals and Advanced, Women's Only, Kids and Open Mat BJJ classes	https://atosjiujitsulv.com/contact/
KEEP	133	NY	10th Planet Rochester	Rochester	http://www.10thplanetjiujitsurochester.com		KEEP_AS_IS	Contact page: "Empire Academy of Combat Sports and Fitness / 10th Planet Jiu Jitsu-Muay Thai Rochester, 1150 University Ave, Rochester, NY 14607", head grappling coach Chris Herzog (585) 943-1652; grappling program named (10th Planet, No-Gi BJJ, No-Gi Judo & Sambo, Wrestling)	http://www.10thplanetjiujitsurochester.com/contact.php
DEAD	141	NY	D'Arce Brazilian Jiu-Jitsu	Patchogue	http://www.darcejiujitsu.com	http://darcebjj.com/	REPLACE	darcejiujitsu.com resolves to GoDaddy forwarding IPs and serves an empty body on apex/www, http/https. The school's live site is darcebjj.com: "Joe D'Arce, a 3rd degree black belt under world renowned Renzo Gracie", grappling/BJJ/MMA programs, belt promotions. CAUTION: that page states "Our academy is located in Shirley on the south shore of Long Island", not Patchogue; the Patchogue address 208 E Main St and the email info@darcebjj.com that ties the domain to this school both come from third-party listings (RocketReach/Tapology), not from the school's own page	http://darcebjj.com/
PARKED	149	NY	Longo and Weidman MMA	Garden City	http://lawmma.com		BLANK_IT	Serves a NameBright registrar parking page: "lawmma.com is coming soon / This domain is managed at NameBright". No replacement found - third-party listings still cite lawmma.com as the official site	http://lawmma.com/
KEEP	157	OH	Team Chard BJJ	Walton Hills	http://ohiobjjc.com/		KEEP_AS_IS	Homepage: "The Brazilian Jiu Jitsu Center of Ohio is headquarters to Team Chard Brazilian Jiu Jitsu... our headquarters in Walton Hills, Ohio"; contact text 330-468-1694; Gi and No-Gi practice times listed; Chris Chard 3rd degree BJJ black belt	http://ohiobjjc.com/
DEAD	165	PE	Souris Brazilian Jiu-Jitsu	Souris	https://sourisbjj.com		BLANK_IT	DNS NXDOMAIN (Status 3)	
KEEP	173	TX	Harlingen Jiu-Jitsu Club	Harlingen	http://www.harlingenjjc.com/		KEEP_AS_IS	harlingenjjc.com redirects to the school's current site harlingenjiujitsu.com, whose contact page gives "1207 W. Jackson Ave., Harlingen, TX 78550", 956 357 4726 and email jacob@harlingenjjc.com - same owner still holds the old domain. Youth and Adult Jiu Jitsu training timetable published	https://www.harlingenjiujitsu.com/contact-us/
KEEP	181	VA	Hybrid Martial Arts Center	Roanoke	http://www.hybridroanoke.com/		KEEP_AS_IS	Homepage: "310 Salem Ave, Downtown Roanoke, 540-345-8609"; lists Brazilian Jiu Jitsu and Judo ("4 judo blackbelts and the home of the original Roanoke Judo Club", "12 Brazilian Jiu Jitsu black belts... certified directly from Pedro Sauer")	http://www.hybridroanoke.com/
