verdict	id	region	name	city	current_url	replacement_url	action	evidence	source_url
DEAD	13	AZ	The Desert Dojo	Chandler	https://thedesertdojo.com/		BLANK_IT	Cloudflare nameservers delegated but no A record at apex (Status 0, no Answer array); www.thedesertdojo.com is NXDOMAIN	
KEEP	14	CA	4S Brazilian Jiu Jitsu / Jiu-Jitsu San Diego CA 92127	San Diego	http://www.4sbjj.com/	https://4sbjj.com/	REPLACE	"Host normalisation: www returned an empty body on both schemes; apex https renders the real school. Own page reads ""4S Brazilian Jiu Jitsu - San Diego - CA"" / ""EIDSON BJJ Academy"" and names Brazilian Jiu-Jitsu and Judo classes. No street address published on the homepage."	https://4sbjj.com/
KEEP	17	CA	Bruno Lima Brazilian Jiu Jitsu	Chico	http://www.brunolimabjj.com/		KEEP_AS_IS	"Home page serves the school's own BJJ copy: ""family-oriented community of Chico locals and college students that belong to our team"" - matches name and city; no street address rendered (sub-pages return empty body)"	http://www.brunolimabjj.com/
PARKED	18	CA	Catch MMA	Oakland	https://www.catchmma.com/	https://catchmma.com/	REPLACE	"Stored www host is a CNAME to exp.gname.net (Gname expired-domain host) and serves an empty document. Apex catchmma.com serves the real gym: ""Situated in the pulsing heart of Oakland, CATCH MMA""; named classes ""Jiu Jitsu... both traditional Gi and wresting focused No-Gi"", plus BJJ/Muay Thai/Wrestling/MMA mat space"	https://catchmma.com/mma-bjj-kickboxing
DEAD	19	CA	Eric Nolan's Xtreme Training Center	Bakersfield	http://www.ericnolan.com/		BLANK_IT	DNS Status 2 REFUSED for both apex and www; all six authoritative nameservers return REFUSED (lame delegation at ericnolan.com)	https://dns.google/resolve?name=ericnolan.com&type=A
KEEP	20	CA	Fabio Santos BJJ	San Diego	http://www.fabiojiujitsu.com/		KEEP_AS_IS	"Own live WordPress site, phone 619.229.0022; ""Fabio Santos' Brazilian Jiu-Jitsu Academy has become the most renowned Brazilian Jiu-Jitsu school in San Diego""; footer (c) 2018-2026, page modified 2023-11-19"	http://www.fabiojiujitsu.com/
KEEP	21	CA	Global Fighting Legion / Jiu-Jitsu Chula Vista CA 91914	Chula Vista	https://theinstituteofhealthandfitness.com/Home		KEEP_AS_IS	"Page renders ""The Institute Of Health And Fitness / Global Figthing Legion, 871 Harold Place, Suite 106, Chula Vista, CA 91914, (619) 651-1862""; group class list names ""Brazilian Jiu Jitsu"" and an MMA program"	https://theinstituteofhealthandfitness.com/Home
DEAD	22	CA	Gracie Jiu-Jitsu Academy	Torrance	http://www.gracieacademy.com/	https://gracie-torrance.com/	REPLACE	"gracieacademy.com resolves (162.0.229.11) but served an empty body on www and apex, http and https. The Torrance academy now operates as Gracie University HQ: own site gracie-torrance.com states ""2440 W Carson St, Torrance, California 90501"", phone (310) 893-0400, and names Gracie Combatives and Master Cycle jiu-jitsu classes."	https://gracie-torrance.com/about-us/
PARKED	25	CA	Madera Martial Arts	Madera	http://maderamma.com/		BLANK_IT	"Redirects to www.maderamma.com serving a Namecheap parking page: ""has been recently registered with namecheap.com"" plus domain-auction ads"	http://maderamma.com/
UNRESOLVED	26	CA	Marcelo Garcia Academy LA	Los Angeles	https://marcelogarciaacademy.com/la		BLANK_IT	Domain resolves (15.197.142.173 / 3.33.152.147, GoDaddy nameservers) but /la, apex, /robots.txt and /sitemap.xml ALL return an empty body - no readable content of any kind. Marcelo Garcia Jiu-Jitsu's own site lists only MGJJ NYC and MGJJ Hawaii, and its full association directory contains no Los Angeles academy	https://marcelogarciajj.com/mgjj/associations/
KEEP	27	CA	OC Carlson Gracie Jiu Jitsu	Orange	https://www.carlsongracieoc.com/		KEEP_AS_IS	Live BJJ academy, footer address 3702 East Chapman Ave. Suite E, Orange CA 92869, tel (714) 633-4744; named Adults BJJ / Juniors / Womens Jiu Jitsu programs; 2026 copyright	https://www.carlsongracieoc.com/
KEEP	28	CA	Phenom Brazilian Jiu Jitsu	Irvine	http://phenombjjoc.com/		KEEP_AS_IS	"Own live site: ""Phenom Bjj was founded in November of 2012 to spread the Jiu Jitsu life style and make a positive impact in the Orange County, Santa Ana, Tustin, Long Beach, Garden Grove""; ""focused solely on Jiu Jitsu"""	http://phenombjjoc.com/
KEEP	29	CA	Ralph Gracie Vacaville	Vacaville	http://ralphgracievacaville.com/		KEEP_AS_IS	"Homepage renders Ralph Gracie BJJ content: ""The Vacaville Academy is dedicated to developing the Jiu-Jitsu lifestyle for all ages and abilities"" (no street address published on the page)"	http://ralphgracievacaville.com/
DEAD	30	CA	SLL Grappling Academy - Brazilian Jiu-Jitsu (BJJ)	Rocklin	http://sllgrapplingacademy.com/		BLANK_IT	DNS Status 2: nameservers 192.185.65.17 and 192.185.65.244 return REFUSED at delegation; no A record for apex or www.	
NEEDS_BROWSER	33	CO	Combative Fighting Systems Brazilian Jiu Jitsu	Peyton	https://cfsfalcon.com		NEEDS_BROWSER	DNS alive (A 151.101.2.159, Fastly-fronted); web_fetch returns empty body on /, /about, /classes, /index.html (http and https) - cannot read landing page without a browser	https://cfsfalcon.com
KEEP	34	CO	Golden Fights MMA Gym	Grand Junction	https://cagewarsnow.com		KEEP_AS_IS	"Live school site branded ""Golden Fights Gym"" / ""Training by Cage Wars MMa""; named classes include ""Jiu Jitsu"" (""will not only teach you grappling skills"") and ""TGR Wrestling""; self-describes as ""The Most Active Fight Team on the Western Slope"" (Grand Junction region). No street address is printed on the page"	https://cagewarsnow.com/
KEEP	35	CO	Jit Pit Academy	Parker	http://www.jitpit.com	https://jitpit.com/	REPLACE	"Stored www+http host returns an empty body; https apex is live and correct: ""We are based in Parker, CO"" and ""expert coaching in Brazilian jiu-jitsu (BJJ), Judo, MMA, or Muay Thai"""	https://jitpit.com/
KEEP	36	CO	Mountain Beast MMA & Fitness	Granby	http://www.mountainbeast.com		KEEP_AS_IS	"Own live GoDaddy site, og:site_name ""MOUNTAIN BEAST MMA & FITNESS"", ""RIGHT IN THE HEART OF GRANBY, CO"", nav has a dedicated ""BJJ-Brazilian JiuJitsu"" class page; ""EST. 2013 ... CELEBRATING 13 YEARS"""	http://www.mountainbeast.com
DEAD	37	CO	Northern Colorado Jiu Jitsu	Loveland	http://www.nocojiujitsu.com		BLANK_IT	DNS REFUSED (Status 2, lame delegation at nocojiujitsu.com) for both apex and www	
HIJACKED	38	CO	The Dojo LLC	Fort Collins	http://www.thedojofc.com		BLANK_IT	"HIJACKED. thedojofc.com now serves a Chinese sports-gambling SEO farm titled ""开云·体育-开云online（中国）"" (Kaiyun Sports), fronted as a Guangzhou IT company ""腾展科技"", address 广州市萝岗区科学城, tel 020-87566596, with a footer link farm to a dozen other gambling brands (开元体育, 米兰体育, 爱游戏, 乐竟). Zero martial-arts content. Hosted 156.224.43.154."	http://www.thedojofc.com/
DEAD	41	CT	Ronin Martial Arts - Westport	Norwalk	https://www.westportmma.com/		BLANK_IT	Authoritative nameservers REFUSED (Status 2, lame delegation) for both westportmma.com and www.westportmma.com	https://dns.google/resolve?name=westportmma.com&type=A
KEEP	42	CT	Royce Gracie Brazilian Jiu Jitsu	West Hartford	http://gracie-jiu-jitsu.com/		KEEP_AS_IS	"Live site: ""Welcome to Royce Gracie Brazilian Jiu Jitsu Self Defense""; lists West Hartford and Glastonbury CT locations; phone 860 233 3000"	http://gracie-jiu-jitsu.com/
PARKED	43	CT	Stamford Judo	Stamford	http://www.stamfordjudo.us/		BLANK_IT	"Trellian/Above.com domain parking: page title is bare ""stamfordjudo.us"" and the only content is ""Click here to enter"" linking back with a tr_uuid tracking param; A record 103.224.182.215 (Above.com parking range)"	http://www.stamfordjudo.us/
KEEP	44	CT	Strikezone MMA	New London	http://www.strikezonemma.com/		KEEP_AS_IS	"Own live GoDaddy site: ""Under the expert instruction of Darryl MarcAurele ... Team Strike Zone offers Mixed Martial Arts (MMA), Boxing, Wrestling, Brazilian Jiu-Jitsu, Submission Grappling (no-gi)"". NOTE: site says Norwich CT (title + meta ""Strike Zone MMA in Norwich""), directory says New London; no street address published on the site. Content last updated 2019"	http://www.strikezonemma.com/
KEEP	45	CT	Thunder Martial Arts Academy	Watertown	http://teamthundermma.net/		KEEP_AS_IS	"Contact page: ""30 Echo Lake Road Watertown, CT 06795, Phone: (203) 909-6464""; instructor page names BJJ blue belts and a Combat Sambo world champion who ""traveled 5,000 plus miles to Thunder Martial Arts"""	http://www.teamthundermma.net/contact-us.html
KEEP	46	FL	American Combat Club	Orlando	http://www.americancombatclub.com/	http://americancombatclub.com/	REPLACE	"Host normalisation: www returned an empty body on both schemes; apex renders. Own page: ""American Combat Club, 1016 West Church Street, Orlando, FL 32805, (321) 274-1166"" and describes takedowns/takedown defense, ground control and submissions. Helio Soneca affiliate per their own page."	http://americancombatclub.com/
KEEP	49	FL	Fight Sports Miami	Miami	https://fightsportsmiami.com/		KEEP_AS_IS	339 NE 61st St, Miami FL 33137; +1 (786) 290 6875; weekly schedule lists All Levels BJJ, Fundamentals BJJ, Judo and No-Gi classes	https://fightsportsmiami.com/schedule/
KEEP	50	FL	GB Lake Park	West Palm Beach	https://lp.gblakepark.com/	https://gblakepark.com/	REPLACE	"Stored lp. subdomain returns an empty document. Same owner's main domain serves the full site: ""WELCOME TO GRACIE BARRA LAKE PARK FAMILY"", named GB I / GBK I / GBK II Jiu-Jitsu programs, address 804 Federal Hwy #7, West Palm Beach, FL 33403, phone +1 561-313-6177"	https://gblakepark.com/
KEEP	51	FL	Gamblers Jiu-Jitsu & Kickboxing Club	Palm Beach Gardens	http://gamblersjiujitsuclub.com/sign-up-for-free-trial/	http://gamblersjiujitsuclub.com/	REPLACE	"Stored deep link /sign-up-for-free-trial/ returns an empty page; homepage is live and is the right school: ""10415 Riverside Dr Suite 105, Palm Beach Gardens, FL 33410"", named Jiu Jitsu program"	http://gamblersjiujitsuclub.com/
DEAD	52	FL	Kokopelli's Gym	Longwood	http://www.kokogym.com/		BLANK_IT	DNS Status 2 REFUSED at both kokogym.com and www.kokogym.com (lame delegation at the kokogym.com delegation point)	
KEEP	53	FL	Ludus Martial Arts LLC	Jacksonville Beach	http://ludusmartialarts.com/	https://www.ludusmartialarts.com/	REPLACE	"Apex serves an empty body on http and https; www renders. www footer: ""730 Beach Blvd, Unit 105, Jacksonville Beach, FL 32250, (904) 374-4186""; classes page names standalone ""Brazilian Jiu Jitsu"" and ""Wrestling"" classes"	https://www.ludusmartialarts.com/classes-and-calendar/
KEEP	54	FL	RAIVA Brazilian Jiu Jitsu	Davie	http://www.raivabjj.com		KEEP_AS_IS	"Own page: ""Brazilian Jiu Jitsu, 8234 West State Road 84, Davie, FL 33324, T: 954.626.0960, E: RAIVABJJ@gmail.com"". BJJ Academy / Competition Team named on the page."	http://www.raivabjj.com/
KEEP	57	FL	Team Carvalho Academy	Dunnellon	http://www.teamcarvalho.com/home.html		KEEP_AS_IS	20545 SW 5th Place, Dunnellon, FL 34431; phone (844) JUDO-BJJ; site is Team Carvalho Judo & Brazilian Jiu-Jitsu Academy with a Dunnellon dojo schedule page	http://www.teamcarvalho.com/home.html
WRONG_ENTITY	58	FL	Team Carvalho Treasure Coast	Fort Pierce	http://www.teamcarvalho.com/	https://www.teamcarvalhotreasurecoast.com/	REPLACE	"teamcarvalho.com is Team Carvalho Internacional Judo & BJJ - its contact page gives 20545 SW 5th Place, Dunnellon, FL 34431 and its only dojos are Dunnellon FL and Paterson NJ (85-99 Hazel Street). No Fort Pierce/Treasure Coast location. The Fort Pierce academy has its own site: ""Team Carvalho Treasure Coast"", 113 Orange Avenue Fort Pierce FL 34950, head instructor Bruno Carvalho, adult and kids BJJ"	https://www.teamcarvalhotreasurecoast.com/
KEEP	59	FL	Team Nogueira	West Palm Beach	http://www.teamnog.com/	https://jupiterbjj.com/	REPLACE	"Owner-controlled rebrand redirect, but it lands on a 404: teamnog.com now redirects to jupiterbjj.com/page-not-found. Same entity - ""Team Nogueira Bloise Academy"" - whose live homepage names a ""Brazilian Jiu-Jitsu (13+)"" program; footer 1601 Commerce Ln #104, Jupiter, 561-694-8188. Note the academy has moved from West Palm Beach to Jupiter, so the city field is now stale"	https://jupiterbjj.com/
DEAD	60	FL	Team Nogueira Bloise Academy	Jupiter	http://www.teamnog.com/	https://jupiterbjj.com	REPLACE	"teamnog.com now redirects to https://jupiterbjj.com/page-not-found (live 404). Same owner, relocated site: footer reads ""Team Nogueira Bloise Academy ... Jupiter, Florida, 1601 Commerce Ln #104, Jupiter, 561-694-8188""; program nav lists ""Brazilian Jiu-Jitsu (13+)"", ""Little Champs"", ""MMA"". Replacing with the working homepage"	http://teamnog.com/
NEEDS_BROWSER	61	FL	The Jupiter Jiu Jitsu Academy in Jupiter Fl	Jupiter	http://www.jupiterjiujitsu.com/		NEEDS_BROWSER	Host resolves (192.185.4.149, cPanel shared host) but every fetch of apex and www, http and https, and /index.php returned an empty body - no content readable, so death cannot be confirmed	
WRONG_ENTITY	62	FL	Valente Brothers Jiu-Jitsu Pembroke Pines	Pembroke Pines	http://www.graciemiami.com	https://pembrokepinesselfdefense.com/	REPLACE	"graciemiami.com serves the legacy Valente Brothers HEADQUARTERS site (North Miami Beach), not the Pembroke Pines school; its newest content is from 2015 and it only mentions Pembroke Pines in a Facebook post caption. The Pembroke Pines school's own site states ""12191 Taft Street, Pembroke Pines, FL 33026"", phone 954-410-0706, ""A Valente Brothers affiliate in Pembroke Pines... since February 2009"", with Adult and Youth Jujutsu classes."	https://pembrokepinesselfdefense.com/contact
KEEP	65	GA	Athens Fitness and MMA	Athens	http://www.athensfitnessandmma.com/	https://sbgathens.com/	REPLACE	Old domain 301s to the school's current site SBG Athens: 240 Collins Industrial Blvd Suite G, Athens GA 30601, 706-850-8444; named Brazilian Jiu-Jitsu, Kids Jiu Jitsu and MMA class pages. Redirect works, but the canonical URL is cleaner	http://www.athensfitnessandmma.com/
KEEP	66	GA	Black Sheep MMA	Leesburg	http://www.blacksheep-mma.com/		KEEP_AS_IS	"1451 US Hwy 19 S, Suite C, Leesburg, GA 31763; (229) 376-3645; ""come here for your Self-Defense, Jiu-Jitsu and MMA needs"""	http://www.blacksheep-mma.com/
NEEDS_BROWSER	67	GA	Champions Training Center	Savannah	http://www.ctcsavannah.com		NEEDS_BROWSER	DNS resolves (A 50.112.153.174, AWS). http/https, apex/www, /index.html, /home, /about all return an empty body to the fetcher. A separate CTC-owned WordPress site exists at mixedmartialartssavannah.com (names Brazilian Jiu Jitsu and Wrestling classes, 1930 Montgomery St Savannah GA 31401, 913.788.1946) but its content is from 2018, so I am not proposing it as a swap without seeing the primary domain render	https://mixedmartialartssavannah.com/about-ctc/
PARKED	68	GA	Coastal Combatives	Pooler	http://www.coastalcombatives.com/		BLANK_IT	"Bluehost placeholder page: title ""Welcome coastalcombatives.com - BlueHost.com"", meta ROBOTS NOINDEX/NOFOLLOW, parking affiliate link iyfubh.com/?dn=coastalcombatives.com. No school content"	http://www.coastalcombatives.com/
KEEP	69	GA	Fusion MMA	Marietta	http://fusionfitnessandmma.com/		KEEP_AS_IS	"Homepage: ""Fusion is a complete training facility located in Marietta, Georgia""; owner named as Brian Hill. Program list on their own page names Adult MMA, Youth/Mighty MMA and ""Adult MMA Striking and Conditioning"" but no standalone grappling class; third-party listings (yellowpages, hub.biz) list ""Grappling"" and the address 1075 Whitlock Ave SW Ste E - that address is NOT on the school's own page"	http://fusionfitnessandmma.com/
DEAD	70	GA	Hanto Jiu-Jitsu Academy	Statesboro	https://hantojiu-jitsuacademy.com/	https://www.hantobjj.com/	REPLACE	"hantojiu-jitsuacademy.com resolves (198.49.23.144) but served an empty body on apex and www. The school now runs as Hanto Union Jiu-Jitsu; its own contact page gives ""409 Clairborne Avenue, Statesboro Georgia 30458"" (matches the Statesboro address on file) and the site has a Classes and Schedules section."	https://www.hantobjj.com/contact
KEEP	73	GA	Nucleus Brazilian Jiu Jitsu	Norcross	https://nucleusbjj.com		KEEP_AS_IS	"3030 Business Park Drive Unit G, Norcross, GA 30071; ""specializes in Brazilian Jiu Jitsu and submission grappling""; https root returns empty but http://nucleusbjj.com serves the site"	http://nucleusbjj.com
NEEDS_BROWSER	74	GA	Tonchu Martial Arts Academy	Smyrna	http://www.tonchumartialarts.com/		NEEDS_BROWSER	Domain is alive on Google Sites infrastructure (apex A 216.239.32-38.21, www CNAME ghs.googlehosted.com). Every path - /, /home, /locations/smyrna, /sitemap.xml - returns the same JS shell with only <title>Tonchu Martial Arts Academy</title> and no body text. Cannot read class listings without a browser	https://www.tonchumartialarts.com/
KEEP	75	GA	Veritas Brazilian Jiu-Jitsu - Kuzushi Club Dalton	Dalton	http://veritasbjj.com/		KEEP_AS_IS	"Live BJJ site headed ""Veritas Brazilian Jiu-Jitsu in Dalton GA""; contact block 801 E Walnut Ave Dalton, GA"	http://veritasbjj.com/
KEEP	76	IL	Alton Family Martial Arts & Fitness	Alton	https://www.altonfma.com/		KEEP_AS_IS	"Own live site: ""Alton Family Martial Arts is the Premier Jiu Jitsu, Kickboxing, and Youth Martial Arts Academy in the Riverbend area""; named Gi / No-Gi and kids BJJ programs; owner/BJJ instructor Adam Marburger, purple belt under Kyle Watson"	https://www.altonfma.com/
NEEDS_BROWSER	77	IL	Mequinho Jiu Jitsu	Lisle	http://www.downersgrovejiujitsu.com		NEEDS_BROWSER	Host resolves (216.40.34.41, Tucows) but apex and www on both schemes returned an empty body every time - nothing readable. Third-party listings (Yelp, matmade) still name downersgrovejiujitsu.com for Mequinho at 5800 Forest View Rd, Lisle IL	
KEEP	78	IL	TDC MMA + Fitness	Chicago	http://www.tdcmmaandfitness.com		KEEP_AS_IS	"Own page: ""TDC MMA + Fitness, 2450 W. Hubbard Street, 2nd Floor, Chicago, IL 60612, 312.764.2349"" with a dedicated Brazilian Jiu Jitsu (BJJ) program page and BJJ/wrestling coaches listed."	http://www.tdcmmaandfitness.com/
KEEP	81	KY	Hicsmma	Bowling Green	https://www.hicsmma.com/		KEEP_AS_IS	150 Dishman Ln. Bldg. D, Bowling Green, KY 42101; phone 270.996.1092 (Donny Wallace); HICSMMA offers Judo and Brazilian Jiu-Jitsu instruction	http://hicsmma.com
DEAD	82	KY	Hidden Samurai Martial Arts	Owensboro	https://www.hiddensamurai.cmasdirect.com	https://hsmaa7.wixsite.com/hiddensamurai	REPLACE	"Stored cmasdirect.com stub resolves (72.198.253.152) but returns an empty document over both http and https. School's own Wix site is readable: address 1741 Scherm Road, Owensboro, KY 42303, Tel 270-925-2688; Programs page names ""CATCH/SHOOT WRESTLING"" and ""GRACIE JIUJITSU/JUDO"" as programs. NOTE: site content is stale (linked class schedule dated 4-1-2016)"	https://hsmaa7.wixsite.com/hiddensamurai/programs
KEEP	83	LA	Gladiators Academy of Breaux Bridge	Breaux Bridge	http://www.gladiatorsbb.com/	https://gladiatorsbb.com/	REPLACE	"Stored http+www host returns an empty body; https apex renders as ""Gladiators Academy of Breaux Bridge"" and the site has a dedicated page headed ""Breaux Bridge Brazilian Jiu Jitsu - Master the most unstoppable grappling & submission techniques"". Coach Jared named on both pages"	https://www.gladiatorsbb.com/bjj
KEEP	84	LA	NOLA BJJ Westbank	New Orleans	http://westbanksocialclub.com/		KEEP_AS_IS	"Own live site: ""We are the home of NolaBJJ WB, and offer Jiu-Jitsu, Krav Maga, boxing, kickboxing""; address on page ""2901 General De Gaulle Drive, New Orleans, LA 70114 - (504) 250-1760"""	http://westbanksocialclub.com/
KEEP	85	MA	Brazilian Top Team Boston	Everett	bttboston.com		KEEP_AS_IS	"Contacts section: ""305 Broadway Everett, MA 02149"" and ""(617) 389-7973""; BJJ gi/no-gi programs and instructors Joao Amaral and Daniel Gazzoni named. (Stale meta description still references Boca Raton, but all page content is Everett/Boston.)"	https://bttboston.com/
PARKED	86	MA	CrossFit Arsenal (and BJJ)	Watertown	crossfitarsenal.com		BLANK_IT	No A record. Apex returns Status 0 with an SOA-only authority section (GoDaddy ns05.domaincontrol.com / dns.jomax.net) and no Answer array; www.crossfitarsenal.com is NXDOMAIN.	
DEAD	89	MA	Nexus Martial Arts & Fitness	Wareham	nexusma.com		BLANK_IT	Status 0 but no A record (SOA-only response) for both nexusma.com and www.nexusma.com	https://dns.google/resolve?name=nexusma.com&type=A
KEEP	90	MA	Terrinha Draculino BJJ Team	Hopkinton	tdtbjj.com		KEEP_AS_IS	88A Elm St, Hopkinton, MA 01748; CALL: 508-962-1913; named Hopkinton BJJ classes (Kids/Teens, Adult Fundamentals, Adult Advanced, Women's Only)	http://tdtbjj.com/
NEEDS_BROWSER	91	MA	Thurston Academy (NEU BJJ affiliate)	Kingston	thurstonacademy.com		NEEDS_BROWSER	"Live and the correct entity - homepage reads ""Kingston Karate Training Center"", ""Thurston Academy"", tel 781-936-8666 - but the only programs it renders are Kids Karate, Adult Karate and Womens Kickboxing Fitness, i.e. no grappling class visible. A BJJ program page at /services/Brazilian-Jiu-Jitsu appears in search but returns an empty body on every variant tried, so grappling scope could not be confirmed on-page"	https://thurstonacademy.com/
PARKED	92	MD	Infinite Fighting Concepts MMA	Gaithersburg	ifcmma.com		BLANK_IT	"Redirects to www.ifcmma.com which serves a Namecheap parking page: ""has been recently registered with namecheap.com"" plus domain-auction promos. IP 192.64.119.152 (Namecheap parking). No school content"	http://ifcmma.com
DEAD	93	MD	New Wave Martial Arts Perry Hall	Nottingham	newwavema.com		BLANK_IT	GoDaddy nameservers delegated but no A record at apex (Status 0, no Answer array); www.newwavema.com is only a CNAME back to the apex, so it resolves to nothing	
DEAD	94	ME	Presque Isle BJJ	Presque Isle	https://presqueislebjj.com		BLANK_IT	NXDOMAIN (Status 3) at the .com gTLD servers.	
KEEP	97	MI	Gracie Jiu-Jitsu Keego Harbor	Keego Harbor	http://www.graciejiujitsumichigan.com		KEEP_AS_IS	2965 Orchard Lake Road, Suite 4, Keego Harbor, MI 48320; named Gracie Combatives and Master Cycle class times posted	http://www.graciejiujitsumichigan.com
NOT_GRAPPLING	98	MI	Master Gauss Martial Arts Center	Westland	http://www.gaussmartialarts.com/		BLANK_IT	"Site is live and is the correct entity (5950 Hix Road, Westland, MI 48185, 1-734-707-8425) but its Programs page lists exactly two offerings: ""Modern Arnis"" (Filipino stick art) and ""Cardio Kickboxing"". No BJJ, judo, wrestling or submission grappling anywhere on the site"	http://www.gaussmartialarts.com/programs/
WRONG_ENTITY	99	MI	Michigan Sports Camps	Coldwater	https://www.ttsfitness.com/		BLANK_IT	"Domain belongs to a different business in a different town: ttsfitness.com is ""TTS Fitness"", now Max Effort Performance, in Middleville MI (its facility-tour page describes the Middleville facility, 4,100+ sq ft). The record is Michigan Sports Camps in Coldwater MI (315 N Fiske Rd per third-party listings, not fetched). Middleville is roughly 65 miles from Coldwater. No official Michigan Sports Camps site found"	https://www.ttsfitness.com/facility-tour.html
KEEP	100	MI	New Way Martial Arts Academy	Shelby Charter Township	http://newwaymartialarts.com	https://newwaytrainingcenter.com/	REPLACE	"Stored apex returns an empty body; www.newwaymartialarts.com still renders but is an abandoned 2013-era page (Caio Terra Seminar 2013, expired Groupon) though it does name ""Brazilian Jiu Jitsu"" and a women's-only BJJ class in Shelby Township. Same operation's current site newwaytrainingcenter.com states on its own page: ""We moved from Shelby Twp into our new facility in Clinton Twp to offer ... Jiujitsu for Kids & Adults, Boxing ... Judo, Self Defense, Wrestling"" and ""New Way has been involved in the local boxing, fitness, brazilian jiujitsu community since 2011""; phone on that page tel:+1 586-801-9991. (That same number is what third-party listings give for New Way Martial Arts Academy; the old site's own contact page would not load.)"	https://newwaytrainingcenter.com/
NOT_GRAPPLING	101	MI	REAL WORLD MMA & Fitness	Fowlerville	http://independentmartialarts.us/		BLANK_IT	Site is Noonan Independent Martial Arts operating inside Real World MMA, downtown Fowlerville MI, 517-861-7648. Its own Programs page lists only: Yoga Martial Fitness (Madjapahit Silat), Bruce Lee Jun Fan Gung Fu / Jeet Kune Do Concepts, Rapid Assault Tactics, and Filipino Martial Arts (Kali/Eskrima, weapons emphasis). No BJJ, judo, wrestling or submission grappling class is offered	http://independentmartialarts.us/page/programs
KEEP	102	MI	Royce Gracie Jiu-Jitsu Academy of Michigan	Southgate	http://www.roycegracieaom.com/		KEEP_AS_IS	"Own /about page: ""The Royce Gracie Jiu Jitsu Academy of Michigan is located conveniently in Southgate, Michigan"" and offers adult beginner/intermediate/advanced and kids Jiu-Jitsu; the class-schedule page is titled ""Jiu Jitsu Southgate Schedule"". Caveat: no Michigan street address or phone appears anywhere on the site - the contact page lists only the separate Delaware branch (1812 Marsh Rd, Wilmington DE 19803, 302-803-1476), which has its own page describing a 2022 grand opening."	https://www.roycegracieaom.com/about
