verdict	id	region	name	city	current_url	replacement_url	action	evidence	source_url
KEEP	100	MI	New Way Martial Arts Academy	Shelby Charter Township	http://newwaymartialarts.com	https://newwaytrainingcenter.com/	REPLACE	Stored apex returns an empty body; www.newwaymartialarts.com still renders but is an abandoned 2013-era page (Caio Terra Seminar 2013, expired Groupon) though it does name "Brazilian Jiu Jitsu" and a women's-only BJJ class in Shelby Township. Same operation's current site newwaytrainingcenter.com states on its own page: "We moved from Shelby Twp into our new facility in Clinton Twp to offer ... Jiujitsu for Kids & Adults, Boxing ... Judo, Self Defense, Wrestling" and "New Way has been involved in the local boxing, fitness, brazilian jiujitsu community since 2011"; phone on that page tel:+1 586-801-9991. (That same number is what third-party listings give for New Way Martial Arts Academy; the old site's own contact page would not load.)	https://newwaytrainingcenter.com/
KEEP	108	NB	Evolution Training Centre	Fredericton	https://www.evolutiontrainingcenter.ca		KEEP_AS_IS	Own live site: "Evolution Training Center is Atlantic Canada's largest and best equiped martial arts facility"; "Unleash Your Potential | Evolution Fight & Fitness - Fredericton, NB ... Muay Thai, Kickboxing, Karate, MMA, Brazilian Jiu-Jitsu"; owner/chief instructor Andy Young	https://www.evolutiontrainingcenter.ca/
KEEP	116	NJ	Martial Way MMA	Newton	https://martialwaymma.com/		KEEP_AS_IS	Own live site: "Martial Way MMA is here to provide the people of Newton with a place to improve their health"; named class blocks "10TH PLANET JIU-JITSU Newton" and "Mixed Martial Arts Classes in Newton", jiu-jitsu described as grappling to submission	https://martialwaymma.com/
NEEDS_BROWSER	124	NV	Asylum Fight Team	Las Vegas	http://www.asylumfightteam.com		NEEDS_BROWSER	DNS resolves (AWS 15.197.142.173 / 3.33.152.147). asylumfightteam.com redirects to https://asylumfightteamvegas.com, which returns HTTP 200 with an empty body via web_fetch (JS-rendered) - cannot read the landing page, so entity and class content are unverified. Not evidence of death	
NEEDS_BROWSER	132	NV	Team Reno	Reno	https://www.momentumreno.com/brazilian-jiu-jitsu		NEEDS_BROWSER	DNS resolves (AWS 15.197.142.173 / 3.33.152.147) but every fetch of momentumreno.com (deep link, apex, /amp) returns an empty body - JS-rendered, cannot read. ALSO A POSSIBLE ENTITY MISMATCH: that site belongs to "Momentum Martial Arts" Reno, while the directory name "Team Reno" matches the og:site_name of a different Reno academy, Gary Grate BJJ at bjjreno.com ("Brazilian Jiu-Jitsu Team: Reno Carson BJJ Grappling MMA", 1335 Airmotive Way, Reno NV 89502, 775-830-4279 - read on that site). Needs a human/browser to confirm which school this row is before keeping	
DEAD	140	NY	Curtis Tillman's Mixed Martial Arts Academy	Cicero	http://tillman-mma.com		BLANK_IT	DNS Status 3 NXDOMAIN for tillman-mma.com, answered by the .com authority (a.gtld-servers.net) - domain does not exist	
DEAD	148	NY	Kfm Martial Arts & Fitness Academy	Lynbrook	http://www.kfmnewyork.com		BLANK_IT	DNS Status 3 NXDOMAIN for www.kfmnewyork.com, answered by the .com authority (a.gtld-servers.net) - domain does not exist	
KEEP	156	OH	Rising Dragon Mixed Martial Arts & Fitness	Bedford Heights	http://risingdragonmma.com/		KEEP_AS_IS	Own live site (apex only; www.risingdragonmma.com returns an empty body). Address on page matches the directory: "24565 Aurora Rd, Bedford Heights, OH 44146", plus hours and parent testimonials naming "Rising Dragon MMA". CAVEAT: no grappling class is named anywhere I could read - homepage only says "Kids Classes"/"Adults Classes"/self-defense, and every subpage I tried returned an empty body, so the grappling qualification is UNVERIFIED. Third-party listings also suggest the gym may have closed (unconfirmed)	http://risingdragonmma.com/
KEEP	164	PA	Kozma Brazilian Jiu-Jitsu	Huntingdon Valley	http://www.kozmabjj.com		KEEP_AS_IS	Own live site "Kozma Brazilian Jiu-Jitsu and MMA Academy", address on page "3035 Franks Rd. Huntingdon Valley, PA 19006"; named classes "BRAZILIAN JIU-JITSU (GI AND NO GI)" for youth, adult and kids; instructor Pete Kozma; site states "Affiliated with Vinny Magalhaes"	http://www.kozmabjj.com/
WRONG_ENTITY	172	TX	Gracie Gym Richardson / Brazilian Jiu-Jitsu	Richardson	http://graciegymrichardson.com/	https://graciegymrichardson.com/	REPLACE	The stored http:// URL redirects to https://www.graciegymmaine.com - "Gracie Gym Maine ... premier Brazilian Jiujitsu facility located in Windham, Maine", phone (207) 383-2228. A user looking for Richardson TX currently lands on a Maine gym. The https:// version of the same host serves the correct Richardson site: "Welcome to Gracie Gym Richardson. We are proud to offer the art of Brazilian Jiu-jitsu to Richardson, North Dallas and the surrounding areas", incl. its after-school program and "multipurpose shopping plaza facing W. Arapaho Rd." Scheme fix	https://graciegymrichardson.com/
NEEDS_BROWSER	180	VA	Gustavo Machado Norfolk	Norfolk	http://www.gustavomachadonorfolk.com		NEEDS_BROWSER	DNS resolves (199.34.228.59, Weebly). Every fetch - apex, www, /about.html, /schedule.html - returns HTTP 200 with an empty body, so I cannot read what is actually served. Subpage titles are still indexed ("About - Gustavo Machado BJJ, Norfolk VA"), and a possible newer site exists at jiujitsunorfolk.squarespace.com, but that page rendered only generic copy with no name, address or class list, so I will not propose it as a replacement. Needs a browser	
