verdict	id	region	name	city	current_url	replacement_url	action	evidence	source_url
NEEDS_BROWSER	95	MI	East Lansing Underground Martial Arts	East Lansing	http://www.elunderground.com/		NEEDS_BROWSER	DNS alive: apex and www both A 173.232.170.135. Every fetch (http/https, apex/www, /about, /schedule, /index.html) returned an empty body - could not read any content, so I cannot confirm the entity or grappling. Not treating empty as death. Third-party listings (Foursquare/YellowPages, NOT the school's own page) give 541 E Grand River Ave Ste B, East Lansing MI 48823, (517) 333-0901
KEEP	103	MO	Gracie Humaita Columbia	Columbia	https://graciehumaitacolumbia.com		KEEP_AS_IS	Site's own footer: 2010 Chapel Plaza Ct Suite B, Columbia, MO 65203, (573) 554-6601; No-Gi, Competition Jiu-Jitsu, Women's Only classes named	https://graciehumaitacolumbia.com/
KEEP	111	NC	Chuva Brazilian Jiu Jitsu	Clayton	http://chuvabjj.com/		KEEP_AS_IS	Site's own page: Clayton, NC, (919)299-9480, chuvabjj@gmail.com, "CHUVA BRAZILIAN JIU-JITSU". Apex 301s to www; both resolve. No street address printed on the site	http://www.chuvabjj.com/
KEEP	119	NJ	The Shark Tank BJJ	Vineland	http://sharktankbjj.com/		KEEP_AS_IS	Site's own contact block: 950 N Main Road, Vineland, NJ 08360, 856-507-1700; BJJ Adult/Kids/Teens schedule, Vitor Shaolin Ribeiro affiliate, instructor Bill Bontcue (retired Vineland PD)	http://sharktankbjj.com/
KEEP	127	NV	Jiu-Jitsu Methods	Las Vegas	http://jiujitsumethods.com	https://jiujitsumethodslv.com/	REPLACE	Old domain redirects to jiujitsumethodslv.com - same business, not a different entity: 8645 S Rainbow Blvd #130, Las Vegas, (702) 844-9352, BJJ classes and open rolling. Replacing with the canonical live domain	https://jiujitsumethodslv.com/
KEEP	135	NY	American Academy Of Self Defense	Deer Park	http://www.aaofsd.com		KEEP_AS_IS	Address matches: site's own page shows 297 Bayshore Rd, Deer Park, New York 11729, (631) 667-5001. WEAK GRAPPLING EVIDENCE - flagging: the schedule page lists only age brackets (Dragons/Tigers/Juniors/Teens/Adults) with no named grappling class; "Jiujitsu", "Judo" and "Brazilian Jiu-Jitsu" appear only in the site's own banner strip and About prose, and the page title/meta call it a "Karate School". Entity is certain; grappling is the school's own claim but not a scheduled class	http://www.aaofsd.com/
DEAD	143	NY	Fight-Sport Training Center	Niagara Falls	https://www.fightsporttrainingcenter.com/		BLANK_IT	NXDOMAIN (DNS Status 3) on both apex and www
DEAD	151	NY	Touro Fajardo Brazilian Jiu Jitsu	Queens	https://www.tourofajardobrazilianjiujitsu.com		BLANK_IT	NXDOMAIN (DNS Status 3) on both apex and www
NOT_GRAPPLING	159	OK	Relentless Martial Arts	Tulsa	relentlessmartialarts.com		BLANK_IT	Right entity (6202 S Sheridan Rd Tulsa, OK 74133, 918-527-7215) but no named grappling class. The site's own Schedule page lists only Kids Class, Teen Class, Personal Protection, Muay Thai and Adult Martial Arts. Curriculum and meta keywords are Kali, Silat, Jeet Kune Do, Muay Thai, Boxing, Karate - all striking/weapons. FLAGGING THE ONE COUNTER-SIGNAL: the homepage prose says instruction includes "Clinch, and Grappling", but that is marketing copy, not a scheduled class, so it does not meet the named-class bar	http://www.relentlessmartialarts.com/Schedule.html
HIJACKED	167	TX	ACS Mixed Martial Arts	La Marque	http://acsmmatx.com/		BLANK_IT	HOSTILE HIJACK, LIVE NOW. acsmmatx.com 301s to https://www.acsmmatx.com, which serves a Chinese-language page titled "Bewei必威精装版下载_IOS安卓/通用版/APP官方网站" (Betway/Bewei gambling app download) wrapped around cloned corporate content of 博天环境集团股份有限公司 (Beijing Botian Environment Group, a water-treatment firm), ICP 京ICP备12030702号. Zero martial arts content. Hosted 103.204.252.132	http://acsmmatx.com/
KEEP	175	TX	Marcos Santos Academy	Fort Worth	http://fwbjj.com/		KEEP_AS_IS	Site's own homepage: "Marcos Santos Academy", "Fort Worth's Best Martial Arts And Brazilian Jiu-Jitsu", "Our Location: Fort Worth", Professor Brayner Martinez named in on-page reviews. No street address or phone is printed on the homepage - entity matched on business name + city only	http://fwbjj.com/
NEEDS_BROWSER	183	VT	Northeast Kingdom BJJ	St. Johnsbury	https://nekbjj.com		NEEDS_BROWSER	Apex nekbjj.com resolves to A 162.255.119.8 (Namecheap); www.nekbjj.com is NXDOMAIN. Every fetch (http/https apex, /index.html, /about) returned an empty body - no content readable, so I cannot confirm entity or grappling. SUSPECT PARKING: 162.255.119.x is Namecheap's shared-hosting/placeholder range, but I did not read a parking page so I am not calling it dead. Separately, the only "NEK BJJ" I could find is Adam LaClair Jiu-Jitsu Academy in Lyndonville VT (Facebook, third-party) - a different town from the listed St. Johnsbury, so the city may also be wrong
