verdict	id	region	name	city	current_url	replacement_url	action	evidence	source_url
DEAD	82	KY	Hidden Samurai Martial Arts	Owensboro	https://www.hiddensamurai.cmasdirect.com	https://hsmaa7.wixsite.com/hiddensamurai	REPLACE	Stored cmasdirect.com stub resolves (72.198.253.152) but returns an empty document over both http and https. School's own Wix site is readable: address 1741 Scherm Road, Owensboro, KY 42303, Tel 270-925-2688; Programs page names "CATCH/SHOOT WRESTLING" and "GRACIE JIUJITSU/JUDO" as programs. NOTE: site content is stale (linked class schedule dated 4-1-2016)	https://hsmaa7.wixsite.com/hiddensamurai/programs
KEEP	90	MA	Terrinha Draculino BJJ Team	Hopkinton	tdtbjj.com		KEEP_AS_IS	88A Elm St, Hopkinton, MA 01748; CALL: 508-962-1913; named Hopkinton BJJ classes (Kids/Teens, Adult Fundamentals, Adult Advanced, Women's Only)	http://tdtbjj.com/
NOT_GRAPPLING	98	MI	Master Gauss Martial Arts Center	Westland	http://www.gaussmartialarts.com/		BLANK_IT	Site is live and is the correct entity (5950 Hix Road, Westland, MI 48185, 1-734-707-8425) but its Programs page lists exactly two offerings: "Modern Arnis" (Filipino stick art) and "Cardio Kickboxing". No BJJ, judo, wrestling or submission grappling anywhere on the site	http://www.gaussmartialarts.com/programs/
KEEP	106	MO	St. Charles MMA and BJJ	St Charles	http://www.stcharlesmma.com/		KEEP_AS_IS	1861 Scherer Pkwy #100, Saint Charles MO 63303, 314-443-7371; "We provide instruction in Brazilian Jiu-Jitsu, Muay Thai, Wrestling, and Boxing"	http://www.stcharlesmma.com/
DEAD	114	NJ	Kombat Brazilian Jiu-Jitsu	Clark	https://www.kombatbjj.com/	https://kombatjits.com/	REPLACE	www.kombatbjj.com is NXDOMAIN; apex kombatbjj.com resolves to a Shopify IP (23.227.38.72) and returns an empty document. School's live site: "Kombat Brazilian Jiu-Jitsu", 152 Central Avenue, Clark, NJ 07066, phone 973-445-9618, Professor Helio (Helio Desa); named Beginners / Kids / Adult Jiu-Jitsu programs	https://kombatjits.com/
KEEP	122	NL	Velocity Martial Arts Academy	Clarenville	https://www.velocitynl.com		KEEP_AS_IS	Live Velocity site (Gymnastics NL member, Clarenville NL); martial arts classes described on-page as "a combination of Jiu Jitsu (BJJ), Kenpo Karate, Kickboxing and Mixed Martial Arts (MMA) techniques and drills"	https://www.velocitynl.com/
WRONG_ENTITY	130	NV	Ronin Jiu-Jitsu North Las Vegas	North Las Vegas	http://www.roninbjj.org		BLANK_IT	Site is live but is a different school: "Ronin Jiu-jitsu is a Campeao United Affiliated Brazilian Jiu Jitsu school located at 2 Park Street, Attleboro, MA 02703." Massachusetts, not North Las Vegas NV. Same name, different academy	http://roninbjj.org/
DEAD	138	NY	Bwarrior MMA	New York	http://bwarrior.com		BLANK_IT	NXDOMAIN (Status 3). Zone is served by ns1.namebrightdns.com (drop-catch registrar) with no A record published	https://dns.google/resolve?name=bwarrior.com&type=A
DEAD	146	NY	International Training Center of New York	Long Island City	https://www.itcny.com/	https://itcnewyork.com/	REPLACE	itcny.com and www.itcny.com resolve (216.119.109.112) but every path returns an empty document. The same school now operates as ITC New York at itcnewyork.com (redirects to astoriamuaythaijudo.com), Astoria Queens, with a named Judo program: "our Judo program... throws, pins, and submissions", Judo on Mondays, Tuesdays and Thursdays. Note the listed Long Island City address is stale - the gym is now in Astoria	https://astoriamuaythaijudo.com/judo
PARKED	154	NY	Westchester Mixed Martial Arts & Fitness	Mount Kisco	http://www.westchestermmafit.com		BLANK_IT	Redirects to HugeDomains: "WestchesterMmAfIt.com is for sale | HugeDomains - This domain is for sale: $95". No school content	https://www.hugedomains.com/domain_profile.cfm?d=westchestermmafit.com
KEEP	162	OR	White Panther Tae Kwon Do Boxing and Filipino Martial Arts	Astoria	http://www.whitepantherastoria.com/		KEEP_AS_IS	Live site for the Astoria OR school, phone (503) 440-4342, map embed at St Mary Star of the Sea Astoria. Despite the name, the posted schedule includes a named "Mens Jiu Jitsu" class Tuesday and Thursday 5-6pm alongside TKD, FMA and Boxing - qualifies on grappling	http://www.whitepantherastoria.com/
KEEP	170	TX	Austin Martial Arts Academy	Austin	http://www.austinmartialarts.com/	https://lifekido.com/	REPLACE	Owner-controlled rebrand redirect, not a hijack: austinmartialarts.com 302s to grv.satorimethod.com/amaa which states "The Austin Martial Arts Academy was established in 1992 by Sensei Truscott... the co-owners decided to expand their programs into two individual schools, namely the Satori Method Academy and Life Ki-do." Satori Method is now an online qigong/energy-healing business (no grappling). Life Ki-do is the surviving Austin martial arts school (Westlake & South Austin) and names Brazilian Jiu-Jitsu as a program: "Brazilian Jiu-Jitsu, Karate, Systema, and more - with classes in Westlake & South Austin"	https://lifekido.com/
NEEDS_BROWSER	178	VA	DCB MMA & Athletic Training	Fredericksburg	http://www.dcbmma.com/		NEEDS_BROWSER	Domain resolves on GoDaddy hosting (apex 160.153.0.38, www 198.71.233.128) but /, /home, /classes and /f/dcb-mma-athletic-training all return an empty document over both http and https - cannot read the class list. Scope is also in question: third-party listings describe only Muay Thai, Kickboxing, Boxing, MMA and athletic training with no named grappling class, so grappling must be confirmed on the school's own page before this row is kept	http://www.dcbmma.com/
