id	region	name	city	current_url
57	FL	Team Carvalho Academy	Dunnellon	http://www.teamcarvalho.com/home.html
58	FL	Team Carvalho Treasure Coast	Fort Pierce	http://www.teamcarvalho.com/
59	FL	Team Nogueira	West Palm Beach	http://www.teamnog.com/
60	FL	Team Nogueira Bloise Academy	Jupiter	http://www.teamnog.com/
61	FL	The Jupiter Jiu Jitsu Academy in Jupiter Fl	Jupiter	http://www.jupiterjiujitsu.com/
62	FL	Valente Brothers Jiu-Jitsu Pembroke Pines	Pembroke Pines	http://www.graciemiami.com
63	GA	AllAmbition Brazilian Jiu Jitsu	Cartersville	http://allambitionbjj.com/
64	GA	American Top Team Valdosta	Valdosta	http://att229.com/
65	GA	Athens Fitness and MMA	Athens	http://www.athensfitnessandmma.com/
66	GA	Black Sheep MMA	Leesburg	http://www.blacksheep-mma.com/
67	GA	Champions Training Center	Savannah	http://www.ctcsavannah.com
68	GA	Coastal Combatives	Pooler	http://www.coastalcombatives.com/
69	GA	Fusion MMA	Marietta	http://fusionfitnessandmma.com/
70	GA	Hanto Jiu-Jitsu Academy	Statesboro	https://hantojiu-jitsuacademy.com/
71	GA	KBX Gym	Alpharetta	http://www.kbxgym.com/
72	GA	Liberty Jiu-Jitsu Grovetown	Grovetown	http://libertybjj.community/
73	GA	Nucleus Brazilian Jiu Jitsu	Norcross	https://nucleusbjj.com
74	GA	Tonchu Martial Arts Academy	Smyrna	http://www.tonchumartialarts.com/
75	GA	Veritas Brazilian Jiu-Jitsu - Kuzushi Club Dalton	Dalton	http://veritasbjj.com/
76	IL	Alton Family Martial Arts & Fitness	Alton	https://www.altonfma.com/
77	IL	Mequinho Jiu Jitsu	Lisle	http://www.downersgrovejiujitsu.com
78	IL	TDC MMA + Fitness	Chicago	http://www.tdcmmaandfitness.com
79	IN	Indiana Brazilian Jiu-Jitsu Academy	Greenwood	https://ibjja.com
80	IN	Muncie Brazilian Jiu-Jitsu	Muncie	munciebjj.com
81	KY	Hicsmma	Bowling Green	https://www.hicsmma.com/
82	KY	Hidden Samurai Martial Arts	Owensboro	https://www.hiddensamurai.cmasdirect.com
83	LA	Gladiators Academy of Breaux Bridge	Breaux Bridge	http://www.gladiatorsbb.com/
84	LA	NOLA BJJ Westbank	New Orleans	http://westbanksocialclub.com/
85	MA	Brazilian Top Team Boston	Everett	bttboston.com
86	MA	CrossFit Arsenal (and BJJ)	Watertown	crossfitarsenal.com
87	MA	Dragon Within Mixed Martial Arts	Salem	dragonwithinmartialarts.com
88	MA	Fighting Arts Academy	Springfield	fightingartsacademy.com
89	MA	Nexus Martial Arts & Fitness	Wareham	nexusma.com
90	MA	Terrinha Draculino BJJ Team	Hopkinton	tdtbjj.com
91	MA	Thurston Academy (NEU BJJ affiliate)	Kingston	thurstonacademy.com
92	MD	Infinite Fighting Concepts MMA	Gaithersburg	ifcmma.com
93	MD	New Wave Martial Arts Perry Hall	Nottingham	newwavema.com
94	ME	Presque Isle BJJ	Presque Isle	https://presqueislebjj.com
95	MI	East Lansing Underground Martial Arts	East Lansing	http://www.elunderground.com/
96	MI	Gracie Barra Livonia	Livonia	http://graciebarralivonia.com/
97	MI	Gracie Jiu-Jitsu Keego Harbor	Keego Harbor	http://www.graciejiujitsumichigan.com
98	MI	Master Gauss Martial Arts Center	Westland	http://www.gaussmartialarts.com/
99	MI	Michigan Sports Camps	Coldwater	https://www.ttsfitness.com/
100	MI	New Way Martial Arts Academy	Shelby Charter Township	http://newwaymartialarts.com
101	MI	REAL WORLD MMA & Fitness	Fowlerville	http://independentmartialarts.us/
102	MI	Royce Gracie Jiu-Jitsu Academy of Michigan	Southgate	http://www.roycegracieaom.com/
103	MO	Gracie Humaita Columbia	Columbia	https://graciehumaitacolumbia.com
104	MO	K2L Martial Arts	Lee's Summit	http://www.kids2leaders.com/
105	MO	Kifaru Jitsu Martial Arts	Salem	http://www.kifarujitsu.com/
106	MO	St. Charles MMA and BJJ	St Charles	http://www.stcharlesmma.com/
107	MO	Sullivan Athletic Club	Sullivan	http://www.sullivanathleticclub.net/
108	NB	Evolution Training Centre	Fredericton	https://www.evolutiontrainingcenter.ca
109	NC	Atos Jiu Jitsu of Charlotte	Charlotte	http://martialartscharlottenc.com/
110	NC	Chapel Hill Gracie Jiu Jitsu	Chapel Hill	http://www.chapelhilljiujitsu.net/
111	NC	Chuva Brazilian Jiu Jitsu	Clayton	http://chuvabjj.com/
112	NC	Saunders Brazilian Jiu-Jitsu	Durham	http://www.saundersbjj.com/
113	NJ	Guerrero BJJ & MMA	Caldwell	http://kneeonbelly.com/
114	NJ	Kombat Brazilian Jiu-Jitsu	Clark	https://www.kombatbjj.com/
115	NJ	Legion Mixed Martial Arts	Vineland	http://legionmixedmartialarts.com/
116	NJ	Martial Way MMA	Newton	https://martialwaymma.com/
117	NJ	Notorious Mixed Martial Arts	East Rutherford	http://www.notoriousbjj.com/
118	NJ	Straight Blast Gym New Jersey	Montclair	https://www.sbgnj.com/
119	NJ	The Shark Tank BJJ	Vineland	http://sharktankbjj.com/
120	NJ	Unity Jiu Jitsu New Jersey	Clifton	http://unitybjjnj.com
121	NL	Labrador City BJJ	Labrador City	https://www.novauniao.ca/lab-city
122	NL	Velocity Martial Arts Academy	Clarenville	https://www.velocitynl.com
123	NV	American Top Team Nevada	Henderson	http://www.attnevada.com
124	NV	Asylum Fight Team	Las Vegas	http://www.asylumfightteam.com
125	NV	Atos Jiu Jitsu Las Vegas	Las Vegas	http://www.atosjiujitsulv.com
126	NV	Drysdale Fight For Us Jiu Jitsu	Las Vegas	http://www.drysdalefightforus.com
127	NV	Jiu-Jitsu Methods	Las Vegas	http://jiujitsumethods.com
128	NV	Kifaru Jitsu Academy of Martial Arts	North Las Vegas	http://www.kifarujitsu.com
129	NV	Momentum Martial Arts	Reno	http://momentumreno.com
130	NV	Ronin Jiu-Jitsu North Las Vegas	North Las Vegas	http://www.roninbjj.org
131	NV	Summerlin BJJ	Las Vegas	https://summerlinbjj.com
132	NV	Team Reno	Reno	https://www.momentumreno.com/brazilian-jiu-jitsu
133	NY	10th Planet Rochester	Rochester	http://www.10thplanetjiujitsurochester.com
134	NY	Alpha Omega MMA	Rockville Centre	http://www.alphaomegamma.com
135	NY	American Academy Of Self Defense	Deer Park	http://www.aaofsd.com
136	NY	Brandon Abdullah's Martial Arts and Fitness	Albany	https://www.albanybjj.com/
137	NY	Butch's Boxing & MMA	Queens	http://www.ny-mma.com
138	NY	Bwarrior MMA	New York	http://bwarrior.com
139	NY	Crossfit 585 BJJ	Rochester	http://www.crossfit585bjj.com/home
140	NY	Curtis Tillman's Mixed Martial Arts Academy	Cicero	http://tillman-mma.com
141	NY	D'Arce Brazilian Jiu-Jitsu	Patchogue	http://www.darcejiujitsu.com
142	NY	East West MMA	Seldon	http://www.circleofoneny.com
143	NY	Fight-Sport Training Center	Niagara Falls	https://www.fightsporttrainingcenter.com/
144	NY	Gracie Barra North Babylon	North Babylon	https://gbnorthbabylon.com
145	NY	Gracie Jiu-Jitsu Point Lookout	Point Lookout	https://graciejiujitsuli.com
146	NY	International Training Center of New York	Long Island City	https://www.itcny.com/
147	NY	JG Monster Jiujitsu Fitness	Brooklyn	http://www.jgmonsterjiujitsufitness.com
148	NY	Kfm Martial Arts & Fitness Academy	Lynbrook	http://www.kfmnewyork.com
149	NY	Longo and Weidman MMA	Garden City	http://lawmma.com
150	NY	Peloton Martial Arts Center	Spencerport	http://www.peloton-bjj.com
151	NY	Touro Fajardo Brazilian Jiu Jitsu	Queens	https://www.tourofajardobrazilianjiujitsu.com
152	NY	Utica Combat Athletics	Utica	http://www.uticacombat.com
153	NY	Westchester Fight Club	New Rochelle	https://westchesterfightclub.com
154	NY	Westchester Mixed Martial Arts & Fitness	Mount Kisco	http://www.westchestermmafit.com
155	NY	Yojimbo BJJ	New York	http://www.yojimbonyc.com
156	OH	Rising Dragon Mixed Martial Arts & Fitness	Bedford Heights	http://risingdragonmma.com/
157	OH	Team Chard BJJ	Walton Hills	http://ohiobjjc.com/
158	OK	Omar French Brazilian Jiu Jitsu	Bixby	omarfrench.com
159	OK	Relentless Martial Arts	Tulsa	relentlessmartialarts.com
160	ON	Yorkdale Martial Arts	Toronto	https://yorkdalemartialarts.com
161	OR	Spartan Team Brazilian Jiu-Jitsu	Medford	http://spartanboxinggym.com/
162	OR	White Panther Tae Kwon Do Boxing and Filipino Martial Arts	Astoria	http://www.whitepantherastoria.com/
163	PA	Ephrata Martial Arts	Ephrata	https://www.ephratamartialarts.com/
164	PA	Kozma Brazilian Jiu-Jitsu	Huntingdon Valley	http://www.kozmabjj.com
165	PE	Souris Brazilian Jiu-Jitsu	Souris	https://sourisbjj.com
166	RI	Bristol BJJ	Bristol	https://bristolbjj.com
167	TX	ACS Mixed Martial Arts	La Marque	http://acsmmatx.com/
168	TX	Advantage BJJ Martial Arts & Fitness	Houston	https://advantagebjj.com/
169	TX	Aloisio Silva Brazilian Jiu-Jitsu Academy	Arlington	https://www.aloisiosilvabjj.com/
170	TX	Austin Martial Arts Academy	Austin	http://www.austinmartialarts.com/
171	TX	Genesis Jiu Jitsu	River Oaks	http://www.genesisjiujitsu.com
172	TX	Gracie Gym Richardson / Brazilian Jiu-Jitsu	Richardson	http://graciegymrichardson.com/
173	TX	Harlingen Jiu-Jitsu Club	Harlingen	http://www.harlingenjjc.com/
174	TX	Ion Jiu Jitsu	Sulphur Springs	http://www.ionjiujitsuandfitness.com/
175	TX	Marcos Santos Academy	Fort Worth	http://fwbjj.com/
176	TX	Semper Fortis	San Antonio	https://www.brazil021sanantonio.com
177	VA	Cheeseman Martial Arts Brazilian Jiu Jitsu	Hampton	http://cheesemanmartialarts.net/
178	VA	DCB MMA & Athletic Training	Fredericksburg	http://www.dcbmma.com/
179	VA	Gustavo Machado Brazilian Jiu Jitsu Chesapeake	Chesapeake	https://www.gmbjjchesapeake.com
180	VA	Gustavo Machado Norfolk	Norfolk	http://www.gustavomachadonorfolk.com
181	VA	Hybrid Martial Arts Center	Roanoke	http://www.hybridroanoke.com/
182	VT	Montpelier BJJ	Montpelier	https://montpelierbjj.com
183	VT	Northeast Kingdom BJJ	St. Johnsbury	https://nekbjj.com
184	WA	Brazilian Jiu-Jitsu Academy of Tacoma (Marcello C. Monteiro)	Tacoma	www.253bjj.com
