result	id	name	proposed_url	dns_status	better_url	note
PASS	83	Fight Factory Austin	https://fightfactoryjiujitsu.com/	0 A=yes		9607 Research Blvd #675, Austin TX 78759, (512) 428-6125; Prof. Rodrigo Cabral.
PASS_WITH_CAVEAT	84	Austin Fitness Martial Arts - Now is THE VOID MArtial Arts	https://www.thevoidmartialarts.com/	0 A=yes		Same site as id 81; The Void at 701 Tillery St A7B Austin TX 78702 with real BJJ classes, but no on-page evidence of the former name.
PASS	85	Brazilian Fight Factory	https://fightfactoryjiujitsu.com/	0 A=yes		Same academy as id 83; Facebook handle is /BrazilianFightFactory, address 9607 Research Blvd #675 Austin TX 78759.
PASS_WITH_CAVEAT	86	GB Dripping Springs	https://www.gbdrip.com/	0 A=yes		261 Frog Pond Lane, Dripping Springs TX 78620, 512-971-9359 - Dripping Springs, not Austin.
PASS_WITH_CAVEAT	87	GB Westlake	https://gbwestlakehills.com/	0 A=yes		Gracie Barra Westlake Hills, phone 512 820 4440; street address appears only inside a map embed, and the city is West Lake Hills rather than Austin.
PASS	91	GB Burleson	https://www.graciebarraburleson.com/	0 A=yes		201 Northeast Wilshire Blvd, Burleson TX 76028, (817) 720-5577.
PASS	97	Jiu Jitsu Tech Mix martial arts and fitness	https://www.jiujitsutech.com/	0 A=yes		7650 Interstate 35E, Corinth TX 76210, (940) 279-1091.
PASS	98	Renzo Gracie	https://renzograciecorpuschristi.com/	0 A=yes		6314 Yorktown Blvd Suite 101, Corpus Christi TX 78414, (361) 290-9078; Prof. Ruben Arredondo.
PASS	101	144 Academy Jiu Jitsu/Self-Defense/Fitness	https://144academy.com/	0 A=yes		3406 Easy St, Dallas TX 75247, (214) 551-0276, owner Jairo Bautista; apex returned an empty body to the fetcher, www.144academy.com served the same canonical page.
PASS_WITH_CAVEAT	112	Gracie Jiu-Jitsu Highland Village	https://graciebarrahighlandvillage.com/	0 A=yes		200 Marketplace Ln Suite 205, Highland Village TX 75077, (972) 439-7411 - but this is a Gracie Barra school, not a Gracie Jiu-Jitsu/Gracie University school as the record name implies.
PASS	121	Victory Combat Sports Academy	https://victorycombatsports.academy/	0 A=yes		3520 Woodrow Road Suite 103, Lubbock TX 79423, 806-559-7626; named BJJ program.
PASS	123	GB McKinney	https://gbmckinney.com/	0 A=yes		7901 Eldorado Pkwy STE 120, McKinney TX 75070, (469) 712-0737.
PASS	125	Midland BJJ Texas	https://midlandbjj.com/	0 A=yes		4612 Billingsley Blvd, Midland TX 79705, (432) 230-5545; owner Brad Barnes.
PASS	127	Gracie Jiu-Jitsu New Braunfels	https://gjjnb.com/	0 A=yes		167A S I-35 South Frontage Rd, New Braunfels TX 78130, 830-743-2664.
PASS	135	Gracie Jiu-Jitsu Salado	https://saladoma.com/	0 A=yes		227 N. Main St. Salado TX 76571, 254-289-6250.
PASS	136	American Kickboxing Academy Texas	https://akasanantonio.com/	0 A=yes		8934 Broadway St, San Antonio TX 78217; coach Bobby Southworth, Facebook /americankickboxingacademytexas.
PASS	137	GB Alamo Ranch	https://graciebarra.com/alamo-ranch-tx/	0 A=yes		Franchisor subpage renders live: 10919 Culebra Rd #187, San Antonio TX 78253, 210-251-2912.
PASS_WITH_CAVEAT	142	South Texas Grappling Team	https://south-texas-grappling-team.ueniweb.com/	0 A=yes		Address 2404 West Highway 77 Suite Y San Benito TX 78586 and (956) 778-1443 match, and Judo/BJJ are listed, but the page is generic UENI boilerplate titled "Atlanta" with geo coords for Atlanta TX and was last updated 2023.
PASS	143	Gracie Jiu-Jitsu Seguin	https://graciejiujitsuseguin.com/	0 A=yes		110 W. Court Street, Seguin TX 78155, (830) 340-1292.
PASS	146	GB Spring Branch	https://graciebarra.com/spring-branch-tx/	0 A=yes		Franchisor subpage renders live: 19750 TX-46 #110, Spring Branch TX 78070, 210-426-1202.
PASS_WITH_CAVEAT	147	Spartan Fit MMA - Springtown TX	https://spartanspringtown.com/	0 A=yes		554 J E Woody Rd, Springtown TX, (918) 399-0531, BJJ gi/no-gi; school now trades as "Spartan Grappling Academy" and the site shows no MMA.
