id	region	city	name	stored_w	why_blank
134	TX	Rockwall	CAYA Martial Arts	http://www.cayamartialarts.com/	override blanks it
135	TX	Salado	Gracie Jiu-Jitsu Salado		no w key
136	TX	San Antonio	American Kickboxing Academy Texas	http://www.akatexas.com/	override blanks it
137	TX	San Antonio	GB Alamo Ranch		no w key
138	TX	San Antonio	JBSA BJJ Open Mat		no w key
139	TX	San Antonio	Martial Arts Academy Of San Antonio	http://www.martialartssa.com/	override blanks it
140	TX	San Benito	Benavides Mixed Martial Arts	http://www.benavidesmma.com/	override blanks it
141	TX	San Benito	Garcia Brazilian Jiu-Jitsu		no w key
142	TX	San Benito	South Texas Grappling Team	https://southtexasgrappling.com	override blanks it
143	TX	Seguin	Gracie Jiu-Jitsu Seguin		no w key
144	TX	Southlake	Lucky Jiu-Jitsu and Fitness Club	https://luckybjj.com	override blanks it
145	TX	Spring	Katana Jiu-Jitsu Academy	http://katanajiu-jitsuacademy.com	override blanks it
146	TX	Spring Branch	GB Spring Branch		no w key
147	TX	Springtown	Spartan Fit MMA - Springtown TX		no w key
148	TX	Tomball	Defenders Martial Arts Academy	http://www.defendersmaa.com	override blanks it
149	TX	Tomball	McCoy's Brazilian Jiu Jitsu & MMA - Tomball	http://mccoysmma.com/	override blanks it
150	TX	Weatherford	Gracie Jiu-Jitsu Weatherford		no w key
