verdict	region	name	url	note
DEAD	CA	Jg Academy Manteca	https://www.jgacademy.net/manteca	404; Manteca dropped from site locations menu
OK	ID	JG Academy Meridian	https://www.jgacademy.net/meridian	Meridian, ID 83642 address shown
OK	CA	JG Academy - Jiu Jitsu & Fitness	https://www.jgacademy.net/tracy	Tracy, CA 95376 address shown
OK	CA	UFC GYM Corona	https://www.ufcgym.com/locations/corona/	470 McKinley St, Corona CA 92879
DEAD	NJ	UFC GYM East Rutherford	https://www.ufcgym.com/locations/east-rutherford/	redirects to find-a-gym locations index
OK	VA	UFC GYM Fairfax	https://www.ufcgym.com/locations/fairfax/	Fairfax VA gym page live
OK	HI	UFC GYM Hilo	https://www.ufcgym.com/locations/hilo	Hilo HI gym page live
OK	CA	UFC GYM Huntington Beach	https://www.ufcgym.com/locations/huntington-beach/	Huntington Beach CA gym page live
DEAD	PA	UFC GYM Lancaster	https://www.ufcgym.com/locations/lancaster/	404
DEAD	FL	UFC GYM Lauderhill	https://www.ufcgym.com/locations/lauderhill/	redirects to find-a-gym locations index
OK	NY	UFC GYM Long Island	https://www.ufcgym.com/locations/long-island	2020 Jericho Tpke, New Hyde Park NY 11040
DEAD	TX	UFC GYM McAllen	https://www.ufcgym.com/locations/mcallen/	404
OK	IL	UFC GYM Naperville	https://www.ufcgym.com/locations/naperville	Naperville IL gym page live
OK	NJ	UFC GYM North Brunswick	https://www.ufcgym.com/locations/north-brunswick-township/	North Brunswick NJ gym page live
DEAD	CA	UFC Gym Oceanside	https://www.ufcgym.com/locations/oceanside/	redirects to find-a-gym locations index
DEAD	CA	UFC GYM Orange	https://www.ufcgym.com/locations/orange/	redirects to find-a-gym locations index
OK	NJ	UFC GYM Paramus	https://www.ufcgym.com/locations/paramus	Paramus NJ gym page live
OK	NV	UFC GYM Reno	https://www.ufcgym.com/locations/reno	Reno NV gym page live
OK	VA	UFC GYM Reston	https://www.ufcgym.com/locations/reston/	11710 Plaza America Dr, Reston VA 20190
OK	CA	UFC GYM Rocklin	https://www.ufcgym.com/locations/rocklin/	Rocklin CA gym page live
DEAD	CA	UFC GYM Sacramento	https://www.ufcgym.com/locations/sacramento/	404
DEAD	CT	UFC GYM Southington	https://www.ufcgym.com/locations/southington/	redirects to find-a-gym locations index
OK	CA	UFC GYM Torrance	https://www.ufcgym.com/locations/torrance/	Torrance CA gym page live
DEAD	FL	UFC GYM Winter Springs	https://www.ufcgym.com/locations/winter-springs/	404
OK	VA	UFC GYM Woodbridge	https://www.ufcgym.com/locations/woodbridge/	Woodbridge VA gym page live
