region	city	name	url
AZ	Yuma	10th Planet Marine Corps Air Station Yuma	https://www.10thplanetjj.com/locations/yuma-arizona/
LA	Amite City	Gracie Barra Amite	https://www.championfactory.com/gyms/amite
MS	Hattiesburg	Gracie United Hattiesburg	https://www.championfactory.com/gyms/hattiesburg
MS	Wiggins	Gracie United Wiggins	https://www.championfactory.com/gyms/wiggins
AK	North Pole	Gracie Jiu-Jitsu North Pole	https://www.gracieuniversity.com/Pages/Public/AffiliateDetail
CO	Grand Junction	Gracie Jiu-Jitsu Grand Junction	https://www.gracieuniversity.com/Pages/Public/AffiliateDetail?enc=iDCGTlWq4tRja4132BcL9g%3D%3D
CA	Woodland Hills	Gracie Jiu-Jitsu Woodland Hills	https://www.gracieuniversity.com/Pages/Public/AffiliateDetail?enc=qLoBB8zQLaHlpiOPxVswyw%3D%3D
AR	Harrison	Gracie Jiu-Jitsu Harrison	https://www.gracieuniversity.com/Pages/Public/AffiliateDetail?enc=rl%2fmiDVLPwJnWoJzeXHm5w%3d%3d
CA	Manteca	Jg Academy Manteca	https://www.jgacademy.net/manteca
ID	Meridian	JG Academy Meridian	https://www.jgacademy.net/meridian
CA	Tracy	JG Academy - Jiu Jitsu & Fitness	https://www.jgacademy.net/tracy
CA	Corona	UFC GYM Corona	https://www.ufcgym.com/locations/corona/
NJ	East Rutherford	UFC GYM East Rutherford	https://www.ufcgym.com/locations/east-rutherford/
VA	Fairfax	UFC GYM Fairfax	https://www.ufcgym.com/locations/fairfax/
HI	Hilo	UFC GYM Hilo	https://www.ufcgym.com/locations/hilo
CA	Huntington Beach	UFC GYM Huntington Beach	https://www.ufcgym.com/locations/huntington-beach/
PA	Lancaster	UFC GYM Lancaster	https://www.ufcgym.com/locations/lancaster/
FL	Lauderhill	UFC GYM Lauderhill	https://www.ufcgym.com/locations/lauderhill/
NY	New Hyde Park	UFC GYM Long Island	https://www.ufcgym.com/locations/long-island
TX	McAllen	UFC GYM McAllen	https://www.ufcgym.com/locations/mcallen/
IL	Naperville	UFC GYM Naperville	https://www.ufcgym.com/locations/naperville
NJ	North Brunswick Township	UFC GYM North Brunswick	https://www.ufcgym.com/locations/north-brunswick-township/
CA	Oceanside	UFC Gym Oceanside	https://www.ufcgym.com/locations/oceanside/
CA	Orange	UFC GYM Orange	https://www.ufcgym.com/locations/orange/
NJ	Paramus	UFC GYM Paramus	https://www.ufcgym.com/locations/paramus
NV	Reno	UFC GYM Reno	https://www.ufcgym.com/locations/reno
VA	Oak Hill	UFC GYM Reston	https://www.ufcgym.com/locations/reston/
CA	Rocklin	UFC GYM Rocklin	https://www.ufcgym.com/locations/rocklin/
CA	Sacramento	UFC GYM Sacramento	https://www.ufcgym.com/locations/sacramento/
CT	Southington	UFC GYM Southington	https://www.ufcgym.com/locations/southington/
CA	Torrance	UFC GYM Torrance	https://www.ufcgym.com/locations/torrance/
FL	Winter Springs	UFC GYM Winter Springs	https://www.ufcgym.com/locations/winter-springs/
VA	Woodbridge	UFC GYM Woodbridge	https://www.ufcgym.com/locations/woodbridge/
