region	name	city	effective_url	hostname
AB	Gracie Barra Calgary	Calgary	https://graciebarracalgary.ca	graciebarracalgary.ca
AB	Gracie Barra Edmonton	Edmonton	https://graciebarra.com/edmonton-alberta-canada/	graciebarra.com
AB	Gracie Barra Lethbridge	Lethbridge	https://gblethbridge.com	gblethbridge.com
AB	Ground Control Academy	Ardrossan	https://groundcontrolacademy.ca	groundcontrolacademy.ca
AB	Hayabusa Training Centre	St. Albert	https://hayabusatrainingcentre.com/	hayabusatrainingcentre.com
AB	Heiho Dojo	Grande Prairie	https://www.heihodojo.ca	heihodojo.ca
AB	Ironside Martial Arts St. Albert	St. Albert	https://ironsidemartialarts.ca	ironsidemartialarts.ca
AB	JR Academy	Calgary	https://www.jracademy.co	jracademy.co
AB	Jiu-Jitsu For Life Airdrie	Airdrie	https://jiujitsuforlifeairdrie.com	jiujitsuforlifeairdrie.com
AB	KENSEI MMA	Red Deer	https://www.kensei.ca/	kensei.ca
AB	Kamikaze Punishment Foundation	Edmonton	https://www.kpfit.ca	kpfit.ca
AB	Kazoku BJJ	Edmonton	https://kazokubjj.ca/	kazokubjj.ca
AB	Limitless BJJ Edmonton	St. Albert	https://limitlessbjjedmonton.com	limitlessbjjedmonton.com
AB	Main Quest BJJ	Calgary	https://mainquestbjj.com	mainquestbjj.com
AB	Munduruca North Edmonton BJJ	Edmonton	https://northedmontonbjj.com	northedmontonbjj.com
AB	Okotoks BJJ	Okotoks	https://okotoksbjj.com	okotoksbjj.com
AB	Progressive Fighting Academy	Lethbridge	https://pfakickboxing.com/	pfakickboxing.com
AB	Resilience Brazilian Jiu Jitsu	Medicine Hat	https://www.rbjj.ca	rbjj.ca
AB	Rocky Mountain Brazilian Jiu Jitsu	Calgary	https://rockymountainbjj.com	rockymountainbjj.com
AB	SBG Edmonton	Edmonton	https://www.straightblastgymedmonton.com	straightblastgymedmonton.com
AB	Straight Blast Gym Calgary	Calgary	https://sbgcalgary.com	sbgcalgary.com
AB	The Dojo MMA	St. Albert	https://thedojomma.com	thedojomma.com
AB	The Komodo Academy	Grande Prairie	https://www.thekomodoacademy.com/	thekomodoacademy.com
AB	The Ludus Martial Arts Academy	Edmonton	https://www.ludusmartialarts.ca	ludusmartialarts.ca
AB	The Old Way Jiu-Jitsu	Calgary	https://www.theoldwayjiujitsu.com	theoldwayjiujitsu.com
AB	Tried & True Jiu Jitsu	Calgary	https://triedandtruejj.ca	triedandtruejj.ca
AB	Upper Academy & Alliance Brazilian Jiu-Jitsu	Calgary	https://upperacademy.ca	upperacademy.ca
AB	Wolfhouse MMA Edmonton	Edmonton	https://wolfhousemma.com	wolfhousemma.com
AK	AK-49 Martial Arts	Soldotna	https://www.ak49martialarts.com/	ak49martialarts.com
AK	Alaska Krav Maga & Fitness (BJJ program)	Fairbanks	https://akkravmaga.com/programs/brazilian-jiu-jitsu	akkravmaga.com
AK	Anchorage Brazilian Jui-Jitsu	Anchorage	https://www.anchoragebjj.com/	anchoragebjj.com
AK	Anchorage Grappling Academy	Anchorage	https://www.anchoragegrapplingcoop.com/	anchoragegrapplingcoop.com
AK	Crazy Monkey Alaska	Anchorage	https://crazymonkeyalaska.com/	crazymonkeyalaska.com
AK	Evolution Jiu Jitsu	Juneau	https://evojj.com/	evojj.com
AK	Frostbite Vale-tudo	Fairbanks	https://frostbitevaletudo.com/	frostbitevaletudo.com
AK	Gracie Jiu-Jitsu North Pole	North Pole	https://www.gracieuniversity.com/Pages/Public/AffiliateDetail	gracieuniversity.com
AK	Ketchikan Jiu-Jitsu	Ketchikan	http://www.ketchikanbjj.com/	ketchikanbjj.com
AK	Legacy Jiu Jitsu	Anchorage	https://www.legacyjiujitsuak.com/	legacyjiujitsuak.com
AK	Revolution BJJ	Fairbanks	https://revolutionalaska.com/	revolutionalaska.com
AK	Team Caique Jiu-Jitsu Alaska	Palmer	https://cjjusaalaska.com/	cjjusaalaska.com
AK	The Sword BJJ	Eagle River	https://www.theswordbjj.com/	theswordbjj.com
AK	Tribe Jiujitsu Academy	Fairbanks	https://tribebjj.net/?utm_campaign=gmb	tribebjj.net
AL	10th Planet Birmingham	Birmingham	https://mmabirmingham.com/	mmabirmingham.com
AL	10th Planet Jiu Jitsu Decatur	Decatur	https://decaturbrazilianjiujitsu.com/	decaturbrazilianjiujitsu.com
AL	10th Planet Jiu Jitsu Huntsville	Huntsville	http://10thplanethuntsville.com/	10thplanethuntsville.com
AL	10th Planet Jiu Jitsu Muscle Shoals	Muscle Shoals	http://10thplanetshoals.com/	10thplanetshoals.com
AL	10th Planet Jiu-Jitsu Gulf Shores	Gulf Shores	https://www.facebook.com/KuzushiClubBJJGulfShores/	facebook.com
AL	ALLIANCE JIU JITSU	Huntsville	https://alliancehuntsville.com/	alliancehuntsville.com
AL	American Top Team Tuscaloosa - Kickboxing, MMA, Brazilian Jiu-Jitsu and Fitness Kickboxing	Tuscaloosa	https://www.summitfitnesskickboxing.com/	summitfitnesskickboxing.com
AL	Arsenal Combat Sports Club	Huntsville	https://www.arsenal-bjj.com/	arsenal-bjj.com
AL	Auburn Jiu Jitsu	Auburn	https://auburn-jiujitsu.com/	auburn-jiujitsu.com
AL	Auburn MMA	Auburn	http://www.auburnmma.com/	auburnmma.com
AL	Birmingham Brazilian Jiu Jitsu Spartan Fitness	Homewood	https://spartanfitnessmma.com/classes/Brazilian-Jiu-Jitsu	spartanfitnessmma.com
AL	Birmingham Wrestling Complex	Vestavia Hills	http://bwcomplex.com/	bwcomplex.com
AL	CT ARENA FEITOSA (USA) Brazilian Jiu Jitsu	Daphne	https://ct-arena-feitosa-usa-brazilian-jiu-jitsu.business.site/	ct-arena-feitosa-usa-brazilian-jiu-jitsu.business.site
AL	Checkmat Daphne	Daphne	https://rxsportfit.com/daphne-checkmat	rxsportfit.com
AL	Claymore Fighting & Fitness	Huntsville	http://www.claymoregym.com/	claymoregym.com
AL	Cobra BJJ	Tuscaloosa	https://www.cobrabjjtuscaloosa.com/	cobrabjjtuscaloosa.com
AL	Cobra BJJ Chelsea	Chelsea	https://cobrabjjchelsea.com/	cobrabjjchelsea.com
AL	Coosa Jiu Jitsu & Wellness	Wetumpka	https://www.coosajiujitsuandwellness.com/	coosajiujitsuandwellness.com
AL	FLORENCE BRAZILIAN JIU-JITSU ACADEMY	Florence	https://www.florencebjj.com/	florencebjj.com
AL	Fight Club Fitness, LLC	Birmingham	https://mmabirmingham.com/Contact	mmabirmingham.com
AL	GB Anniston	Anniston	https://getevolutionfit.com	getevolutionfit.com
AL	GB Birmingham	Birmingham	https://gbbhamusa.com	gbbhamusa.com
AL	GB Cullman	Cullman	https://gbcullman.com/	gbcullman.com
AL	GB Huntsville	Huntsville	https://www.graciebarrahuntsville.com	graciebarrahuntsville.com
AL	GB Jasper	Jasper	https://gbjasper.com/	gbjasper.com
AL	GRACIE JIU-JITSU	Madison	https://www.graciejiujitsumadisonal.com/	graciejiujitsumadisonal.com
AL	Gracie Barra Greystone	Birmingham	http://www.graciebarragreystone.com	graciebarragreystone.com
AL	Gracie Barra Pelham Alabama	Pelham	http://www.graciebarraalabama.com	graciebarraalabama.com
AL	Ground Strike Grappling	Columbiana	https://groundstrikegrappling.com/	groundstrikegrappling.com
AL	Gulf Coast Jiu-jitsu	Mobile	https://gcjiujitsu.com/	gcjiujitsu.com
AL	Gulf Coast Jujutsu	Gulf Shores	https://www.facebook.com/Gulf-Coast-Jujutsu-184652755613880/	facebook.com
AL	HEROES MARTIAL ARTS ACADEMY	Birmingham	https://www.heroesmma.com/	heroesmma.com
AL	Hooked Martial Arts + Fitness	Opelika	https://www.hookedmartialarts.com/	hookedmartialarts.com
AL	I'mmortal Kombat	Enterprise	http://www.jiujitsuenterprise.com/	jiujitsuenterprise.com
AL	Kage Fit	Opelika	http://kagefit.me/	kagefit.me
AL	Kame House MMA	Hazel Green	https://www.facebook.com/KameHouseMMA/	facebook.com
AL	Lion Heart Jiu-Jitsu Academy	Hoover	https://trainbjj.passion.io/	trainbjj.passion.io
AL	MONTGOMERY MARTIAL ARTS	Montgomery	https://montgomerymartialartsonline.com/	montgomerymartialartsonline.com
AL	Maverick Training Center	Huntsville	https://mavericktraining.net/	mavericktraining.net
AL	Mobile MMA Club	Mobile	https://www.mobilemmaclub.com/	mobilemmaclub.com
AL	NEXTGEN MARTIAL ARTS	Prattville	https://www.nextgenmartialarts.com/	nextgenmartialarts.com
AL	NXG COMBAT SPORTS	Montgomery	https://nxgcombatsports.com/	nxgcombatsports.com
AL	New Legacy Martial Arts Academy Fight Gym	Huntsville	http://www.facebook.com/newlegacymartialartsacademyathletics	facebook.com
AL	Panacea Martial Arts	Foley	http://foleybjj.com/	foleybjj.com
AL	Peak Martial Arts Dothan	Dothan	https://pmadothan.com/classes/Brazilian-Jiu-Jitsu	pmadothan.com
AL	Pirate BJJ	Madison	https://www.piratebjj.com/	piratebjj.com
AL	Port City Combat Sports	Fairhope	https://www.pckickboxing.com/fairhope-schedule/	pckickboxing.com
AL	Port City MMA	Mobile	http://portcitymma.com/	portcitymma.com
AL	Powell's MMA Systems	Huntsville	http://www.sbgofal.com/	sbgofal.com
AL	ROCKET CITY REVOLUTION BJJ	Madison	https://www.rcrbjj.com/	rcrbjj.com
AL	Renzo Gracie Alabama	Mobile	https://www.renzograciealabama.com/	renzograciealabama.com
AL	Richardson Jiu Jitsu	Prattville	https://www.richardsonjj.com/	richardsonjj.com
AL	Rocket City MMA	Huntsville	https://rocketcitymma.com/	rocketcitymma.com
AL	Russell County Training Center	Fort Mitchell	https://www.rctc980.com/	rctc980.com
AL	SCS Martial Arts & Fitness	Daphne	http://teamscsdaphne.com/	teamscsdaphne.com
AL	Samuel Puccio Brazilian Jiu-Jitsu	Birmingham	https://bhmbjj.com/	bhmbjj.com
AL	Selma Soul -Team	Selma	https://www.bjjselma.com/	bjjselma.com
AL	Team Hopkins Jiu Jitsu Mobile	Mobile	https://www.facebook.com/GracieJiuJitsuOfAlabama/	facebook.com
AL	Team Jucao Gardendale	Gardendale	https://www.championfactory.com/	championfactory.com
AL	The Dojang Martial Arts & Fitness	Birmingham	http://www.thedojanggroup.com/	thedojanggroup.com
AL	Valhalla Jiu-Jitsu & MMA	Alexandria	https://www.valhallamartialarts.com/	valhallamartialarts.com
AL	Wolfpack Karate & MMA	Dothan	http://www.mmadothan.com/	mmadothan.com
AR	501 BJJ & Kickboxing	Conway	https://501bjj.com	501bjj.com
AR	ATA Martial Arts - Bentonville	Bentonville	https://www.tryata.com/	tryata.com
AR	ATA Martial Arts Jonesboro	Jonesboro	https://www.jonesboroata.com/	jonesboroata.com
AR	Alliance Jiu Jitsu - Northwest Arkansas	Cave Springs	https://alliancejjnorthwestarkansas.com/	alliancejjnorthwestarkansas.com
AR	American Jiu Jitsu Academy	Rogers	https://jiujitsu4america.com/	jiujitsu4america.com
AR	Arkansas Center for Sports Science Trainin	Malvern	https://www.facebook.com/ArkCenterForSportsScienceTraining	facebook.com
AR	Blue Collar Grappling Academy	Marion	https://www.facebook.com/bluecollargrapplingacademy870/	facebook.com
AR	Cabot Jiu Jitsu Academy and Fitness	Cabot	https://gjjcabot.com	gjjcabot.com
AR	Cerberus Brazilian Jiu-Jitsu	Jonesboro	https://cerberusbjj.weebly.com/	cerberusbjj.weebly.com
AR	Combat Concepts Academy	Sherwood	https://combatconceptsacademy.com	combatconceptsacademy.com
AR	DNC Defense	Paragould	https://dncdefense.com	dncdefense.com
AR	Diamond State Martial Arts	Fayetteville	https://diamondstatemartialarts.com	diamondstatemartialarts.com
AR	Eco Submission Grappling	Conway	https://ecosubmissiongrappling.com	ecosubmissiongrappling.com
AR	El Dorado Martial Arts	El Dorado	https://www.facebook.com/people/El-Dorado-Martial-Arts/100092167328803/	facebook.com
AR	Eternal Warrior Brazilian Jiu-Jitsu	Bentonville	https://eternalwarriorbjj.com/	eternalwarriorbjj.com
AR	FORCA MMA	Russellville	https://forcamma.com	forcamma.com
AR	Fayetteville Brazilian Jiu-Jitsu	Fayetteville	https://fayetteville-jiujitsu.com/	fayetteville-jiujitsu.com
AR	Fort Smith Martial Arts Center	Fort Smith	https://fortsmithmartialartscenter.wordpress.com	fortsmithmartialartscenter.wordpress.com
AR	Gendai Budo Jiu Jitsu-MMA-Fitness	Mountain Home	https://arkansastraveller.wixsite.com/gendaibudoacademy	arkansastraveller.wixsite.com
AR	Gracie Jiu-Jitsu Fort Smith	Fort Smith	https://graciefortsmith.com	graciefortsmith.com
AR	Gracie Jiu-Jitsu Harrison	Harrison	https://www.gracieuniversity.com/Pages/Public/AffiliateDetail?enc=rl%2fmiDVLPwJnWoJzeXHm5w%3d%3d	gracieuniversity.com
AR	Gracie Jiu-Jitsu Jonesboro	Jonesboro	https://graciejonesboro.com	graciejonesboro.com
AR	Grandmaster Han's Martial Arts & Gracie Jiu-Jitsu	Conway	https://gmhgjj.com	gmhgjj.com
AR	Gravitas Martial Arts	Conway	https://gravitasmartialarts.com	gravitasmartialarts.com
AR	Gray Beard Forge	Conway	https://graybeardforge.org	graybeardforge.org
AR	Impact Martial Arts Harrison	Harrison	https://impactharrison.com/uncategorized/about/	impactharrison.com
AR	Inferno Martial Arts Bella Vista	Bella Vista	https://myinfernofitness.com	myinfernofitness.com
AR	Inferno Martial Arts Bentonville	Bentonville	https://myinfernofitness.com	myinfernofitness.com
AR	Inferno Martial Arts Rogers	Rogers	https://myinfernofitness.com	myinfernofitness.com
AR	Inferno Martial Arts Siloam Springs	Siloam Springs	https://myinfernofitness.com/	myinfernofitness.com
AR	Inferno Martial Arts Springdale	Springdale	https://myinfernofitness.com	myinfernofitness.com
AR	Jonesboro Grappling Association	Jonesboro	https://jonesborograpplingassociation.com/	jonesborograpplingassociation.com
AR	Kore Brazilian Jiu-Jitsu NWA	Lowell	https://www.facebook.com/koreBJJNWA/	facebook.com
AR	Martial Arts America Russellville	Russellville	https://russellvilletkd.com	russellvilletkd.com
AR	Meta Martial Arts	Fayetteville	https://meta-ma.com/	meta-ma.com
AR	Nemesis Jiu Jitsu	Little Rock	https://nemesisjiujitsu.com/	nemesisjiujitsu.com
AR	ONE HEART DOJO	El Dorado	https://www.eldoradomartialarts.com/	eldoradomartialarts.com
AR	Overcome Brazilian jiu-jitsu school	Bentonville	https://overcomejiujitsu.com/	overcomejiujitsu.com
AR	Overcome Jiu Jitsu Pinnacle	Rogers	https://overcomepinnacle.com	overcomepinnacle.com
AR	Phoenix Rising Martial Arts	Mountain Home	https://www.phoenixrisingma.com/	phoenixrisingma.com
AR	Real Deal Martial Arts	Hot Springs	https://realdealmartialarts.com	realdealmartialarts.com
AR	Revolution Combat & Fitness	Benton	https://revolutionmma.com	revolutionmma.com
AR	Rocha Brazilian Jiu Jitsu	North Little Rock	https://rocha-bjj.com	rocha-bjj.com
AR	Rock City Mixed Martial Arts	Little Rock	https://rockcitymma.com	rockcitymma.com
AR	T.O.S.S. Academy / Gracie Brazilian Jiu-Jitsu	Bentonville	https://www.tossbjj.com/	tossbjj.com
AR	TK Martial Arts	Lowell	https://www.tkmartialarts.com/	tkmartialarts.com
AR	Texarkana Combat Sports	Texarkana	https://www.texarkanacombatsports.com/	texarkanacombatsports.com
AR	The House MMA Academy	Wynne	https://www.wynnegym.com/	wynnegym.com
AR	Tribe Gym & Tribe Martial Arts	Camden	https://www.tribegymandmartialarts.com/	tribegymandmartialarts.com
AR	Troy Holton's Brazilian Jiu-Jitsu	Harrison	https://www.troyholtonbjj.com/	troyholtonbjj.com
AR	USA Jiu-Jitsu Arkansas	Jacksonville	https://usajjarkansas.com	usajjarkansas.com
AR	Veneration Jiu Jitsu LLC	Jonesboro	https://www.jonesborojiujitsu.com/	jonesborojiujitsu.com
AR	Westside BJJ	Little Rock	https://littlerockbjj.com/	littlerockbjj.com
AR	Westside MMA	Little Rock	https://westsidemma.com	westsidemma.com
AR	Without Limits MMA	Batesville	https://www.facebook.com/WithoutLimitsMMA/	facebook.com
AR	Wolf's Hammer Martial Arts Academy	Hot Springs	https://hotspringsjiujitsu.com	hotspringsjiujitsu.com
AZ	(Muay Thai Gym) Sitan Gym Arizona LLC	Chandler	https://sitangymaz.com/	sitangymaz.com
AZ	10th Planet Goodyear	Avondale	https://www.10thplanetgoodyear.com/	10thplanetgoodyear.com
AZ	10th Planet Jiu Jitsu Scottsdale	Scottsdale	http://www.10thplanetscottsdale.com	10thplanetscottsdale.com
AZ	10th Planet Jiu Jitsu Tucson	Tucson	http://10thplanettucson.com/	10thplanettucson.com
AZ	10th Planet Jiu-Jitsu Phoenix	Mesa	http://10thplanetphx.com	10thplanetphx.com
AZ	10th Planet Marine Corps Air Station Yuma	Yuma	https://www.10thplanetjj.com/locations/yuma-arizona/	10thplanetjj.com
AZ	12th Street Jiu-Jitsu	Phoenix	https://12stjiujitsu.com/	12stjiujitsu.com
AZ	2 Knuckle Sports MMA Academy	Surprise	http://2knucklesports.com/	2knucklesports.com
AZ	66 JIU-JITSU	Flagstaff	https://www.66jiu-jitsu.com/	66jiu-jitsu.com
AZ	ABUNAI MMA	Avondale	https://abunaimma.com/	abunaimma.com
AZ	Alliance Jiu Jitsu - Tucson	Tucson	https://alliancejiujitsutucson.com/	alliancejiujitsutucson.com
AZ	Alliance Jiu Jitsu - Vail	Tucson	https://alliancejiujitsuvail.com/	alliancejiujitsuvail.com
AZ	Alliance Scottsdale (Ximenes BJJ)	Scottsdale	http://www.ximenesbjj.com	ximenesbjj.com
AZ	Ares Arizona Brazilian Jiu Jitsu	Mesa	https://www.aresazbjj.com/	aresazbjj.com
AZ	Ares BJJ	Phoenix	https://www.aresbjj.com/	aresbjj.com
AZ	Ares BJJ Academy Association	Phoenix	https://aresbjjphoenix.com/	aresbjjphoenix.com
AZ	Ares BJJ Goodyear	Goodyear	http://aresbjjgoodyear.com	aresbjjgoodyear.com
AZ	Ares BJJ Phoenix	Phoenix	https://aresbjjphoenix.com/	aresbjjphoenix.com
AZ	Ares East Mesa BJJ Academy	Mesa	https://areseastmesabjj.com/	areseastmesabjj.com
AZ	Arevalo Academy	Lake Havasu City	https://arevaloacademy.com/	arevaloacademy.com
AZ	Arizona Combat Sports	Tempe	http://azcombatsports.com/	azcombatsports.com
AZ	Attitude First MMA	Glendale	http://www.attitudefirst.net/	attitudefirst.net
AZ	Average Joe's MMA	Prescott	http://averagejoesmma.com/	averagejoesmma.com
AZ	Averitt Jiu Jitsu	Flagstaff	https://averittjiujitsu.com/	averittjiujitsu.com
AZ	Axe Capoeira Arizona	Scottsdale	https://www.axecapoeira-az.com/brazilian-jiujitsu	axecapoeira-az.com
AZ	BJJ Social Club	Scottsdale	http://www.bjjsocialclubaz.com	bjjsocialclubaz.com
AZ	Baker's MMA & Fitness LLC	Surprise	http://bakersmmaandfitness.com/	bakersmmaandfitness.com
AZ	Black Flag Jiu-Jitsu Club	Glendale	http://www.blackflagjiujitsuclub.com/	blackflagjiujitsuclub.com
AZ	Black Flag Submission Co.	Glendale	https://www.blackflagsubco.com/	blackflagsubco.com
AZ	Blackout Mixed Martial Arts	Sierra Vista	https://www.blackoutmmaandfitness.com/	blackoutmmaandfitness.com
AZ	Bluestarr Grappling	Surprise	http://www.bluestarrgrappling.com	bluestarrgrappling.com
AZ	Boxer's Rebellion Martial Arts	Tucson	https://www.boxersrebellionmartialarts.com/	boxersrebellionmartialarts.com
AZ	Bridge City Combat	Lake Havasu City	http://aaeamerica.com/	aaeamerica.com
AZ	CARLSON GRACIE JIU JITSU AND KICKBOXING KINGMAN	Kingman	https://13007.prod.live.site.mystudio.io/	13007.prod.live.site.mystudio.io
AZ	CAVE CREEK MILLENNIA MMA	Cave Creek	https://cavecreekmillenniamma.com/	cavecreekmillenniamma.com
AZ	Cactus Jiu Jitsu Academy	Scottsdale	http://www.cactusjj.com/	cactusjj.com
AZ	Cannon Brazilian Jiu-Jitsu	Glendale	https://www.cannonbjj.net/	cannonbjj.net
AZ	Carlson Gracie Team Gilbert AZ/Bjj & Family Fitness	Gilbert	https://www.carlsongracieteamaz.com/	carlsongracieteamaz.com
AZ	Checkmat Phoenix	Phoenix	https://mkbjj.com/	mkbjj.com
AZ	Chute Boxe Academy	Sierra Vista	https://chuteboxeacademy.com/	chuteboxeacademy.com
AZ	Combat Club Cottonwood	Cottonwood	https://cottonwoodbjj.com/	cottonwoodbjj.com
AZ	Courage Honor Strength Brazilian Jiu-Jitsu	Chandler	http://www.chsbjj.com/	chsbjj.com
AZ	Cove Jiu Jitsu	Apache Junction	https://covejiujitsu.com/	covejiujitsu.com
AZ	Crypto Jiu Jitsu - Peoria, Arizona	Peoria	https://www.cryptojiujitsu.com/	cryptojiujitsu.com
AZ	Cyclone Muay Thai & Double Five BJJ Surprise	Surprise	http://www.cyclone-muaythai.com	cyclone-muaythai.com
AZ	Daimyo Brazilian Jiujitsu	Tucson	https://daimyobjj.com	daimyobjj.com
AZ	Dark Matter Jiu Jitsu/Ares BJJ Tempe	Tempe	http://darkmatterjj.com/	darkmatterjj.com
AZ	De Boa Jiu Jitsu Academy	Surprise	http://www.deboabjj.com	deboabjj.com
AZ	DeBrazil Jiu-Jitsu Academy	Tucson	https://debraziljiujitsu.com/	debraziljiujitsu.com
AZ	Ethos Martial Arts	Queen Creek	https://ethosmartialartsaz.com/about-us/	ethosmartialartsaz.com
AZ	Excellence School of Jiu Jitsu	Prescott	https://www.esjjprescott.com/	esjjprescott.com
AZ	Exodus Jiu-Jitsu	Phoenix	https://exodusjjphx.com/	exodusjjphx.com
AZ	Faction Combat Mixed Martial Arts Gym	Mesa	https://www.factioncombat.com/	factioncombat.com
AZ	Fluid Martial Arts Academy	Tempe	http://www.fluidmartialarts.com/	fluidmartialarts.com
AZ	Fortress Fitness and MMA	Nogales	https://fortress-fitness-and-mma.business.site/	fortress-fitness-and-mma.business.site
AZ	Full Charge Brazilian Jiu-Jitsu	Thatcher	http://www.fullchargebjj.com/	fullchargebjj.com
AZ	GB Oro Valley	Oro Valley	https://graciebarra.com/oro-valley-az/	graciebarra.com
AZ	GRACIE BARRA OCOTILLO SOUTH GILBERT	Gilbert	https://gilbertjiujitsu.com/	gilbertjiujitsu.com
AZ	Grace Fighting Systems Training Center	Phoenix	http://www.gfsbjj.com/	gfsbjj.com
AZ	Gracie Arizona Gilbert Jiu Jitsu Academy	Gilbert	https://graciearizonagilbert.com/	graciearizonagilbert.com
AZ	Gracie Barra Buckeye	Buckeye	https://graciebarra.com/buckeye-az/	graciebarra.com
AZ	Gracie Barra Chandler	Chandler	http://gbchandler.com	gbchandler.com
AZ	Gracie Barra East Mesa Brazilian Jiu-Jitsu & Self-Defense	Mesa	https://www.gbeastmesa.com/	gbeastmesa.com
AZ	Gracie Barra Flagstaff Jiu Jitsu and Self Defense	Flagstaff	https://graciebarra.com/flagstaff-az/	graciebarra.com
AZ	Gracie Barra Queen Creek Jiu-Jitsu & Self Defense	Queen Creek	http://gbqueencreek.com	gbqueencreek.com
AZ	Gracie Barra Tucson Jiu-Jitsu	Tucson	https://gbtucson.com/	gbtucson.com
AZ	Gracie Jiu Jitsu West Mesa	Mesa	https://www.graciemesa.com/	graciemesa.com
AZ	Gracie Jiu-Jitsu Chandler	Chandler	http://www.graciejiujitsuchandler.com/	graciejiujitsuchandler.com
AZ	Gracie Jiu-Jitsu Glendale	Glendale	http://gjjglendale.com/	gjjglendale.com
AZ	Gracie Jiu-Jitsu Phoenix	Phoenix	https://graciejiujitsuphoenix.com/	graciejiujitsuphoenix.com
AZ	Greywolf Ares BJJ	Phoenix	http://greywolfjiujitsu.com	greywolfjiujitsu.com
