verdict	id	region	name	city	url	action	evidence	source_url
DEAD	63	LA	Alliance Jiu Jitsu Slidell	Slidell		KEEP_BLANK	alliancebjjslidell.com NXDOMAIN (Status 3). No Alliance-affiliated academy in Slidell found; the Slidell BJJ schools that do exist are Rogue Jiu Jitsu, Raposo BJJ and Gracie United Slidell (2020 Gause Blvd W), all different entities and lineages.	
NEEDS_BROWSER	70	NJ	Clay Jiu Jitsu	Browns Mills		NEEDS_BROWSER	clayjiu-jitsu.com and clayjiujitsu.com are both NXDOMAIN (Status 3). No other domain found. Only candidate presence is https://www.facebook.com/clayjiujitsu/ which web_fetch cannot render - a browser agent must verify. Third-party listings (NOT read as a primary source) place it at 519 Lakehurst Rd, Browns Mills NJ under Prof. Jermaine Clay.	
CONFIRMED	71	NJ	AMA Fight Club	Cedar Knolls	https://www.joinamafightclub.com/	SET_OVERRIDE	8 East Frederick Place, Unit 106, Cedar Knolls, NJ 07927; phone (973) 877-8294; Brazilian Jiu Jitsu is a named program. Stored amafightclubcedarknolls.com is NXDOMAIN.	https://www.joinamafightclub.com/contact
NOT_BJJ	72	NJ	AJW Martial Arts Academy & Fitness Center	City Of Orange		KEEP_BLANK	ajwmartialarts.com is live and is the correct entity - 356 Main St. 2nd floor, Orange, NJ 07050, 973-674-5500 (old ajwmartialartsacademy.com is NXDOMAIN). But the site names only Childrens / Teens / Adults / Cardio Kickboxing; chief instructor Aaron J. Walker is a 10th Degree Red Belt in Shito Ryu Japanese Karate. No BJJ or grappling class named anywhere on the site.	https://ajwmartialarts.com/about-us/
DEAD	79	NJ	Blue Line Defense and Fitness	Ewing Township		KEEP_BLANK	bluelinedefenseandfitness.com NXDOMAIN (Status 3). No replacement domain found in any search. All remaining references are third-party directory listings (310 4th St, Ewing NJ) which also describe it primarily as a boxing gym; with no primary page I could confirm neither a live site nor a named BJJ/grappling class.	
DEAD	80	NJ	Elite Tactical Martial Arts	Flanders		KEEP_BLANK	"Stored elitetacticalmartialarts.com is NXDOMAIN at both apex and www. Repeated searches surface only a Nextdoor listing (230 US Highway, Flanders NJ 07836, (862) 251-4455 - third-party listing, not a page I fetched). No school-owned domain exists; nearby ""Elite Martial Arts"" hits (Rockaway, Morganville, Franklin Lakes) are unrelated businesses."	
DEAD	81	NJ	Alliance Jiu Jitsu Freehold	Freehold		KEEP_BLANK	alliancejiujitsufreehold.com NXDOMAIN (Status 3). No Alliance affiliate in Freehold found; Freehold BJJ is Dante Rivera BJJ Academy (3333 Rt 9) and Tiger Schulmann's, both different entities.	
CONFIRMED	88	NJ	Thiago Rela BJJ	Jersey City	https://www.trajiujitsu.com/	SET_OVERRIDE	"thiagorelateam.com is NXDOMAIN. Live successor site read directly: ""The Relentless Art. Jiu jitsu academies in Jersey City, Bayonne & Bloomfield, since 2018"", phone (201) 614-3502, memberships@trajiujitsu.com; the Jersey City schedule tab lists gi, no-gi, kids, women's-only and Muay Thai classes. Site hosts a /thiago-rela bio path. SELF-FLAG: no street address is printed anywhere on the site; the 372 9th St, Jersey City address comes from a Yelp listing I did not treat as primary. DNS Status 0 (Wix, 34.149.87.45)."	https://www.trajiujitsu.com/
NEEDS_BROWSER	89	NJ	Team Endurance MMA/ Brazilian JiuJitsu & Kickboxing Academy	Jersey City		NEEDS_BROWSER	Stored teamendurancemma.com is NXDOMAIN. Candidate jerseycity-mma.com resolves live (A 74.63.219.252) and is indexed under the school's name, but web_fetch returns an empty body on /, /home and /contact over both http and https, so the page body could not be read and the address 785 West Side Ave could not be verified. Needs a real browser.	https://jerseycity-mma.com/
CONFIRMED	90	NJ	Amorosi's Mixed Martial Arts	Livingston	https://amorosimma.com/	SET_OVERRIDE	Read on site: Amorosi Martial Arts, phone 973.533.9112 - matches the Livingston record's phone; info@amorosimma.com. Old amorosikarate.com is NXDOMAIN. Caveat: the site is thin (PreK and Adults programs only) and names no BJJ/grappling class; grappling is attested only by third-party listings.	https://amorosimma.com/
NEEDS_BROWSER	97	NJ	Gracie Jiu-Jitsu Phillipsburg	Phillipsburg		NEEDS_BROWSER	"No stored URL. The only Phillipsburg NJ school I could find offering Gracie Jiu-Jitsu is U.S. Family Martial Arts, 101 Foch Blvd, Phillipsburg NJ 08865 (primarily Taekwondo) - a DIFFERENT business name. Its domain usfamilymartialarts.com resolves (Status 0, 76.223.67.189 / 13.248.213.45) but every page (/, /contact, /pricing) returns an EMPTY body to web_fetch, so I could read neither its address nor its class list. A browser agent must check whether it hosts a distinct ""Gracie Jiu-Jitsu Phillipsburg"" program. Not repointing on an unverified name mismatch."	
NEEDS_BROWSER	98	NJ	Lionheart MMA	South Amboy		NEEDS_BROWSER	Stored lionheartmixedmartialarts.com is NXDOMAIN. lionheartbjj.com is a DIFFERENT school - Lionheart Jiu Jitsu, 284 N. Main St., Brighton CO 80601, (720) 734-8900, Demian Maia affiliate - not South Amboy NJ. The NJ school's only surviving candidate is facebook.com/LionheartBJJ, which web_fetch cannot render; listings give 1866 Route 35 N, South Amboy, (732) 707-3325 (third-party, not fetched).	https://lionheartbjj.com/
DEAD	99	NJ	Advantage MMA	South Pennsauken		KEEP_BLANK	"advantagemixedmartialarts.com NXDOMAIN (Status 3). No trace of an operating ""Advantage MMA"" in Pennsauken/Merchantville in any search; no replacement domain or social presence found."	
NEEDS_BROWSER	106	NJ	Rolles Gracie Academy - Long Branch Jiu Jitsu & Muay Thai	West Long Branch		NEEDS_BROWSER	"rollesgracielongbranchnj.com NXDOMAIN. The LIVE Rolles Gracie network locations page (read in full) lists only Old Bridge, Edison and Oakhurst NJ plus Lake Mary FL - West Long Branch is GONE from the network. A live school now operates as RR Martial Arts at 167 Locust Avenue, West Long Branch (https://rrmartialarts.com/, DNS Status 0, 45.132.157.76) under Professor Rodolfo Rocha, whom third-party listings name as the former head instructor of the Rolles Gracie West Long Branch location. SELF-FLAG: rrmartialarts.com and lp.rrmartialarts.com return EMPTY bodies to web_fetch (JS-rendered) - I read only meta tags (""Train Jiu-Jitsu & Muay Thai at RR Martial Arts in West Long Branch, NJ""), never the body, so I cannot confirm the address or the succession from a primary page."	https://rollesgracieacademy.com/locations/
DEAD	107	NJ	Gracie Barra Westfield	Westfield		KEEP_BLANK	Stored gbwestfield.com is NXDOMAIN; gbwestfieldnj.com is also NXDOMAIN. Repeated searches for a Gracie Barra school in Westfield / Union County NJ return only Gracie Barra Princeton, Lawrenceville and Newtown; no Westfield NJ Gracie Barra location, site, instructor or social page surfaces. Appears defunct.	
CONFIRMED	108	NJ	Gym-Jitsu Mobile Martial Arts	Whippany	https://square.site/book/ENGYJXSXQZP1Y/gym-jitsu-mobile-martial-arts-whippany-nj	SET_OVERRIDE	"Read on page: 156 Algonquin Parkway, Whippany, NJ 07981, (862) 701-3733, real class hours, named instructor Collis Marques, and a Leadership class described as ""an advanced foundation in grappling, striking and self defense"". Own domain gjmma.com is NXDOMAIN; this claimed and fully populated Square booking site is the live web presence."	https://square.site/book/ENGYJXSXQZP1Y/gym-jitsu-mobile-martial-arts-whippany-nj
CONFIRMED	115	OK	Munoz BJJ and Combat Sports	Blanchard	https://www.munozmma.net/	SET_OVERRIDE	"Read in the page body: ""Munoz Mixed Martial Arts Academy"", named Brazilian Jiu Jitsu / No Gi Grappling / Boxing / Kids programs, owner & head instructor Michael Munoz (black belt from Rafael Lovato Sr.), ""honored to be serving the Blanchard & surrounding areas"". Linked Instagram is @munozbjjcombatsports, matching the record name. NOTE: the street address 109 Southeast 3rd Street, Blanchard, OK 73010 appears in the page TITLE, not the body. DNS Status 0 (Wix, 34.149.87.45)."	https://www.munozmma.net/
CONFIRMED	116	OK	Brothers Jiu Jitsu	Broken Arrow	https://brothersjiujitsu.wordpress.com/	SET_OVERRIDE	"3081 W Albany St STE #117, Broken Arrow, OK 74012, with weekly class hours; site header reads ""Brothers Jiu Jitsu is a nogi Brazilian Jiu Jitsu school in Broken Arrow, Oklahoma"". Stored brothersjiujitsu.com is NXDOMAIN; the live site is the wordpress.com subdomain. Page content last modified 2023."	https://brothersjiujitsu.wordpress.com/contact/
CONFIRMED	117	OK	Cohesion Brazilian Jiu-Jitsu & Judo Academy	Broken Arrow	https://www.cohesiontrainingacademy.com/	SET_OVERRIDE	"Read on site: Cohesion Training Academy, 14720 East Admiral Place Suite E, Tulsa, (918) 944-9415; Programs page names Brazilian Jiu Jitsu, Judo and Striking/MMA and self-identifies as ""Cohesion Brazilian Jiu-Jitsu""; Facebook handle cohesionjiujitsu. Same 14720 E Admiral Pl address Yelp carries under its Broken-Arrow-slugged listing for this academy."	https://www.cohesiontrainingacademy.com/programs
CONFIRMED	124	OK	Prodigy Jiu-Jitsu	Edmond	https://www.prodigyjj.com/	SET_OVERRIDE	"Stored peopleclimbers.com is NXDOMAIN. Decisive identity link: the live prodigyjj.com footer's ONLY social link is https://www.facebook.com/peopleclimbers - the same handle as the dead stored domain and as the ""Prodigy JiuJitsu | Edmond OK"" Facebook page. Read in the body: ""Prodigy JiuJitsu, LLC"", waiver location selector ""Edmond / Jensen Beach"", and named gi, no-gi, kids, ladies-only and competition jiujitsu classes. SELF-FLAG: no street address appears on any page I read. DNS Status 0 (Wix, 34.149.87.45)."	https://www.prodigyjj.com/general-9
DEAD	125	OK	KMG Martial Arts Inc	El Reno		KEEP_BLANK	Stored kmgmartialarts.com is NXDOMAIN at both apex and www; the older host kmgmartialarts.a6studios.com is also NXDOMAIN. Search engines still index a stale kmgmartialarts.com homepage. Only live presence is instagram.com/kmgmartialarts and a Facebook page. Listings give 1711 Investors Ave, El Reno and 801 Garth Brooks Blvd / 519 W Main St, Yukon (third-party, not fetched); school teaches Tae Kwon Do, Kung Fu and Jiu Jitsu.	
NEEDS_BROWSER	126	OK	Shah Mat Brazilian Jiu Jitsu	Enid		NEEDS_BROWSER	shahmatbjj.com and shahmatjiujitsu.com both NXDOMAIN. School appears active (213 W Randolph, Enid; 2026 class schedules referenced) but its only web presence is facebook.com/ShahMatBJJ, which web_fetch cannot render.	
DEAD	133	OK	National Martial Arts of Norman	Norman		KEEP_BLANK	"nmanorman.com NXDOMAIN (Status 3). The parent brand's live site nationalmartialartsok.com is the OKLAHOMA CITY academy only - its body gives one address, ""National Martial Arts OKC, 11829 S. Portland Ave, Oklahoma City, OK 73170, (405) 692-7300"", with no Norman location listed. Separately, martialartsnorman.com resolves but is ""Vision Martial Arts Academy"", 1310 N Interstate Drive, Norman OK 73072 - a DIFFERENT school at a different address (checked and rejected). The Norman branch appears closed; no correct URL exists."	https://nationalmartialartsok.com/
DEAD	134	OK	Sen Shin Kan Dojo	Oklahoma City		KEEP_BLANK	Stored senshinkandojo.com is NXDOMAIN at both apex and www (registry-level); senshinkandojo.org is also NXDOMAIN. Search engines still index stale www.senshinkandojo.com pages. No live replacement domain found; remaining presence is a Facebook page and an swkif.org affiliate listing. Listed address 3629 NW 23rd St, Oklahoma City OK 73107 (third-party, not fetched).	
NEEDS_BROWSER	135	OK	Yu'ki MMA	Oklahoma City		NEEDS_BROWSER	"yukimma.com NXDOMAIN. The WellnessLiving page is explicitly marked ""Unverified Business - This listing hasn't been claimed yet"" with placeholder ""Service Name / Instructor Name"" rows, so it is not a school site. Remaining presence is facebook.com/Yukimma and instagram.com/yuki.mma, which web_fetch cannot render."	https://www.wellnessliving.com/explore/locations/martial-arts/us-ok-oklahoma_city/yukimma/
CONFIRMED	142	OK	Jackson Academy Martial Art Fitness	Stillwater	https://www.jackson-academy.com/	SET_OVERRIDE	"Read in the page body twice (hero and footer): ""1401 S. Western Rd, Stillwater, OK 74074, (405) 780-5961, jacksonacademy.ok@gmail.com"", located in Fountain Square. ""THE ARTS"" section names Jiu Jitsu alongside Krav Maga and Taekwondo with its own program panel and instructor (Matt Hollingworth); head instructor Master Brett Jackson. Stored jacksonacademymartialarts.com is NXDOMAIN."	https://www.jackson-academy.com/
NEEDS_BROWSER	143	OK	Ryan Brazilian Jiu Jitsu	Tulsa		NEEDS_BROWSER	No stored URL. ryanbjj.com, cited by several directories as this school's site, is a DIFFERENT entity - Ryan Cunningham BJJ, Performance Martial Arts, 760 NW Hill Avenue, Roseburg OR 97471 - not Joseph Todd Ryan's Tulsa academy. No Tulsa-owned domain found; only candidate is facebook.com/Ryanbrazilianjiujitsu, which web_fetch cannot render. Listings give 216 S Trenton Ave, Tulsa OK 74120, (918) 510-8745 (third-party, not fetched).	https://ryanbjj.com/
CONFIRMED	144	OK	Tulsa Judo and Jiu Jitsu	Tulsa	https://tulsajudo.org/	SET_OVERRIDE	Read on site: Tulsa Judo Club, 4343 S Memorial Dr, Tulsa, OK 74145, +1 918-521-2163, and the footer links exactly this record's socials - facebook.com/tulsajudojiujitsu and instagram.com/tulsa.judo.jiujitsu. Stored tulsajudoclub.com is NXDOMAIN. Caveat: the site's own named programs are judo only; Tulsa Combat Sports (tulsacombatsports.com), which headlines Brazilian Jiu Jitsu, operates from the same 4343 S Memorial Dr address.	https://tulsajudo.org/
