region	city	name	address	old_url
CA	Santa Ana	Rocknroll Brazilian Jiu Jitsu & Fitness	10862 Coronel Rd	http://www.rocknrollbjj.com
CA	Santa Clara	Ralph Gracie Jiu Jitsu - Santa Clara	2801 El Camino Real	http://www.ralphgraciesc.com/
CA	Stockton	Andre de Freitas Brazilian Jiu-Jitsu / BJJ Stockton CA 95210	654 W. Grider Way, Unit B, Stockton, Ca 95210	http://andredefreitasbjj.com/index.html
CA	Stockton	Ares BJJ Stockton	7475 Murray Dr, Suite 6	http://www.aresbjjstockton.com
CA	Stockton	Shingu Fighter	6852 Pacific Avenue; Suite K	http://www.shingufighter.com/
CA	Temecula	Dan Henderson's Athletic Fitness Center - Formerly Team Quest	27901 Jefferson Ave	http://dhfitnesscenter.com/
CA	Valencia	Big John Mccarthy's Ultimate Training Gym	25385 Rye Canyon Rd	http://www.bjmuta.com/
CA	Ventura	Rock And Roll Fight Company	2646 Palma Dr #250	https://rocknrollfightcompany.com/
CA	Visalia	Kajupit MMA & Fitness	101 N. Chinowth	http://www.freewebs.com/kajupit/
CA	Visalia	Outlaw MMA & Fitness	6420 S Mooney Blvd	http://outlaw559gym.com/
CA	West Covina	Champions Fitness Brazilian Jiu-JItsu Muay-Thai & Boxing	539 N Azusa Ave	http://championsbjj.com/
CA	Woodland Hills	ZR Brazilian Jiu-jitsu Thousand Oaks / BJJ Thousand Oaks CA 91362	22100 Ventura Blvd	http://zrwoodlandhills.com/index.html
CA	Yucaipa	BloodSpillerBJJ & Caveirinha Jiu Jitsu Academy	32355 Yucaipa Blvd #4	http://www.cjjfsocal.com/
CO	Aurora	Alliance Jiu Jitsu Colorado		https://alliancejiujitsucolorado.com
CO	Avon	Hybrid Nation Martial Arts	150 E Beaver Creek Blvd A105	http://www.avonmartialarts.com
CO	Boulder	Alliance Jiu Jitsu Boulder		https://alliancejiujitsububoulder.com
CO	Brighton	Frontline Wrestling and Jiu-Jitsu Academy	244 E Bridge St	http://www.graciebrighton.com
CO	Broomfield	Elemental Brazilian Jiu Jitsu	2420 E Midway Blvd Unit G	http://www.elementalbjj.com
CO	Carbondale	Carbondale Training Center (Rising Crane)	768 CO-133	http://www.risingcrane.net
CO	Centennial	Valor BJJ & Fitness	7500 S University Blvd Ste 105	http://valorbjjfit.com
CO	Colorado Springs	Altitude MMA	529 Arrawanna St.	http://www.altitudemma.com
CO	Colorado Springs	Cheyenne Mountain BJJ		https://cheyennemountainbjj.com
CO	Colorado Springs	DC Fighters USA	1710 Briargate Blvd Suite 100	http://www.dcfightersusa.com
CO	Colorado Springs	The HQ - Jiu Jitsu Headquarters	310 S 8th St H	https://www.jiujitsucoloradosprings.com
CO	Colorado Springs	Victory MMA	254 S Academy Blvd	http://www.coloradovictorymma.com
CO	Denver	Avenge Jiu Jitsu	2595 W 8th Ave	http://avengejiujitsu.com
CO	Durango	Durango BJJ		https://durangobjj.com
CO	Englewood	Guetho BJJ Denver	2809 South Broadway	https://guethobjjdenver.com
CO	Fort Collins	Gracie Jiu-Jitsu Fort Collins	5800 S College Ave	http://graciefortcollins.com
CO	Fort Collins	Shugyo Training Center	2721 S College Ave unit 3	http://www.shugyodojo.com
CO	Fort Collins	The Dojo LLC	2600 Canton Ct	http://www.thedojofc.com
CO	Gunnison	Gunnison Jiu-Jitsu	315 1/2 N Main St	http://www.gunnisonjiujitsu.com
