region	city	name	address	old_url
BC	Prince Rupert	Muscle Panda MMA	100 1st Avenue West, Prince Rupert, BC	https://www.musclepandamma.ca
BC	Richmond	Gracie Barra Richmond Steveston	#340 - 12211 First Ave, Richmond, BC V7E 3M3	https://gbrichmond.ca
BC	Richmond	Way Of BJJ Training Studio	Crux Fitness upstairs, 3771 Jacombs Rd #420, Richmond, BC V6V 2L9	https://wayofbjj.com
CA	Arcadia	SCHOOL Brazilian Jiu-Jitsu Arcadia	310 S 1st Ave	http://schoolbjjarcadia.com/
CA	Bakersfield	Eric Nolan’s Xtreme Training Center	4510 Stine Road	http://www.ericnolan.com/
CA	Berkeley	Bay Jiu-Jitsu / BJJ Berkeley CA 94704		https://www.baycombat.com/
CA	Berkeley	Modern Combatives Mixed Martial Arts	1450 San Pablo Avenue	http://www.moderncombatives.com/
CA	Brentwood	Ares BJJ Brentwood	4530 Balfour Rd Suite I	http://aresbrentwood.com/
CA	Brentwood	Ricardo Barros Brazilian Jiu-Jitsu	6730 Lone Tree Wy Suite 8	http://www.rbbjj.com/
CA	Carlsbad	Gracie Jiu Jitsu Carlsbad and San Marcos	6108 Avenida Encinas # C	https://www.graciecarlsbad.com
CA	Chino	Vital Force Muay Thai & MMA	12632 Central Ave	http://www.vitalforcemma.com/
CA	Costa Mesa	UFC GYM Costa Mesa	2860 Harbor Blvd	https://www.ufcgym.com/locations/costa-mesa/
CA	Culver City	Abrigo Martial Arts	6508 1/2 Sepulveda Blvd.	http://www.abrigomartialarts.com/index02.php
CA	Dana Point	GB Dana Point	34085 Pacific Coast Highway #106	https://graciebarra.com/dana-point-ca/
CA	East Los Angeles	Scorpion MMA (Aloisio Silva Associated Academy)	1014 S Atlantic Blvd	http://scorpion-mma.us/index.html
CA	Foster City	Fearless Fitness	1125 East Hillsdale Blvd. Suite 108	http://www.fearlessfitness.us
CA	Garden Grove	Carlson Gracie Academy of Garden Grove	13142 Garden Grove Blvd	http://www.carlsongraciegardengrove.com/
CA	Harbor City	Royce Gracie Jiu Jitsu Academy SoCal	1234 254th St unit b	https://roycegraciesouthbay.com/
CA	Hayward	Hayward BJJ Darcio Lira	21463 B Foothill Blvd	https://www.haywardbjjdarciolira.com/
CA	Inglewood	wolfpac combat ju-jitsu	316 W Beach Ave	http://www.wolfpac.co.nr/
CA	Irvine	10th Planet Irvine	16632 Hale Ave	http://www.10thplanetmonstersquad.com/
CA	Irvine	Valhalla Jiu Jitsu	4213 Campus Dr # 166C	http://www.valhallabjj.com/
