name	url	region	city	address
The Farm BJJ	https://thefarmbjj.com	CO	Greeley	
The Flow Institute Mason City	https://tfiexperience.com/mason-city	IA	Mason City	100 S Federal Ave, #109, Mason City, IA 50401
The Flow Lab Owatonna	https://theflowlabowatonna.com	MN	Owatonna	1010 Hoffman Dr NW, Owatonna, MN 55060
The Forge	https://www.warriorsciences.net/	MO	Joplin	902 E 4th St #3
The Foundry Brazilian Jiu Jitsu	https://foundrybjj.com	ME	Farmington	218 Fairbanks Rd
The Garden Brazilian Jiu Jitsu	https://thegardenbjj.ca	ON	North Bay	397 Wyld Street
The Grappling Club	https://thegrapplingclubnyc.com	NY	Brooklyn	370 S 4th St
The Grappling Garden	https://grapplinggarden.ca	ON	Hamilton	100 Frid St. Unit #15
The Hidden Lotus	https://www.zenroninmma.com/	FL	Kendale Lakes	8530 SW 124th Ave Ste 201
The House MMA Academy	https://www.wynnegym.com/	AR	Wynne	
The Jiu Jitsu Institute	https://www.thejji.com/	NC	Wilmington	5208 Carolina Beach Rd, Suite 102
The Jiu Jitsu Mill	https://thejiujitsumill.com	NY	Port Chester	
The Jiu-Jitsu Lab	https://labjiujitsu.com	ON	Waterloo	420 Weber St N
The Komodo Academy	https://www.thekomodoacademy.com/	AB	Grande Prairie	10016 110 Avenue, Grande Prairie, AB
The Lab Brazilian Jiu-Jitsu Academy	https://thebjjlab.com	SK	Prince Albert	21 11th St E, Prince Albert SK
The Los Angeles Jiu-Jitsu Club	https://lajjclub.com/	CA	Camarillo	1151 Avenida Acaso
The Ludus Martial Arts Academy	https://www.ludusmartialarts.ca	AB	Edmonton	9547 42 Ave NW, Edmonton, AB T6E 5R2
The MATS Academy	https://themats.academy	TX	North Richland Hills	8701 N. Tarrant Parkway Suite 100B
The Martial Arts Zone	https://themartialartszone.com	NH	Manchester	31 Auburn St, Manchester, NH 03103
The Michigan Center for Capoeira	https://www.tmc4c.com/bjjschedule	MI	Farmington Hills	27881 Orchard Lake Rd
The Old Way Jiu-Jitsu	https://www.theoldwayjiujitsu.com	AB	Calgary	Unit 150, 10233 Elbow Drive SW, Calgary, AB T2W 1E8
The Ottawa Jiu Jitsu Club	https://theottawajiujitsuclub.com	ON	Ottawa	1484 Scott St
The PIT Idaho	https://www.thepitidaho.com	ID	Boise	10 S Cole Rd, Boise, ID 83709
The Process Martial Arts Academy	https://www.theprocessmartialarts.com	HI	Kailua-Kona	73-5590 Kauhola St, Kailua-Kona, HI 96740
The Sound Martial Arts	https://www.thesoundmartialarts.com	BC	Squamish	115 - 1111 Pioneer Way, Squamish, BC V8B 0M8
The Submission Academy	https://subacademyldn.com	ON	London	1068 Dundas St.
The Sword BJJ	https://www.theswordbjj.com/	AK	Eagle River	
The Tap Room Grappling Group	https://www.facebook.com/p/The-Tap-Room-Grappling-Group-61571256489758	NS	Middle Sackville	55 Hanwell Drive, Middle Sackville
Thiago Alves BJJ	https://thiagoalvesbjj.com	UT	Riverdale	4042 Pacific Ave, Riverdale, UT 84405
Third Way Jiu Jitsu	https://thirdwayjiujitsu.com	WY	Laramie	407 S 21st St, Laramie WY 82070
Three Rivers Martial Arts Academy	https://threeriversacademy.com/dev/	KY	Paducah	
Thrive Academy	https://thriveacademy.ca	MB	Winnipeg	181 Stradbrook Ave, Winnipeg, MB R3L 0J4
Tidal BJJ	https://tidalbjj.ca	BC	Gibsons	1066 Gibsons Way, Gibsons, BC
Tiger Academy of Martial Arts	https://tigeracademy.com/	GA	Alpharetta	3815 Mansell Rd #150
TigerStyle Combat Sports	https://tigersden.club/classes/Brazilian-Jiu-Jitsu	OR	Portland	5308 SE Foster Rd
Tipping Point Brazilian Jiu Jitsu	https://www.tippingpointbjj.com	IA	Cedar Rapids	5313 N Park Pl NE, Cedar Rapids, IA 52402
Titan Brazilian Jiu Jitsu	https://www.facebook.com/p/Titan-Brazilian-Jiu-Jitsu-100049469036429/	NC	Marion	29 Logan St
Titan Training Centre	https://titantrainingcentre.com	BC	Coquitlam	910 Sherwood Ave, Coquitlam, BC V3K 1A6
Titan's Martial Arts and Fitness	https://titansmaaf.ca	NS	Halifax	
Tom Smith's Forge Martial Arts Academy	https://www.forgeacademyct.com/	CT	Northford	1060 Middletown Ave
Tooele Martial Arts Academy	https://tooelemartialartsacademy.com	UT	Tooele	10 S Garnet St Bldg 669 #4, Tooele, UT 84074
Top Game BJJ Academy	https://topgamebjj.com/	VA	Richmond	8324 Staples Mill Road
Toronto BJJ	https://www.torontobjj.com	ON	Toronto	
Toronto Top Team Martial Arts and Fitness	https://torontommateam.com	ON	North York	161 Bartley Drive Unit 3 and 4
Toshido MMA	https://toshido.ca	BC	Kelowna	165 HWY 33E, Kelowna, BC
Total Defense Martial Arts	https://totaldefensema.com/	VA	Staunton	708 D St
Total MMA Studios	https://www.totalmmastudios.com/	CA	Tustin	632 El Camino Real Suite A
Tower 1 Combat Sports	https://www.tower1combatsports.com	NS	Dartmouth	
Tracks Brazilian Jiu-Jitsu	https://tracksbjj.com	MN	Coon Rapids	11403 Foley Blvd NW, Coon Rapids, MN 55448
Train 4 Life	https://www.train4life.info	CA	Suisun	254 Sunset Ave suite D.
Transcendent Combat Sports	https://www.transcendentcombatsports.com	BC	Nelson	402 Anderson St, Nelson, BC V1L 3Y3
Traphouse Jiu Jitsu	https://www.traphousesociety.com	MT	Missoula	2825 Stockyard Rd Unit A20
Trasso Jiu Jitsu & Wrestling	https://trassojjw.com/	NJ	Glen Rock	200 Rock Rd
Travis Lutter MMA	https://www.travislutter.com/	TX	Fort Worth	
Tri-Cities Gracie Jiu-Jitsu	https://www.tricitiesgjj.com	BC	Port Moody	2813 Spring Street, Port Moody, BC V3H 4C6
Tri-Cities JiuJitsu Club	https://tricitiesmartialartsclub.com/	VA	Colonial Heights	137 Pickwick Ave
Tri-City Ju-Jitsu	https://tri-city-ju-jitsu.business.site/	AZ	Chino Valley	2947 AZ-89 Suite B
Tri-Force MMA	https://www.triforcemma.com	RI	Pawtucket	181 Conant St, Pawtucket, RI 02860
Triad Jiu Jitsu	https://triadjiujitsu.com	UT	Vernal	510 E Main St
Triad Martial Arts Academy of Ruston	https://www.triadmartialartsruston.com/	LA	Ruston	1323 S Service Rd W
Tribe Fitness and Martial Arts	https://www.tribevegas.com	NV	Las Vegas	5752 S Fort Apache Rd #125
Tribe Gym & Tribe Martial Arts	https://www.tribegymandmartialarts.com/	AR	Camden	
Tribe Jiujitsu Academy	https://tribebjj.net/?utm_campaign=gmb	AK	Fairbanks	
Tried & True Jiu Jitsu	https://triedandtruejj.ca	AB	Calgary	7056 Philips Court, 7056 Farrell Rd SE, Calgary, AB T2H 0T2
Trifecta MMA/BJJ	https://trifecta-mmabjj.maonrails.com/	CA	Visalia	1933 E Main St
Trilogy Martial Arts	https://www.trilogymmagym.com/	CA	El Cajon	13727 Camino Canada A4
Tristar Gym Montreal	https://tristargym.com	QC	Montreal	
Tristar Gym Repentigny	https://tristarrepentigny.ca	QC	Repentigny	530 Rue Notre-Dame, Repentigny, QC J6A 2T8
Triumph Brazilian Jiu-Jitsu	https://teamtriumphbjj.com	NH	Nashua	2 Townsend West Unit 4, Nashua, NH 03063
Triumph Martial Arts	https://triumphma.com	IA	Urbandale	8545 Hickman Road, Urbandale, IA 50322
Triumph Martial Arts Pella	https://triumphma.com/location/pella-ia	IA	Pella	1582 Washington Street, Pella, IA 50219
Triunity Martial Arts Studio	https://www.triunitymartialarts.com	BC	Surrey	4a - 15685 Fraser Hwy, Surrey, BC V4N 0Y6
Troy Holton's Brazilian Jiu-Jitsu	https://www.troyholtonbjj.com/	AR	Harrison	
True Elevation Brazilian Jiu Jitsu	https://tpfgym.com/true_elevation_bjj/	WV	Kearneysville	362 W Burr Blvd, Kearneysville, WV 25430
True Leverage Alliance BJJ	https://www.instagram.com/tla_bjj	NS	Kingston	
Trujitsu Bakersfield Brazilian Jiu Jitsu/mattbakerbjj	https://www.mattbakerbjj.com/	CA	Bakersfield	3714 Coffee Rd
Truro BJJ	https://trurojiujitsu.com	NS	Truro	
Tsunami Academy of Martial Arts	https://tsunami.academy/	PA	Gettysburg	1700 Proline Pl
Tsunami MMA	https://www.tsunamimma.co/	GA	Decatur	2734 E Ponce de Leon Ave
Tulsa Judo and Jiu Jitsu	https://tulsajudo.org/	OK	Tulsa	4343 S Memorial Dr
Tupelo Jiu Jitsu Academy	https://tupelojiujitsuacademy.com	MS	Tupelo	811b Varsity Drive, Tupelo, MS 38801
Tutaj Brazilian Jiu Jitsu	https://www.tutajbjj.com/	IL	Forest Park	1525 Circle Ave
Twin Wolves MMA	https://www.twmma.com	TX	Harker Heights	217 Cox Dr
Tysons Brazilian Jiu Jitsu and Haganah	https://www.tysonsbjj.com/	VA	Vienna	8453 Tyco Rd J
UNIVERSAL FITNESS AND MIXED MARTIAL ARTS	https://ufitmma.com/	AZ	Mesa	
USA Martial Arts Academy	https://www.usamartialartsacademy.com/	MO	Eureka	89 Hilltop Village Center Dr
Uactp	https://www.uactp.com/	CA	Los Angeles	2200 Beverly
Ucelo Martial Arts Phoenix	https://ucelomartialartsphoenix.com/	AZ	Phoenix	
Ultimate Combat Training Center	https://ultimatecombat.com	UT	Holladay	1939 E Murray Holladay Rd, Holladay, UT 84117
Ultimate House of Champions	https://ultimate-protector-mixed-martial-arts-academy-house.business.site/	MI	Livonia	27462 Schoolcraft St
Ultra Brazilian Jiu-Jitsu & Mixed Martial Arts Santa Clarita	https://ultrabrazilianjiujitsusantaclarita.business.site/	CA	Santa Clarita	26069 Bouquet Canyon Rd
Una Brazilian Jiujitsu	https://www.unabjj.com	NY	Forest Hills	100-33 Metropolitan Ave
UnderGround Boxing & Brazilian Jiu-Jitsu	https://www.ugroundboxing.com	MN	Red Wing	415 Main St, Red Wing, MN 55066
Underground Gym	https://www.facebook.com/NewarkUnderground/	OH	Newark	55 W Church St
Underground Jiu Jitsu	https://underground-bjj.com/	TX	Plano	1406 Capital Ave #104
Underground Martial Arts & Fitness LLC	https://www.ukamartialarts.com/	GA	Buford	4805 S Lee St
