name	url	region	city	address
Cove Jiu Jitsu	https://covejiujitsu.com/	AZ	Apache Junction	
Coventry Brazilian Jiu Jitsu	https://coventryribjj.com	RI	Coventry	
Coyote Brazilian Jiu Jitsu Academy	https://coyotebjj.com	NM	Albuquerque	8430 Washington Pl NE, Albuquerque, NM 87113
Cranbrook Brazilian Jiu-Jitsu	https://cranbrookbjj.com	BC	Cranbrook	22 8th Ave S, Cranbrook, BC
Crazy Monkey Alaska	https://crazymonkeyalaska.com/	AK	Anchorage	
Creed BJJ	https://www.creedbjj.com	FL	Ocala	1005 SW 10th St #101
Creighton MMA & Fitness Academy	https://paulcreighton.com/	GA	Suwanee	460 Brogdon Road, Suite 200
Crest Brazilian Jiu Jitsu	https://bjjhampstead.com/	NC	Hampstead	15916 US-17
Criterion Brazilian Jiu Jitsu of Louisville	https://criterionbjj.com	KY	Louisville	2801 Cleveland Blvd
Criterion Jiu Jitsu	https://www.facebook.com/people/Criterion-Jiu-Jitsu/100064091672810/	LA	Prairieville	40017 LA-42
Cross Collar Jiu Jitsu - An Ed Ramos Affiliate	https://www.edramosclearlake.com/	TX	Seabrook	2114 Seabrook Cir
Crossville MMA	https://www.crossvillemma.com	TN	Crossville	
CrowesNest BJJ	https://www.facebook.com/CRowesNestBJJ/	MI	White Pigeon	67966 Myrtle Rd
Crown BJJ	https://crownbjj.com	UT	Bluffdale	14719 S 855 W, Bluffdale, UT 84065
Crypto Jiu Jitsu - Peoria, Arizona	https://www.cryptojiujitsu.com/	AZ	Peoria	
Cultivate Power Fighting Arts	https://cultivatepower.net/	CA	Oroville	
Cultr Fight Club	https://www.cultrfightclub.com/brazilianjiujitsu	NJ	Jersey City	315 15th St Ste 3A
Current Jiu Jitsu	https://currentbjj.com	ON	Mississauga	6810 Kitimat Rd Units 8 & 9
Cyclone Brazilian Jiu Jitsu	https://cyclonejj.com/	LA	Boutte	13413 US-90 l
Cyclone Brazilian Jiu Jitsu & Combatives	https://cyclonecombatives.com	LA	Boutte	
D's Jiu-Jitsu Academy	https://dsbjjcasper.com	WY	Casper	2000 Casper St, Casper WY 82604
DE LA O Jiu-Jitsu	https://www.facebook.com/p/De-La-O-Jiu-Jitsu-Training-Center-Stanton-CA-100067935109362/	CA	Stanton	8381 Katella Ave. #F
DNA Brazilian Jiu Jitsu	https://dnabjj.com	ON	Whitby	2001 Thickson Road South Unit 15
DNC Defense	https://dncdefense.com	AR	Paragould	2407 Linwood Dr Ste 3
Da Firma Training Center	https://dafirmatc.com/	VA	Chesapeake	912 Professional Pl Ste A & B
Dan Henderson's Athletic Fitness Center - Formerly Team Quest	https://dhathleticfitcenter.com/	CA	Temecula	27901 Jefferson Ave
Daniel Gracie Academy Falmouth	https://daniel-gracie.com/	MA	Falmouth	
Daniel Gracie BJJ	https://www.danielgraciephilly.com	PA	Philadelphia	2301 N Front Street
Danny Savery BJJ and Martial Arts Academy	https://dannysaverybjj.com	RI	Bristol	655 Metacom Avenue, Bristol, RI 02809
Dante Rivera Brazilian Jiu-Jitsu Academy	https://danteriverabjj.com/	NJ	Freehold Township	3333 US-9
Darcio Lira Brazilian Jiu Jitsu and Martial Arts	https://www.darciolirajiujitsu.com/	CA	Livermore	1601 Railroad Ave
Darfight Martial Arts	https://darfight.com	NY	Brooklyn	130 Brighton Beach Ave 2nd Floor
David Branch Jiu Jitsu	https://dbjjhoboken.com/	NJ	Hoboken	
David Kaplan Martial Arts	https://www.davidkaplanmartialarts.com	NY	New York	79 MacDougal St
DeBrazil Jiu-Jitsu Academy	https://debraziljiujitsu.com/	AZ	Tucson	
Decatur Brazilian Jiu Jitsu	https://www.facebook.com/DecaturBJJ/	IL	Forsyth	133 Barnett Ave
Decorah Martial Arts	https://www.decorahmartialarts.com	IA	Decorah	216 W Water St, Decorah, IA 52101
Deep Blue Brazilian Jiu Jitsu	https://deep-blue-brazilian-jiu-jitsu.gymdesk.com/signup/i/ARadW	MI	Caledonia	9175 Cherry Valley Ave SE Suite K
Deliberate Jiu Jitsu at Valley Speedway Athletics	https://www.valleyspeedwayathletics.com/deliberate-jiu-jitsu	MT	Helena	1404 Valley Speedway Rd
Delta BJJ British Columbia	https://deltabjj.ca	BC	Delta	3-1835 56 Street, Delta, BC
Denver Jiu Jitsu - Rodrigo Salazar Team	https://www.denverjiujitsu.com	CO	Denver	10200 E Girard Ave
Derby City MMA	https://derbycitymartialarts.com	KY	Louisville	
Des Moines Jiu-Jitsu Academy	https://iowabjj.com	IA	Des Moines	841 11th St, Des Moines, IA 50309
Desert Dynasty MMA	https://www.desertdynastymma.com	NM	Alamogordo	700 E 1st St #720/#721, Alamogordo, NM 88310
Destin Academy of Mixed Martial Arts	https://www.destinmma.com/About/about.html	FL	Destin	12273 US-98 #103
Detroit Academy of Martial Arts	https://martialartstroy.com/	MI	Troy	3883 Rochester Road
Detroit Jiu Jitsu	https://detroitjiujitsu.com	MI	Detroit	
Devine Jiu Jitsu - Brunswick	https://www.devinejiujitsu.com/schools/brunswick/	GA	Brunswick	355 Mall Blvd
Diamond State Martial Arts	https://diamondstatemartialarts.com	AR	Fayetteville	14819 Elkhorn Springs Rd
Diaz Combat Sports	https://diazcombatsports.com	BC	Vancouver	276 E Pender St, Vancouver, BC V6A 1T7
Diego Saraiva BJJ - Nova Uniao Atlanta GA	https://saraivabjj.com/	GA	Norcross	6290 McDonough Dr NW, Suite H
Diego Saraiva BJJ - Roswell/Crabapple GA	https://saraivabjjroswell.com/	GA	Roswell	10500 Alpharetta Hwy Suite 10502A
Different Breed MMA	https://www.facebook.com/differentbreedmma/	TX	Lubbock	3424 I 27 Frontage Road
Divinus Lux Jiu Jitsu	https://www.divinusluxjiujitsu.com	SC	Greenwood	1310 Bypass 72 Northeast, Greenwood, SC 29649
Dodge City House of Grappling	https://www.dodgecitygrappling.com	KS	Dodge City	1701 N 14th Ave Suite 6, Dodge City, KS 67801
Dojo Fusion	https://dojofusion.ca	QC	Terrebonne	1977 Chemin Gascon, Terrebonne, QC J6X 4H2
Dojo USA South BJJ Missoula	https://dojousa.co	MT	Missoula	3700 S Russell St Suite 122
Dominion BJJ	https://dominionbjj.com/	VA	Manassas	8068 Flannery Ct
Double Five Jiu Jitsu	https://www.doublefiveonline.com	TX	Highland Village	1800 Justin Rd; #1800A
Dragon Gym Malvern	https://www.dragongym.com/	PA	Malvern	235 Lancaster Ave
Dragon Within Mixed Martial Arts	https://www.dragonwithinmartialarts.com/	MA	Salem	11 Franklin Street
DualForces 001 Brazilian Jiu-Jitsu	https://dualforces.com/	NC	Fayetteville	443 Franklin St
Duality BJJ	https://dualitybjj.com	WY	Green River	142 E Flaming Gorge Way, Green River WY 82935
Dubuque Jiu-Jitsu	https://dubuquebjj.com	IA	Dubuque	3135 Cedar Crest Ridge Suite D
Dynamic MMA Calgary	https://www.dynamicmma.ca	AB	Calgary	1237 45 Ave NE, Calgary, AB T2E 2P2
E-town/Bowling Green Clube de Jiu-Jitsu	https://e-townbjj.com/	KY	Elizabethtown	1506 Ring Rd
E3 Jiu-Jitsu	https://www.e3sf.org	KS	Overland Park	7010 W 83rd Street, Overland Park, KS 66204
East Athens Jiu Jitsu	https://eastathensjiujitsu.com/	GA	Athens	1040 Gaines School Rd
East Bay Academy Jiu Jitsu	https://www.ebajiujitsu.com/	CA	Martinez	835 Arnold Dr Ste 106
East West Karate and BJJ Somerset	https://www.facebook.com/eastwestmartialarts/	KY	Somerset	406 Monticello St
East York Brazilian Jiu Jitsu	https://yorkbjj.com	PA	York	
Eco Submission Grappling	https://ecosubmissiongrappling.com	AR	Conway	
Edge Effect Fitness and Martial Arts	https://www.edgeeffectfitness.com/	VA	Harrisonburg	785 Acorn Dr #102
Edge MMA and Fitness	https://www.facebook.com/teamedgemma	CO	Denver	5305 E Colfax Ave
Edmonton BJJ	https://edmontonbjj.com	AB	Edmonton	
Edmonton Gracie Jiu-Jitsu	https://edmontongraciejiujitsu.com/	AB	Edmonton	5637 Riverbend Road NW, Edmonton, AB T6H 5K4
El Dorado Martial Arts	https://www.facebook.com/people/El-Dorado-Martial-Arts/100092167328803/	AR	El Dorado	
