name	region	city	url
Champions Judo	NC	Cornelius	http://www.championsjudo.com
Team Luiz Palhares Gracie Jiu-Jitsu	NC	Elizabeth City	http://www.tinsleyfamilymartialarts.com/
Relson Gracie Jiu-Jitsu Academy	CT	Berlin	http://www.relsongraciejjct.com/
Carlson Gracie Team - CT/Cesar Pereira BJJ	CT	Stamford	http://www.bjjstamfordct.com/
Clinch Martial Arts Academy	MD	Frederick	clinchacademy.com
Baltimore Gracie Jiu-Jitsu	MD	Halethorpe	baltimoregraciejiujitsu.com
Fusion Combat Training Center	CO	Denver	https://www.selfdefensedenver.com
Kompound Training Center	CO	Littleton	http://kompoundtrainingcenter.com
Easton Brazilian Jiu Jitsu Thornton	CO	Thornton	https://eastonbjj.com/thornton/
SoBro Brazilian Jiu Jitsu	IN	Indianapolis	sobrobjj.com
Rebellion Martial Arts	OK	Ada	https://www.rebellionmartialarts.com/
Clinch Martial Arts Academy - Owasso	OK	Owasso	https://www.facebook.com/teamclinch/
Tulsa Judo and Jiu Jitsu	OK	Tulsa	https://tulsajudo.org/
Mass Bjj	MA	Acton	massbjj.com
Manitowoc Jiu Jitsu Academy	WI	Manitowoc	manitowocjiujitsu.com
Neutral Ground - South Milwaukee	WI	South Milwaukee	ngmke.com
Grays Harbor Brazilian Jiu-Jitsu	WA	Aberdeen	www.facebook.com/GHBRAZILIANJIUJITSU
Hybrid Gym & Training Center	WA	Bremerton	www.hybridgyms.com
Sunshine Athletics	OR	Canby	http://canbyjiujitsu.com
Checkmat Portland	OR	Gresham	https://checkmatportland.com/
IJC Martial Arts	NY	Queens	https://ijcnyc.com
Modern Martial Arts Tribeca	NY	New York	https://www.mmanewyorkcity.com/locations/tribeca
Black Hole Jiu Jitsu	NY	Wappingers Falls	https://blackholejj.com
Fort Smith Martial Arts Center	AR	Fort Smith	https://fortsmithmartialartscenter.wordpress.com
Overcome Jiu Jitsu Pinnacle	AR	Rogers	https://overcomepinnacle.com
Legacy Fight Club	ON	Barrie	https://legacyfightclub.com
Octa BJJ Oakville	ON	Oakville	https://octabjj.com
Green Dojo	SK	North Battleford	https://greendojo.ca
Fusion MMA and Jiu Jitsu	UT	St. George	https://teamfusionmma.com
CBBJJ	IA	Council Bluffs	https://www.cbbjj.com
Decorah Martial Arts	IA	Decorah	https://www.decorahmartialarts.com
Billings Jiu Jitsu	MT	Billings	http://billingsjiujitsu.com
Missoula Brazilian Jiu Jitsu	MT	Missoula	http://www.mslabjj.com
Island Jiu Jitsu West	HI	Ewa Beach	https://www.islandjiujitsuwest.com
TRXTR Studio	HI	Kapolei	https://bjjkapolei.com
Ohana Jiu Jitsu Academy	HI	Kihei	https://www.ohanajiujitsumaui.com
Self Reliant Jiu Jitsu	ID	Boise	https://www.selfreliantjiujitsu.com
Jiu-Jitsu 100 Academy	ID	Hailey	https://jiujitsu100.com
Gem State Jiu Jitsu	ID	Kuna	https://gemstatejiujitsu.com
V7 Martial Arts	ID	Moscow	https://v7martialarts.com
Colossal Fight Company	ID	Pocatello	https://www.colossalfightcompany.com
SOMA Jiu-Jitsu Academy Rexburg	ID	Rexburg	https://www.rexburgbjj.com
Apex Grappling Academy	NM	Deming	https://ufdeming.com/apex
Farmington Jiu Jitsu Academy	NM	Farmington	https://farmingtonjiujitsu.com
World Jiu Jitsu Academy	MN	Eden Prairie	https://wjja4u.com
Lincoln Brazilian Jiu-Jitsu Center - College View	NE	Lincoln	https://lincolnbjj.com
Renzo Gracie NH Exeter	NH	Exeter	https://renzogracienh.org
Jiu-Jitsu For Life Airdrie	AB	Airdrie	https://jiujitsuforlifeairdrie.com
Arashi-Do Martial Arts Edmonton South	AB	Edmonton	https://arashido.com/location/edmonton-south/
Marcus Soares Brazilian Jiu-Jitsu Langley	BC	Langley	https://marcussoares.com/locations/langley
Marcus Soares Brazilian Jiu-Jitsu Maple Ridge	BC	Maple Ridge	https://marcussoares.com/locations/maple-ridge
Mission Brazilian Jiu Jitsu	BC	Mission	https://www.missionbjj.ca
Gravity Brazilian Jiu-Jitsu	BC	Surrey	https://gravitybjj.ca
Triunity Martial Arts Studio	BC	Surrey	https://www.triunitymartialarts.com
Gracie Barra Montreal-Ouest	QC	Montreal	https://gbmontrealouest.ca
Gracie Barra Saint-Laurent	QC	Montreal	https://gbsaintlaurent.ca
LV Jiu-Jitsu	QC	Saint-Mathieu-de-Beloeil	https://lvbjj.ca
Rip Tide Brazilian Jiu Jitsu	DE	Lewes	brazilianjiujitsudelaware.com
Abhaya Martial Arts Academy	NS	Windsor	https://www.abhaya.ca/windsor
Renzo Gracie PEI Lot 36	PE	Charlottetown	https://www.facebook.com/p/Renzo-Gracie-PEI-Lot-36-100069410847003
Brazilian Jiu-Jitsu Centers of Memphis	TN	Memphis	bjjmemphis.com
Station 6 Fitness and Martial Arts	TN	Tullahoma	https://www.station6fitness.com/
GB Agoura	CA	Agoura Hills	https://gbagoura.com/
Checkmat Brentwood	CA	Brentwood	http://www.checkmatbrentwood.com
Art of Jiu Jitsu Academy	CA	Costa Mesa	http://www.artofjiujitsu.com/
Kings MMA	CA	Huntington Beach	http://kingsmma.com/
Caique - Gracie Brazilian Jiu Jitsu Academy	CA	Lomita	https://cjjusa.com/
Dynamic Mixed Martial Arts	CA	Modesto	http://www.dynamicmmaonline.com/
Flawless Victory MMA	CA	Ridgecrest	https://www.facebook.com/FlawlessVictoryMma/
Kaijin MMA / West Cliff Jiu-Jitsu	CA	Santa Cruz	http://kaijinmma.com/
GB Ventura	CA	Ventura	https://www.graciebarraventura.com/
GB West Covina	CA	West Covina	https://graciebarra.com/west-covina-ca/
Guy Mezger's Fs Martial Arts	TX	Addison	http://www.guymezger.com/
Bushido MMA and BJJ Academy	TX	El Paso	http://bushidommateam.com/
Alpha Omega BJJ / jiu jitsu Laredo TX 78041	TX	Laredo	https://alphaomegabjj.wordpress.com/
Mattix Gracie Jiu Jitsu Academy	FL	Davie	http://www.mattixacademy.com
Gracie Jiu-Jitsu Destin	FL	Destin	http://www.graciejiujitsudestin.com/
Edmonton BJJ	AB	Edmonton	https://edmontonbjj.com
Greatland Martial Arts	AK	Anchorage	https://www.facebook.com/GreatlandMartialArts/
Birmingham Brazilian Jiu Jitsu Spartan Fitness	AL	Homewood	https://spartanfitnessmma.com/classes/Brazilian-Jiu-Jitsu
FLORENCE BRAZILIAN JIU-JITSU ACADEMY	AL	Florence	https://www.florencebjj.com/
Hooked Martial Arts + Fitness	AL	Opelika	https://www.hookedmartialarts.com/
Richardson Jiu Jitsu	AL	Prattville	https://www.richardsonjj.com/
Russell County Training Center	AL	Fort Mitchell	https://www.rctc980.com/
Inferno Martial Arts Siloam Springs	AR	Siloam Springs	https://myinfernofitness.com/
12th Street Jiu-Jitsu	AZ	Phoenix	https://12stjiujitsu.com/
M3 Karate	AZ	Gilbert	https://m3martialarts.com/what-m3-martial-arts-in-gilbert-offers/#jiujitsu
BUDo Vancouver	BC	Vancouver	https://budovancouver.com
Surrey BJJ	BC	Surrey	https://surreybjj.com
Van Isle BJJ	BC	Victoria	https://www.vibjj.com
Wise Warrior Gym	BC	Langley	https://wisewarriorgym.com
Cultivate Power Fighting Arts	CA	Oroville	https://cultivatepower.net/
Modesto BJJ	CA	Modesto	https://modestobjj.com
Colorado Springs Brazilian Jiu Jitsu	CO	Colorado Springs	https://csbjj.com
Brunswick BJJ	GA	Brunswick	https://brunswickbjj.com
Bloomington-Normal BJJ	IL	Bloomington	https://bloomingtonnormalbjj.com
Hutchinson BJJ	KS	Hutchinson	https://hutchinsonbjj.com
Boston Brazilian Jiu-Jitsu Woburn	MA	Woburn	https://bostonbjjwoburn.com
Brandon BJJ	MB	Brandon	https://brandonbjj.com
Oxford BJJ	MS	Oxford	https://oxfordbjj.com
Havre BJJ	MT	Havre	https://havrebjj.com
Livingston BJJ	MT	Livingston	https://livingstonbjj.com
Miles City BJJ	MT	Miles City	https://milescitybjj.com
Missoula BJJ	MT	Missoula	https://missoulabjj.com
Synergy BJJ Fredericton	NB	Fredericton	https://www.bjjfredericton.com
Lucas Lepri Jiu Jitsu Charlotte	NC	Charlotte	https://lucasleprijiujitsu.com
New Bern BJJ	NC	New Bern	https://newbernbjj.com
Triangle BJJ	NC	Durham	https://trianglebjj.com
Corner Brook BJJ	NE	Corner Brook	https://cornerbrookbjj.com
David Branch Jiu Jitsu	NJ	Hoboken	https://dbjjhoboken.com/
The Jiu Jitsu Mill	NY	Port Chester	https://thejiujitsumill.com
Alliance Jiu Jitsu Portland	OR	Portland	https://alliancejiujitsuportland.com
Carlson Gracie Pennsylvania	PA	Allentown	https://carlsongracieteam.com/pa
State College BJJ	PA	State College	https://statecollegebjj.com
Nordik Fight Club	QC	Quebec City	https://nordikfightclub.com
Alex Martins Brazilian Jiu Jitsu	TX	Dallas	https://alexmartinsbrazilianjiujitsu.com
Amarillo BJJ	TX	Amarillo	https://amarillobjj.com
San Marcos Jiu Jitsu	TX	San Marcos	https://www.smjiujitsu.com
