name	region	city	url
Transcendent Combat Sports	BC	Nelson	https://www.transcendentcombatsports.com
North Vancouver Brazilian Jiu Jitsu	BC	North Vancouver	https://northvanbjj.com
Kaboom Brazilian Jiu-Jitsu	BC	Surrey	https://kaboombjj.com
Gracie Barra Kitsilano	BC	Vancouver	https://gbkitsilano.com
Marmac Athletics	NS	Truro	https://www.facebook.com/marmacathletics
Antdawgs MMA Training Center	CA	Gilroy	http://antdawgsmma.com/
Pedigo Submission Fighting Los Angeles	CA	Hawthorne	https://www.psflosangeles.com/
Gracie Jiu-Jitsu Huntington Beach	CA	Huntington Beach	https://graciejiujitsuhuntingtonbeach.com/
GB Long Beach	CA	Long Beach	https://www.gblongbeach.com
Checkmat Northridge Brazilian jiu jitsu	CA	Northridge	http://www.checkmatnorthridge.com/
Urijah Faber's Ultimate Fitness	CA	Sacramento	https://ufultimatefitness.com/
Studio86 Jiu Jitsu	CA	San Francisco	http://www.studio86bjj.com
Caio Terra Academy	CA	San Jose	http://www.bjjsanjose.com/
GB Redondo Beach	CA	Torrance	https://www.gbredondobeach.com/
DFW Personal Training and Self Defense	TX	Bedford	http://www.dfwkickboxing.com/
GB College Station	TX	College Station	https://gbcollegestation.com
Lumampao Martial Arts	TX	Corpus Christi	http://www.lumampaomartialarts.com/
Furia Training Center MMA & BJJ	TX	Dickinson	http://www.furiatrainingcenter.com
GB East El Paso	TX	El Paso	https://graciebarra.com/east-el-paso-tx/
Active Jiu Jitsu	TX	Houston	http://activejiujitsu.com
Tbt Gym-Total Body Training	TX	McKinney	https://tbtgym.com/calendar/
Warriors Legacy MMA	TX	Paris	https://www.warriorslegacymma.com
COR Brazilian Jiu Jitsu	TX	Richardson	https://corbjj.com
American Kickboxing Academy Texas	TX	San Antonio	https://akasanantonio.com/
Spartan Fit MMA - Springtown TX	TX	Springtown	https://spartanspringtown.com/
GB Boca Raton	FL	Boca Raton	https://gbbocaraton.com/
GB Davie	FL	Davie	https://gbdavie.com/
Extraordinary Martial Arts	FL	Florida City	http://www.extraordinaryma.com
Moncaio Brothers Brazilian Jiu Jitsu	FL	Fort Lauderdale	http://www.bjjbrothers.com/
Team Nogueira Bloise Academy	FL	Jupiter	https://jupiterbjj.com
Hybrid Martial Arts	FL	Miami	http://hybridmartialart.com
Eclipse Martial Arts	AK	Anchorage	https://eclipsemartialartsak.com/
Tribe Gym & Tribe Martial Arts	AR	Camden	https://www.tribegymandmartialarts.com/
GRACIE BARRA OCOTILLO SOUTH GILBERT	AZ	Gilbert	https://gilbertjiujitsu.com/
Lake Powell Jiu-Jitsu	AZ	Page	https://www.lpbjjaz.com/
Kelowna BJJ	BC	Kelowna	https://kelownabjj.com
Gold Country Jiu Jitsu	CA	Auburn	https://www.goldcountryjiujitsu.com/
Humboldt Jiu Jitsu	CA	Arcata	https://humboldtjiujitsu.com/
Tribal BJJ	DE	Dover	https://tribalbjj.com
Gracie Tampa	FL	Tampa	https://gracietampa.com/
RM BJJ Academy	FL	Delray Beach	http://rmbjjacademy.com
Michigan City BJJ	IN	Michigan City	https://michigancitybjj.com
Bayou Jiu Jitsu & Self Defense	LA	Baton Rouge	https://www.bayoujiujitsu.com/
Florian Martial Arts Center	MA	Brookline	https://www.florianmartialartscenter.com
Thompson Jiu Jitsu Winnipeg	MB	Winnipeg	https://thompsonjiujitsu.com/winnipeg
Winkler BJJ	MB	Winkler	https://winklerbjj.com
Bowerhouse MMA	MD	Frederick	https://bowerhousemma.com
Waldorf BJJ	MD	Waldorf	https://waldorfbjj.com
Rumford BJJ	ME	Rumford	https://rumfordbjj.com
Jefferson City BJJ	MO	Jefferson City	https://jeffersoncitybjj.com
Bayshore BJJ	NJ	Middletown	https://www.bayshorebjj.com/
Straight Blast Gym New Jersey	NJ	Montclair	https://www.sbgnj.com/
Jackson-Wink MMA	NM	Albuquerque	https://jacksonwink.com
Team Fortitude NS	NS	Bridgewater	https://www.facebook.com/FortitudeJiujitsu
A-Force BJJ Academy	NY	Great Neck	https://www.aforcebjj.com
Marlon Colorado BJJ NYC	NY	Sunnyside	https://www.marloncoloradobjjnyc.com/
Mansfield BJJ	OH	Mansfield	https://mansfieldbjj.com
Youngstown BJJ	OH	Youngstown	https://youngstownbjj.com
Enid BJJ	OK	Enid	https://enidbjj.com
Lloydminster BJJ	SK	Lloydminster	https://lloydminsterbjj.com
Caveirinha Jiu-Jitsu Family Texas	TX	Prosper	https://www.cjjftx.com
Tyler BJJ	TX	Tyler	https://tylerbjj.com
Waco BJJ	TX	Waco	https://wacobjj.com
Blacksburg BJJ	VA	Blacksburg	https://blacksburgbjj.com
Bellingham BJJ	WA	Bellingham	https://bellinghambjj.com
Kenosha BJJ	WI	Kenosha	https://kenoshabjj.com
Casper BJJ	WY	Casper	https://casperbjj.com
Cody BJJ	WY	Cody	https://codybjj.com
