region	source_code	name	city	stored_w	w_present	override_w	override_file	effective_w	link_state	stored_a	a_override	suppressed	src
AB	AB	Dynamic MMA Calgary	Calgary	https://www.dynamicmma.ca	Y			https://www.dynamicmma.ca	HAS_STORED	1237 45 Ave NE, Calgary, AB T2E 2P2			snippets/tjjm-gyms-data-42.liquid
AB	AB	Elite Martial Arts Calgary	Calgary	https://elitemartialarts.ca	Y	https://calgarymartialarts.com	websites-2	https://calgarymartialarts.com	HAS_STORED+REPOINTED		4750 106 Ave SE, Calgary, AB T2C 3G5		snippets/tjjm-gyms-data.liquid
AB	AB	Gracie Barra Calgary	Calgary	https://graciebarracalgary.ca	Y			https://graciebarracalgary.ca	HAS_STORED	10 - 8989 Macleod Trail SW, Calgary, AB T2H 0M2			snippets/tjjm-gyms-data-42.liquid
AB	AB	JR Academy	Calgary	https://www.jracademy.co	Y			https://www.jracademy.co	HAS_STORED	6031 3 St SE, Calgary, AB T2H 1K3			snippets/tjjm-gyms-data-42.liquid
AB	AB	Main Quest BJJ	Calgary	https://mainquestbjj.com	Y			https://mainquestbjj.com	HAS_STORED	5, 6020 1A Street SW, Calgary, AB T2H 0G3			snippets/tjjm-gyms-data-42.liquid
AB	AB	Rocky Mountain Brazilian Jiu Jitsu	Calgary	https://rockymountainbjj.com	Y			https://rockymountainbjj.com	HAS_STORED	6419 Bowness Road NW Second Level, Calgary, AB T3B 0E6			snippets/tjjm-gyms-data-42.liquid
AB	AB	Straight Blast Gym Calgary	Calgary	https://sbgcalgary.com	Y			https://sbgcalgary.com	HAS_STORED				snippets/tjjm-gyms-data.liquid
AB	AB	The Old Way Jiu-Jitsu	Calgary	https://www.theoldwayjiujitsu.com	Y			https://www.theoldwayjiujitsu.com	HAS_STORED	Unit 150, 10233 Elbow Drive SW, Calgary, AB T2W 1E8			snippets/tjjm-gyms-data-42.liquid
AB	AB	Tried & True Jiu Jitsu	Calgary	https://triedandtruejj.ca	Y			https://triedandtruejj.ca	HAS_STORED	7056 Philips Court, 7056 Farrell Rd SE, Calgary, AB T2H 0T2			snippets/tjjm-gyms-data-42.liquid
AB	AB	Upper Academy & Alliance Brazilian Jiu-Jitsu	Calgary	https://upperacademy.ca	Y			https://upperacademy.ca	HAS_STORED	2020 32 Avenue NE Bay I, Calgary, AB T2E 6T4			snippets/tjjm-gyms-data-42.liquid
AB	AB	YYC Brazilian Jiu Jitsu	Calgary	https://yycbjj.com	Y	https://www.yycbjj.ca	websites-2	https://www.yycbjj.ca	HAS_STORED+REPOINTED		205-3507 17 Ave SW, Calgary, AB T3E 0B6		snippets/tjjm-gyms-data.liquid
AB	AB	Camrose BJJ	Camrose	https://camrosebjj.com	Y			https://camrosebjj.com	HAS_STORED			Y	snippets/tjjm-gyms-data.liquid
AB	AB	Dark Horse Martial Arts	Canmore	https://darkhorsemartialarts.ca/	Y			https://darkhorsemartialarts.ca/	HAS_STORED	306 Bow Valley Trail, Canmore, AB T1W 0N2			snippets/tjjm-gyms-data-42.liquid
AB	AB	Arashi-Do Martial Arts Cochrane	Cochrane	https://arashido.com/location/cochrane/	Y			https://arashido.com/location/cochrane/	HAS_STORED	4105, 101 Sunset Dr, Cochrane, AB T4C 0B4			snippets/tjjm-gyms-data-42.liquid
AB	AB	Cochrane BJJ	Cochrane	https://cochranebjj.com	Y			https://cochranebjj.com	HAS_STORED			Y	snippets/tjjm-gyms-data.liquid
AB	AB	Arashi-Do Martial Arts Edmonton East	Edmonton	https://arashido.com/location/edmonton-east/	Y			https://arashido.com/location/edmonton-east/	HAS_STORED	12127 54th St., Edmonton, AB T5W 3N4			snippets/tjjm-gyms-data-42.liquid
AB	AB	Arashi-Do Martial Arts Edmonton North	Edmonton	https://arashido.com/location/edmonton-north/	Y			https://arashido.com/location/edmonton-north/	HAS_STORED	12730 St Albert Trail NW, Edmonton, AB T5L 4S5			snippets/tjjm-gyms-data-42.liquid
AB	AB	Arashi-Do Martial Arts Edmonton South	Edmonton	https://arashido.com/location/edmonton-south/	Y			https://arashido.com/location/edmonton-south/	HAS_STORED	1803 91 St SW Unit 116, Edmonton, AB T6X 0W8			snippets/tjjm-gyms-data-42.liquid
AB	AB	Arashi-Do Martial Arts Edmonton West Mayfield	Edmonton	https://arashido.com/location/edmonton-west-mayfield/	Y			https://arashido.com/location/edmonton-west-mayfield/	HAS_STORED	17885 106A Ave NW, Edmonton, AB T5S 1V8			snippets/tjjm-gyms-data-42.liquid
AB	AB	Bairro Brazilian Jiu-Jitsu Academy	Edmonton	https://bairro.ca	Y			https://bairro.ca	HAS_STORED	10542 106 St, Edmonton, AB T5H 2X6			snippets/tjjm-gyms-data-42.liquid
AB	AB	Bairro Martial Arts Academy South	Edmonton	https://bairro.ca	Y			https://bairro.ca	HAS_STORED	5222 86 St NW, Edmonton, AB T6E 5J6			snippets/tjjm-gyms-data-42.liquid
AB	AB	Black Sails Brazilian Jiu Jitsu	Edmonton	https://www.blacksailsbjj.com	Y			https://www.blacksailsbjj.com	HAS_STORED	9746 54 Ave NW, Edmonton, AB T6E 0A9			snippets/tjjm-gyms-data-42.liquid
AB	AB	Bravé MMA and Fitness	Edmonton	https://bravemmaandfitness.com	Y			https://bravemmaandfitness.com	HAS_STORED	10023 168 St NW, Edmonton, AB T5P 3W9			snippets/tjjm-gyms-data-42.liquid
AB	AB	Edmonton BJJ	Edmonton	https://edmontonbjj.com	Y			https://edmontonbjj.com	HAS_STORED				snippets/tjjm-gyms-data.liquid
AB	AB	Edmonton Gracie Jiu-Jitsu	Edmonton	https://edmontongraciejiujitsu.com/	Y			https://edmontongraciejiujitsu.com/	HAS_STORED	5637 Riverbend Road NW, Edmonton, AB T6H 5K4			snippets/tjjm-gyms-data-42.liquid
AB	AB	Elite Taekwondo and Brazilian Jiu Jitsu	Edmonton	https://eliteedmonton.ca	Y			https://eliteedmonton.ca	HAS_STORED	9831 45 Ave NW, Edmonton, AB T6E 5C8			snippets/tjjm-gyms-data-42.liquid
AB	AB	Gracie Barra Edmonton	Edmonton	https://graciebarra.com/edmonton-alberta-canada/	Y			https://graciebarra.com/edmonton-alberta-canada/	HAS_STORED	11500 170 St NW, Edmonton, AB T5S 1J7			snippets/tjjm-gyms-data-42.liquid
AB	AB	Kamikaze Punishment Foundation	Edmonton	https://www.kpfit.ca	Y			https://www.kpfit.ca	HAS_STORED	12034 Fort Rd NW, Edmonton, AB T5B 4H1			snippets/tjjm-gyms-data-42.liquid
AB	AB	Kazoku BJJ	Edmonton	https://kazokubjj.ca/	Y			https://kazokubjj.ca/	HAS_STORED	4359 68 Ave NW, Edmonton, AB T6B 2N2			snippets/tjjm-gyms-data-42.liquid
AB	AB	Munduruca North Edmonton BJJ	Edmonton	https://northedmontonbjj.com	Y			https://northedmontonbjj.com	HAS_STORED	14809 Yellowhead Trail, Edmonton, AB T5L 3C4			snippets/tjjm-gyms-data-42.liquid
AB	AB	SBG Edmonton	Edmonton	https://www.straightblastgymedmonton.com	Y			https://www.straightblastgymedmonton.com	HAS_STORED	11714 82 Street Northwest, Edmonton, AB T5B 2V9			snippets/tjjm-gyms-data-42.liquid
AB	AB	The Ludus Martial Arts Academy	Edmonton	https://www.ludusmartialarts.ca	Y			https://www.ludusmartialarts.ca	HAS_STORED	9547 42 Ave NW, Edmonton, AB T6E 5R2			snippets/tjjm-gyms-data-42.liquid
AB	AB	Wolfhouse MMA Edmonton	Edmonton	https://wolfhousemma.com	Y			https://wolfhousemma.com	HAS_STORED				snippets/tjjm-gyms-data.liquid
AB	AB	Arashi-Do Martial Arts Edson	Edson	https://arashido.com/location/edson/	Y			https://arashido.com/location/edson/	HAS_STORED	5023 4 Ave, Edson, AB T7E 1T3			snippets/tjjm-gyms-data-42.liquid
AB	AB	Fort McMurray BJJ	Fort McMurray	https://fortmcmurraybjj.com	Y			https://fortmcmurraybjj.com	HAS_STORED			Y	snippets/tjjm-gyms-data.liquid
AB	AB	Grande Prairie BJJ	Grande Prairie	https://grandeprairebjj.com	Y			https://grandeprairebjj.com	HAS_STORED			Y	snippets/tjjm-gyms-data.liquid
AB	AB	Heiho Dojo	Grande Prairie	https://www.heihodojo.ca	Y			https://www.heihodojo.ca	HAS_STORED	10015 100 Ave, Grande Prairie, AB T8V 0V2			snippets/tjjm-gyms-data-42.liquid
AB	AB	The Komodo Academy	Grande Prairie	https://www.thekomodoacademy.com/	Y			https://www.thekomodoacademy.com/	HAS_STORED	10016 110 Avenue, Grande Prairie, AB			snippets/tjjm-gyms-data-42.liquid
AB	AB	Arashi-Do Martial Arts Hinton	Hinton	https://arashido.com/location/hinton/	Y			https://arashido.com/location/hinton/	HAS_STORED	127 Athabasca Ave, Hinton, AB T7V 2A4			snippets/tjjm-gyms-data-42.liquid
AB	AB	Arashi-Do Martial Arts Leduc	Leduc	https://arashido.com/location/leduc/	Y			https://arashido.com/location/leduc/	HAS_STORED	207-6051B 47 St., Leduc, AB T9E 7A5			snippets/tjjm-gyms-data-42.liquid
AB	AB	Canadian Martial Arts Centre	Lethbridge	https://cmcmma.com	Y			https://cmcmma.com	HAS_STORED	3307 3 Ave S, Lethbridge, AB			snippets/tjjm-gyms-data-42.liquid
AB	AB	Gracie Barra Lethbridge	Lethbridge	https://gblethbridge.com	Y			https://gblethbridge.com	HAS_STORED	731 30 St N Unit 10, Lethbridge, AB			snippets/tjjm-gyms-data-42.liquid
AB	AB	Lethbridge BJJ	Lethbridge	https://lethbridgebjj.com	Y			https://lethbridgebjj.com	HAS_STORED			Y	snippets/tjjm-gyms-data.liquid
AB	AB	Progressive Fighting Academy	Lethbridge	https://pfakickboxing.com/	Y			https://pfakickboxing.com/	HAS_STORED	1720 2 Avenue South, Lethbridge, AB			snippets/tjjm-gyms-data-42.liquid
AB	AB	Medicine Hat BJJ	Medicine Hat	https://medicinehatbjj.com	Y			https://medicinehatbjj.com	HAS_STORED			Y	snippets/tjjm-gyms-data.liquid
AB	AB	Resilience Brazilian Jiu Jitsu	Medicine Hat	https://www.rbjj.ca	Y			https://www.rbjj.ca	HAS_STORED	640 Kingsway Ave SE, Medicine Hat, AB T1A 2W9			snippets/tjjm-gyms-data-42.liquid
AB	AB	Okotoks BJJ	Okotoks	https://okotoksbjj.com	Y			https://okotoksbjj.com	HAS_STORED				snippets/tjjm-gyms-data.liquid
AB	AB	Arashi-Do Martial Arts Olds	Olds	https://arashido.com/location/olds/	Y			https://arashido.com/location/olds/	HAS_STORED	4806 50 Ave., Olds, AB T4H 1P5			snippets/tjjm-gyms-data-42.liquid
AB	AB	Arashi-Do Martial Arts Penhold	Penhold	https://arashido.com/location/penhold/	Y			https://arashido.com/location/penhold/	HAS_STORED	108 - 9 Hawkridge Blvd, Penhold, AB T0M 1R0			snippets/tjjm-gyms-data-42.liquid
AB	AB	Arashi-Do Martial Arts Red Deer	Red Deer	https://arashido.com/location/red-deer/	Y			https://arashido.com/location/red-deer/	HAS_STORED	Unit 104, 179 Clearview Drive, Red Deer County, AB T4E 0A1			snippets/tjjm-gyms-data-42.liquid
AB	AB	KENSEI MMA	Red Deer	https://www.kensei.ca/	Y			https://www.kensei.ca/	HAS_STORED	4768 Riverside Dr Unit 2, Red Deer, AB T4P 1M6			snippets/tjjm-gyms-data-42.liquid
AB	AB	Red Deer BJJ	Red Deer	https://reddeerbjj.com	Y			https://reddeerbjj.com	HAS_STORED			Y	snippets/tjjm-gyms-data.liquid
AB	AB	Arashi-Do Martial Arts Sherwood Park	Sherwood Park	https://arashido.com/location/sherwood-park/	Y			https://arashido.com/location/sherwood-park/	HAS_STORED	38 Sioux Rd, Sherwood Park, AB T8A 4X1			snippets/tjjm-gyms-data-42.liquid
AB	AB	Frontline Academy Canada	Sherwood Park	https://frontlinebjj.com	Y			https://frontlinebjj.com	HAS_STORED	214 Sioux Road, Sherwood Park, AB T8A 3X5			snippets/tjjm-gyms-data-42.liquid
AB	AB	Sherwood Park BJJ	Sherwood Park	https://sherwoodparkbjj.com	Y			https://sherwoodparkbjj.com	HAS_STORED			Y	snippets/tjjm-gyms-data.liquid
AB	AB	Black Gold Jiu-Jitsu Academy	Spruce Grove	https://www.blackgoldbjj.com	Y			https://www.blackgoldbjj.com	HAS_STORED	123 - 20 Westwind Drive, Spruce Grove, AB T7X 2E3			snippets/tjjm-gyms-data-42.liquid
AB	AB	Complete Fitness and Martial Arts	St. Albert	https://www.stalbertmartialarts.com	Y			https://www.stalbertmartialarts.com	HAS_STORED	40 Chisholm Ave Unit 60, St. Albert, AB T8N 7K6			snippets/tjjm-gyms-data-42.liquid
AB	AB	Hayabusa Training Centre	St. Albert	https://hayabusatrainingcentre.com/	Y			https://hayabusatrainingcentre.com/	HAS_STORED	175 Carleton Drive Suite 150, St. Albert, AB T8N 4J9			snippets/tjjm-gyms-data-42.liquid
AB	AB	Ironside Martial Arts St. Albert	St. Albert	https://ironsidemartialarts.ca	Y			https://ironsidemartialarts.ca	HAS_STORED	135 - 44 Riel Drive, St. Albert, AB T8N 3Z8			snippets/tjjm-gyms-data-42.liquid
AB	AB	Limitless BJJ Edmonton	St. Albert	https://limitlessbjjedmonton.com	Y			https://limitlessbjjedmonton.com	HAS_STORED	215 Carnegie Dr #2, St. Albert, AB T8N 5B1			snippets/tjjm-gyms-data-42.liquid
AB	AB	Phoenix Martial Arts Club	St. Albert	https://phoenixmartialarts.ca	Y	https://phoenixmartialartsclub.ca	websites-2	https://phoenixmartialartsclub.ca	HAS_STORED+REPOINTED		215 Carnegie Drive Unit 7, St. Albert, AB T8N 5B1		snippets/tjjm-gyms-data.liquid
AB	AB	The Dojo MMA	St. Albert	https://thedojomma.com	Y			https://thedojomma.com	HAS_STORED	125 Carleton Drive Unit 204, St. Albert, AB T8N 3S6			snippets/tjjm-gyms-data-42.liquid
AB	AB	Arashi-Do Martial Arts Sylvan Lake	Sylvan Lake	https://arashido.com/location/sylvan-lake/	Y			https://arashido.com/location/sylvan-lake/	HAS_STORED	Unit 4, 14 Thevanaz Industrial Trail, Sylvan Lake, AB T4S 2J5			snippets/tjjm-gyms-data-42.liquid
AB	AB	Wetaskiwin BJJ	Wetaskiwin	https://wetaskiwinbjj.com	Y			https://wetaskiwinbjj.com	HAS_STORED			Y	snippets/tjjm-gyms-data.liquid
AK	AK	Anchorage Brazilian Jui-Jitsu	Anchorage	https://www.anchoragebjj.com/	Y			https://www.anchoragebjj.com/	HAS_STORED		113 W Northern Lights Blvd		snippets/tjjm-gyms-data.liquid
AK	AK	Anchorage Grappling Academy	Anchorage	https://www.anchoragegrapplingcoop.com/	Y			https://www.anchoragegrapplingcoop.com/	HAS_STORED		1300 E 68th Ave Unit 109		snippets/tjjm-gyms-data.liquid
AK	AK	Arctic Warrior Brazilian Jiu-Jitsu	Anchorage	https://www.facebook.com/jberbjj/	Y			https://www.facebook.com/jberbjj/	HAS_STORED		802 N Warehouse St Bay 12	Y	snippets/tjjm-gyms-data.liquid
AK	AK	Crazy Monkey Alaska	Anchorage	https://crazymonkeyalaska.com/	Y			https://crazymonkeyalaska.com/	HAS_STORED				snippets/tjjm-gyms-data.liquid
AK	AK	Eclipse Martial Arts	Anchorage	https://eclipsemartialartsak.com/	Y			https://eclipsemartialartsak.com/	HAS_STORED			Y	snippets/tjjm-gyms-data.liquid
AK	AK	Gracie Barra - Jiu Jitsu	Anchorage	https://graciebarra.com/	Y			https://graciebarra.com/	HAS_STORED			Y	snippets/tjjm-gyms-data.liquid
AK	AK	Greatland Martial Arts	Anchorage	https://www.facebook.com/GreatlandMartialArts/	Y			https://www.facebook.com/GreatlandMartialArts/	HAS_STORED			Y	snippets/tjjm-gyms-data.liquid
AK	AK	Krav Maga Anchorage	Anchorage	https://www.kravmagaanc.com/	Y			https://www.kravmagaanc.com/	HAS_STORED			Y	snippets/tjjm-gyms-data.liquid
AK	AK	Legacy Jiu Jitsu	Anchorage	https://www.legacyjiujitsuak.com/	Y			https://www.legacyjiujitsuak.com/	HAS_STORED				snippets/tjjm-gyms-data.liquid
AK	AK	Shoshin Ryu	Anchorage	https://www.shoshinryu.org/about	Y			https://www.shoshinryu.org/about	HAS_STORED			Y	snippets/tjjm-gyms-data.liquid
AK	AK	Tonbo Dojo - Alaska Samurai Arts	Big Lake	https://www.facebook.com/AlaskaSamuraiArts	Y			https://www.facebook.com/AlaskaSamuraiArts	HAS_STORED			Y	snippets/tjjm-gyms-data.liquid
AK	AK	The Sword BJJ	Eagle River	https://www.theswordbjj.com/	Y			https://www.theswordbjj.com/	HAS_STORED				snippets/tjjm-gyms-data.liquid
AK	AK	Alaska Krav Maga & Fitness (BJJ program)	Fairbanks	https://akkravmaga.com/programs/brazilian-jiu-jitsu	Y			https://akkravmaga.com/programs/brazilian-jiu-jitsu	HAS_STORED	3501 Lathrop Street Suite D, Fairbanks, AK 99701			snippets/tjjm-gyms-data-44.liquid
AK	AK	Frostbite Vale-tudo	Fairbanks	https://frostbitevaletudo.com/	Y			https://frostbitevaletudo.com/	HAS_STORED				snippets/tjjm-gyms-data.liquid
AK	AK	Revolution BJJ	Fairbanks	https://revolutionalaska.com/	Y			https://revolutionalaska.com/	HAS_STORED				snippets/tjjm-gyms-data.liquid
AK	AK	The International Karate Association & College of the Martial Arts	Fairbanks	https://www.ikaalaska.com/	Y			https://www.ikaalaska.com/	HAS_STORED			Y	snippets/tjjm-gyms-data.liquid
AK	AK	Tribe Jiujitsu Academy	Fairbanks	https://tribebjj.net/?utm_campaign=gmb	Y			https://tribebjj.net/?utm_campaign=gmb	HAS_STORED				snippets/tjjm-gyms-data.liquid
AK	AK	Evolution Jiu Jitsu	Juneau	https://evojj.com/	Y			https://evojj.com/	HAS_STORED				snippets/tjjm-gyms-data.liquid
AK	AK	Ketchikan Jiu-Jitsu	Ketchikan	http://www.ketchikanbjj.com/	Y			http://www.ketchikanbjj.com/	HAS_STORED				snippets/tjjm-gyms-data.liquid
AK	AK	Gracie Jiu-Jitsu North Pole	North Pole	https://www.gracieuniversity.com/Pages/Public/AffiliateDetail	Y			https://www.gracieuniversity.com/Pages/Public/AffiliateDetail	HAS_STORED				snippets/tjjm-gyms-data-44.liquid
AK	AK	Team Caique Jiu-Jitsu Alaska	Palmer	https://cjjusaalaska.com/	Y			https://cjjusaalaska.com/	HAS_STORED				snippets/tjjm-gyms-data.liquid
AK	AK	AK-49 Martial Arts	Soldotna	https://www.ak49martialarts.com/	Y			https://www.ak49martialarts.com/	HAS_STORED				snippets/tjjm-gyms-data.liquid
AK	AK	Alaska Center For The Martial Arts	Wasilla	https://akmartialarts.com/	Y			https://akmartialarts.com/	HAS_STORED			Y	snippets/tjjm-gyms-data.liquid
AK	AK	Shoshindo of Alaska	Wasilla	https://www.facebook.com/ShoshindoOfAK	Y			https://www.facebook.com/ShoshindoOfAK	HAS_STORED			Y	snippets/tjjm-gyms-data.liquid
AL	AL	Ultimate MMA	Albertville		N				NO_W_KEY|RENDERS_BLANK	7020 US-431			snippets/tjjm-gyms-data-18.liquid
AL	AL	Valhalla Jiu-Jitsu & MMA	Alexandria	https://www.valhallamartialarts.com/	Y			https://www.valhallamartialarts.com/	HAS_STORED				snippets/tjjm-gyms-data.liquid
AL	AL	Anniston BJJ	Anniston	https://annistonbjj.com	Y			https://annistonbjj.com	HAS_STORED			Y	snippets/tjjm-gyms-data.liquid
AL	AL	GB Anniston	Anniston	https://getevolutionfit.com	Y			https://getevolutionfit.com	HAS_STORED	905 Noble Street			snippets/tjjm-gyms-data-18.liquid
AL	AL	Athens Jiu Jitsu	Athens	https://www.athensjiujitsu.info/	Y		websites-2		HAS_STORED+BLANKED|RENDERS_BLANK				snippets/tjjm-gyms-data.liquid
AL	AL	WuDang Martial Arts Center	Athens	https://wudangcenter.com/	Y			https://wudangcenter.com/	HAS_STORED			Y	snippets/tjjm-gyms-data.liquid
AL	AL	Auburn Jiu Jitsu	Auburn	https://auburn-jiujitsu.com/	Y			https://auburn-jiujitsu.com/	HAS_STORED				snippets/tjjm-gyms-data.liquid
AL	AL	Auburn MMA	Auburn	http://www.auburnmma.com/	Y			http://www.auburnmma.com/	HAS_STORED	2515 East Glenn commerce Park # 204			snippets/tjjm-gyms-data-18.liquid
AL	AL	10th Planet Birmingham	Birmingham	https://mmabirmingham.com/	Y			https://mmabirmingham.com/	HAS_STORED				snippets/tjjm-gyms-data.liquid
AL	AL	Fight Club Fitness, LLC	Birmingham	https://mmabirmingham.com/Contact	Y			https://mmabirmingham.com/Contact	HAS_STORED				snippets/tjjm-gyms-data.liquid
AL	AL	GB Birmingham	Birmingham	https://gbbhamusa.com	Y			https://gbbhamusa.com	HAS_STORED	4401 4th Ave S			snippets/tjjm-gyms-data-18.liquid
AL	AL	Gracie Barra Greystone	Birmingham	http://www.graciebarragreystone.com	Y			http://www.graciebarragreystone.com	HAS_STORED	5510 Hwy 280 Ste 106			snippets/tjjm-gyms-data-18.liquid
AL	AL	HEROES MARTIAL ARTS ACADEMY	Birmingham	https://www.heroesmma.com/	Y			https://www.heroesmma.com/	HAS_STORED				snippets/tjjm-gyms-data.liquid
AL	AL	Samuel Puccio Brazilian Jiu-Jitsu	Birmingham	https://bhmbjj.com/	Y			https://bhmbjj.com/	HAS_STORED				snippets/tjjm-gyms-data.liquid
AL	AL	The Dojang Martial Arts & Fitness	Birmingham	http://www.thedojanggroup.com/	Y			http://www.thedojanggroup.com/	HAS_STORED	1800 Tin Valley Cir			snippets/tjjm-gyms-data-18.liquid
AL	AL	Brewton Olympic Wrestling and Gracie Jiu Jitsu	Brewton		N				NO_W_KEY|RENDERS_BLANK	110 Blacksher St			snippets/tjjm-gyms-data-18.liquid
AL	AL	Calera Fitness and MMA	Calera	https://www.calerafitness.com/Calera_Fitness_%26_MMA/Home.html	Y		websites-2		HAS_STORED+BLANKED|RENDERS_BLANK				snippets/tjjm-gyms-data.liquid
AL	AL	Gracie Jiu-Jitsu Centreville	Centreville		N				NO_W_KEY|RENDERS_BLANK	1114 Walnut St.			snippets/tjjm-gyms-data-18.liquid
AL	AL	Cobra BJJ Chelsea	Chelsea	https://cobrabjjchelsea.com/	Y			https://cobrabjjchelsea.com/	HAS_STORED				snippets/tjjm-gyms-data.liquid
AL	AL	Ground Strike Grappling	Columbiana	https://groundstrikegrappling.com/	Y			https://groundstrikegrappling.com/	HAS_STORED				snippets/tjjm-gyms-data.liquid
AL	AL	GB Cullman	Cullman	https://gbcullman.com/	Y			https://gbcullman.com/	HAS_STORED				snippets/tjjm-gyms-data-18.liquid
