10th Planet Redland	Redlands	CA	snippets/tjjm-gyms-data-6.liquid
Pinnacle Mixed Martial Arts, Inc.	Redlands	CA	snippets/tjjm-gyms-data-6.liquid
Redlands Jiu Jitsu	Redlands	CA	snippets/tjjm-gyms-data-6.liquid
Black House MMA	Redondo Beach	CA	snippets/tjjm-gyms-data-6.liquid
148 Jiu-Jitsu Academy	Redwood City	CA	snippets/tjjm-gyms-data-6.liquid
Carlos Alberto's MMA & Fitness Center	Rialto	CA	snippets/tjjm-gyms-data-6.liquid
Flawless Victory MMA	Ridgecrest	CA	snippets/tjjm-gyms-data-6.liquid
Charles Gracie Jiu Jitsu Ripon	Ripon	CA	snippets/tjjm-gyms-data-6.liquid
10th Planet Jiu Jitsu Riverside CA	Riverside	CA	snippets/tjjm-gyms-data-6.liquid
Academy Of Striking & Grappling	Riverside	CA	snippets/tjjm-gyms-data-6.liquid
Gracie Barra Riverside Brazilian Jiu-Jitsu Martial Arts	Riverside	CA	snippets/tjjm-gyms-data-6.liquid
Riverside MMA	Riverside	CA	snippets/tjjm-gyms-data-6.liquid
Infinite Jiu-Jitsu	Rocklin	CA	snippets/tjjm-gyms-data-6.liquid
SLL Grappling Academy - Brazilian Jiu-Jitsu (BJJ)	Rocklin	CA	snippets/tjjm-gyms-data-6.liquid
Synergy Jiu-Jitsu Academy	Rocklin	CA	snippets/tjjm-gyms-data-6.liquid
UFC GYM Rocklin	Rocklin	CA	snippets/tjjm-gyms-data-6.liquid
GB Rohnert Park	Rohnert Park	CA	snippets/tjjm-gyms-data-6.liquid
10th Planet Sacramento	Sacramento	CA	snippets/tjjm-gyms-data-6.liquid
Capitol Jiu Jitsu	Sacramento	CA	snippets/tjjm-gyms-data-6.liquid
Logic Jiu Jitsu	Sacramento	CA	snippets/tjjm-gyms-data-6.liquid
Next Generation MMA & Fitness	Sacramento	CA	snippets/tjjm-gyms-data-6.liquid
Sacramento Brazilian Jiu Jitsu Academy - Yemaso BJJ	Sacramento	CA	snippets/tjjm-gyms-data-6.liquid
Sacramento Jiu Jitsu / Jiu-Jitsu Sacramento CA 95822	Sacramento	CA	snippets/tjjm-gyms-data-6.liquid
UFC GYM Sacramento	Sacramento	CA	snippets/tjjm-gyms-data-6.liquid
Urijah Faber's Ultimate Fitness	Sacramento	CA	snippets/tjjm-gyms-data-6.liquid
Salinas Jiu Jitsu & Personal Training	Salinas	CA	snippets/tjjm-gyms-data-6.liquid
Adrenaline MMA Gym	San Bernardino	CA	snippets/tjjm-gyms-data-6.liquid
Cobrinha Brazillian Jiu-Jitsu Academy (San Bernardino, California)	San Bernardino	CA	snippets/tjjm-gyms-data-6.liquid
Fight Strong MMA	San Clemente	CA	snippets/tjjm-gyms-data-6.liquid
GB San Clemente	San Clemente	CA	snippets/tjjm-gyms-data-6.liquid
Guillobel BJJ	San Clemente	CA	snippets/tjjm-gyms-data-6.liquid
4S Brazilian Jiu Jitsu / Jiu-Jitsu San Diego CA 92127	San Diego	CA	snippets/tjjm-gyms-data-6.liquid
Alliance San Diego	San Diego	CA	snippets/tjjm-gyms-data-6.liquid
Atos	San Diego	CA	snippets/tjjm-gyms-data-6.liquid
Boxing Club	San Diego	CA	snippets/tjjm-gyms-data-6.liquid
Clark Gracie Jiu Jitsu Academy	San Diego	CA	snippets/tjjm-gyms-data-6.liquid
Fabio Santos BJJ	San Diego	CA	snippets/tjjm-gyms-data-6.liquid
GB San Diego	San Diego	CA	snippets/tjjm-gyms-data-6.liquid
Legion AJJ	San Diego	CA	snippets/tjjm-gyms-data-6.liquid
Rodrigo Medeiros BJJ	San Diego	CA	snippets/tjjm-gyms-data-6.liquid
The Stronghold JJ	San Diego	CA	snippets/tjjm-gyms-data-6.liquid
Gracie Jiu-Jitsu San Dimas	San Dimas	CA	snippets/tjjm-gyms-data-6.liquid
Bay Jiu-Jitsu	San Francisco	CA	snippets/tjjm-gyms-data-6.liquid
BJJ at 11th Street Dojo by Nayo Fauntes (Clois Silva)	San Francisco	CA	snippets/tjjm-gyms-data-6.liquid
Cesar Gracie Jiu Jitsu	San Francisco	CA	snippets/tjjm-gyms-data-6.liquid
CS Jiu Jitsu Self Defense	San Francisco	CA	snippets/tjjm-gyms-data-6.liquid
El Niño Training Center	San Francisco	CA	snippets/tjjm-gyms-data-6.liquid
Evolve Training Center	San Francisco	CA	snippets/tjjm-gyms-data-6.liquid
Ralston Gracie Jiu Jitsu	San Francisco	CA	snippets/tjjm-gyms-data-6.liquid
Romulo Melo Brazilian Jiu-Jitsu	San Francisco	CA	snippets/tjjm-gyms-data-6.liquid
Studio86 Jiu Jitsu	San Francisco	CA	snippets/tjjm-gyms-data-6.liquid
American Kickboxing Academy	San Jose	CA	snippets/tjjm-gyms-data-6.liquid
Caio Terra Academy	San Jose	CA	snippets/tjjm-gyms-data-6.liquid
Claudio Franca Brazilian Jiu-Jitsu	San Jose	CA	snippets/tjjm-gyms-data-6.liquid
Gloglo Brazilian Jiu-jitsu, Kickboxing & Fitness Academy	San Jose	CA	snippets/tjjm-gyms-data-6.liquid
Guerrilla Jiu-Jitsu Martial Arts Academy	San Jose	CA	snippets/tjjm-gyms-data-6.liquid
I M C Survival Center	San Jose	CA	snippets/tjjm-gyms-data-6.liquid
Knoxx Martial Arts and Fitness	San Jose	CA	snippets/tjjm-gyms-data-6.liquid
Ralph Gracie Jiu Jitsu - San Jose	San Jose	CA	snippets/tjjm-gyms-data-6.liquid
Tribull MMA Center	San Jose	CA	snippets/tjjm-gyms-data-6.liquid
San Lorenzo Brazilian Jiu Jitsu	San Lorenzo	CA	snippets/tjjm-gyms-data-6.liquid
Paragon Brazilian Jiu Jitsu	San Luis Obispo	CA	snippets/tjjm-gyms-data-6.liquid
San Diego Brazilian Jiu-Jitsu & Mixed Martial Arts	San Marcos	CA	snippets/tjjm-gyms-data-6.liquid
10th Planet San Mateo	San Mateo	CA	snippets/tjjm-gyms-data-6.liquid
Charles Gracie San Mateo Academy	San Mateo	CA	snippets/tjjm-gyms-data-6.liquid
San Pedro Fight Club/ Ribeiro Jiu-Jitsu San Pedro	San Pedro	CA	snippets/tjjm-gyms-data-6.liquid
Warrior Brazilian Jiu Jitsu Academy	San Ramon	CA	snippets/tjjm-gyms-data-6.liquid
GB San Ysidro	San Ysidro	CA	snippets/tjjm-gyms-data-6.liquid
10th Planet Jiu Jitsu Costa Mesa	Santa Ana	CA	snippets/tjjm-gyms-data-6.liquid
GB Santa Ana	Santa Ana	CA	snippets/tjjm-gyms-data-6.liquid
Rocknroll Brazilian Jiu Jitsu & Fitness	Santa Ana	CA	snippets/tjjm-gyms-data-6.liquid
Tomacelli Academy: Brazilian Jiu-Jitsu & Mixed Martial Arts	Santa Ana	CA	snippets/tjjm-gyms-data-6.liquid
10th Planet Santa Barbara	Santa Barbara	CA	snippets/tjjm-gyms-data-6.liquid
Gracie Barra BJJ	Santa Barbara	CA	snippets/tjjm-gyms-data-6.liquid
Paragon Academy Jiu Jitsu-Boxing-Kickboxing Gym	Santa Barbara	CA	snippets/tjjm-gyms-data-6.liquid
Ralph Gracie Jiu Jitsu - Santa Clara	Santa Clara	CA	snippets/tjjm-gyms-data-6.liquid
GB Santa Clarita	Santa Clarita	CA	snippets/tjjm-gyms-data-6.liquid
Gracie Jiu-Jitsu Santa Clarita	Santa Clarita	CA	snippets/tjjm-gyms-data-6.liquid
Honor Roll Brazilian Jiu-Jitsu / BJJ Santa Clarita CA 91350	Santa Clarita	CA	snippets/tjjm-gyms-data-6.liquid
Ultra Brazilian Jiu-Jitsu & Mixed Martial Arts Santa Clarita	Santa Clarita	CA	snippets/tjjm-gyms-data-6.liquid
Gracie Jiu-Jitsu Santa Cruz	Santa Cruz	CA	snippets/tjjm-gyms-data-6.liquid
Kaijin MMA / West Cliff Jiu-Jitsu	Santa Cruz	CA	snippets/tjjm-gyms-data-6.liquid
New Breed Mixed Martial Arts & Fitness	Santa Fe Springs	CA	snippets/tjjm-gyms-data-6.liquid
Santa Maria Brazilian Jiu JITSU	Santa Maria	CA	snippets/tjjm-gyms-data-6.liquid
MC Brazilian Jiu Jitsu Club	Santa Monica	CA	snippets/tjjm-gyms-data-6.liquid
West Coast Jiu-Jitsu	Santa Paula	CA	snippets/tjjm-gyms-data-6.liquid
GB Santa Rosa	Santa Rosa	CA	snippets/tjjm-gyms-data-6.liquid
NorCal Fighting Alliance	Santa Rosa	CA	snippets/tjjm-gyms-data-6.liquid
Ringtime Fitness	Santa Rosa	CA	snippets/tjjm-gyms-data-6.liquid
Infinity Brazilian Jiu Jitsu	Santee	CA	snippets/tjjm-gyms-data-6.liquid
Chris Lisciandro’s Street Sports BJJ Club	Sherman Oaks	CA	snippets/tjjm-gyms-data-6.liquid
Valley Martial Arts Center	Sherman Oaks	CA	snippets/tjjm-gyms-data-6.liquid
Brazilian Top Team Long Beach	Signal Hill	CA	snippets/tjjm-gyms-data-6.liquid
Checkmat	Signal Hill	CA	snippets/tjjm-gyms-data-6.liquid
GB Simi Valley	Simi Valley	CA	snippets/tjjm-gyms-data-6.liquid
Watts Brazilian Jiu-Jitsu & Muay Thai Academy	Simi Valley	CA	snippets/tjjm-gyms-data-6.liquid
GB Santa Ynez Valley	Solvang	CA	snippets/tjjm-gyms-data-6.liquid
Sonora MMA Academy	Sonora	CA	snippets/tjjm-gyms-data-6.liquid
Connect Brazilian Jiu Jitsu	South Gate	CA	snippets/tjjm-gyms-data-6.liquid
Stanford BJJ	Stanford	CA	snippets/tjjm-gyms-data-6.liquid
DE LA O Jiu-Jitsu	Stanton	CA	snippets/tjjm-gyms-data-6.liquid
Andre de Freitas Brazilian Jiu-Jitsu / BJJ Stockton CA 95210	Stockton	CA	snippets/tjjm-gyms-data-6.liquid
Ares BJJ Stockton	Stockton	CA	snippets/tjjm-gyms-data-6.liquid
Shingu Fighter	Stockton	CA	snippets/tjjm-gyms-data-6.liquid
Stockton Jiu-Jitsu Academy	Stockton	CA	snippets/tjjm-gyms-data-6.liquid
Gracie Barra Studio City	Studio City	CA	snippets/tjjm-gyms-data-6.liquid
Train 4 Life	Suisun	CA	snippets/tjjm-gyms-data-6.liquid
UFC GYM Sunnyvale	Sunnyvale	CA	snippets/tjjm-gyms-data-6.liquid
Underground MMA and Amador gym and fitness	Sutter Creek	CA	snippets/tjjm-gyms-data-6.liquid
Kaiju MMA & Fitness	Tarzana	CA	snippets/tjjm-gyms-data-6.liquid
Carlson Gracie Wine Country Jiu Jitsu	Temecula	CA	snippets/tjjm-gyms-data-6.liquid
Dan Henderson's Athletic Fitness Center - Formerly Team Quest	Temecula	CA	snippets/tjjm-gyms-data-6.liquid
Lohaki Jiu Jitsu	Temecula	CA	snippets/tjjm-gyms-data-6.liquid
10th Planet Thousand Oaks	Thousand Oaks	CA	snippets/tjjm-gyms-data-6.liquid
GB Thousand Oaks	Thousand Oaks	CA	snippets/tjjm-gyms-data-6.liquid
10th Planet Torrance	Torrance	CA	snippets/tjjm-gyms-data-6.liquid
Excellence School of Jiu-Jitsu South Bay	Torrance	CA	snippets/tjjm-gyms-data-6.liquid
GB Redondo Beach	Torrance	CA	snippets/tjjm-gyms-data-6.liquid
Golden State BJJ	Torrance	CA	snippets/tjjm-gyms-data-6.liquid
Gracie Jiu-Jitsu Academy	Torrance	CA	snippets/tjjm-gyms-data-6.liquid
Gracie University Headquarters	Torrance	CA	snippets/tjjm-gyms-data-6.liquid
UFC GYM Torrance	Torrance	CA	snippets/tjjm-gyms-data-6.liquid
Charles Gracie Jiu-Jitsu Academy Tracy	Tracy	CA	snippets/tjjm-gyms-data-6.liquid
JG Academy - Jiu Jitsu & Fitness	Tracy	CA	snippets/tjjm-gyms-data-6.liquid
Open Mat Academy	Tracy	CA	snippets/tjjm-gyms-data-6.liquid
Turlock Academy Of Jiu-Jitsu	Turlock	CA	snippets/tjjm-gyms-data-6.liquid
One Jiu Jitsu	Tustin	CA	snippets/tjjm-gyms-data-6.liquid
Total MMA Studios	Tustin	CA	snippets/tjjm-gyms-data-6.liquid
The Agoge	Twentynine Palms	CA	snippets/tjjm-gyms-data-6.liquid
Dragon's Den Kajukenbo Club	Union City	CA	snippets/tjjm-gyms-data-6.liquid
Braga Jiu-Jitsu	Upland	CA	snippets/tjjm-gyms-data-6.liquid
GB Upland	Upland	CA	snippets/tjjm-gyms-data-6.liquid
Ralph Gracie Vacaville	Vacaville	CA	snippets/tjjm-gyms-data-6.liquid
Rodrigo Cardoso Brazilian Jiu-Jitsu Academy	Vacaville	CA	snippets/tjjm-gyms-data-6.liquid
Big John Mccarthy's Ultimate Training Gym	Valencia	CA	snippets/tjjm-gyms-data-6.liquid
Julio Juarez Brazilian Jiu-Jitsu	Valencia	CA	snippets/tjjm-gyms-data-6.liquid
Combat Fitness	Vallejo	CA	snippets/tjjm-gyms-data-6.liquid
Gracie Jiu-Jitsu Vallejo	Vallejo	CA	snippets/tjjm-gyms-data-6.liquid
Fight Factory MMA	Valley Village	CA	snippets/tjjm-gyms-data-6.liquid
10th Planet Jiu Jitsu Ventura / BJJ Ventura CA 93001	Ventura	CA	snippets/tjjm-gyms-data-6.liquid
GB Ventura	Ventura	CA	snippets/tjjm-gyms-data-6.liquid
Morumbi Jiu Jitsu & Fitness Academy - Ventura	Ventura	CA	snippets/tjjm-gyms-data-6.liquid
Paragon BJJ	Ventura	CA	snippets/tjjm-gyms-data-6.liquid
Rock And Roll Fight Company	Ventura	CA	snippets/tjjm-gyms-data-6.liquid
Elite Team Visalia Bjj	Visalia	CA	snippets/tjjm-gyms-data-6.liquid
Kajupit MMA & Fitness	Visalia	CA	snippets/tjjm-gyms-data-6.liquid
Outlaw MMA & Fitness	Visalia	CA	snippets/tjjm-gyms-data-6.liquid
Resilience Brazilian Jiu-Jitsu Academy	Visalia	CA	snippets/tjjm-gyms-data-6.liquid
Trifecta MMA/BJJ	Visalia	CA	snippets/tjjm-gyms-data-6.liquid
Gracie Jiu-Jitsu Vista	Vista	CA	snippets/tjjm-gyms-data-6.liquid
North Coast Jiu Jitsu / Jiu Jitsu Vista CA 92084	Vista	CA	snippets/tjjm-gyms-data-6.liquid
Caique Jiu Jitsu Walnut Academy	Walnut	CA	snippets/tjjm-gyms-data-6.liquid
Sampa Brazilian Jiu Jitsu Walnut	Walnut	CA	snippets/tjjm-gyms-data-6.liquid
10th Planet Walnut Creek	Walnut Creek	CA	snippets/tjjm-gyms-data-6.liquid
Champions Fitness Brazilian Jiu-JItsu Muay-Thai & Boxing	West Covina	CA	snippets/tjjm-gyms-data-6.liquid
GB West Covina	West Covina	CA	snippets/tjjm-gyms-data-6.liquid
Untamed Jiu-Jitsu	West Covina	CA	snippets/tjjm-gyms-data-6.liquid
GB West Lancaster	West Lancaster	CA	snippets/tjjm-gyms-data-6.liquid
Buena Vida Jiu Jitsu Academy	West Sacramento	CA	snippets/tjjm-gyms-data-6.liquid
Bas Rutten's Elite MMA	Westlake Village	CA	snippets/tjjm-gyms-data-6.liquid
Osvaldvo Alves Jiu-Jitsu Academy	Westlake Village	CA	snippets/tjjm-gyms-data-6.liquid
10th Planet Whittier	Whittier	CA	snippets/tjjm-gyms-data-6.liquid
GB Whittier	Whittier	CA	snippets/tjjm-gyms-data-6.liquid
GIT Right Sports Performance & MMA (Ralph Gracie Whittier)	Whittier	CA	snippets/tjjm-gyms-data-6.liquid
Gracie Jiu-Jitsu Whittier	Whittier	CA	snippets/tjjm-gyms-data-6.liquid
Tillis Brazilian Jiu Jitsu	Whittier	CA	snippets/tjjm-gyms-data-6.liquid
Carlson Gracie Inland Valley	Wildomar	CA	snippets/tjjm-gyms-data-6.liquid
Gracie Jiu-Jitsu Woodland Hills	Woodland Hills	CA	snippets/tjjm-gyms-data-6.liquid
Jean Jacques Machado Brazilian Jiu Jitsu Academy	Woodland Hills	CA	snippets/tjjm-gyms-data-6.liquid
ZR Brazilian Jiu-jitsu Thousand Oaks / BJJ Thousand Oaks CA 91362	Woodland Hills	CA	snippets/tjjm-gyms-data-6.liquid
GB Yorba Linda	Yorba Linda	CA	snippets/tjjm-gyms-data-6.liquid
GB Yuba City	Yuba City	CA	snippets/tjjm-gyms-data-6.liquid
BloodSpillerBJJ & Caveirinha Jiu Jitsu Academy	Yucaipa	CA	snippets/tjjm-gyms-data-6.liquid
Eagle Brazilian Jiu Jitsu	Yucaipa	CA	snippets/tjjm-gyms-data-6.liquid
10th Planet Jiu Jitsu Allentown	Allentown	PA	snippets/tjjm-gyms-data-22.liquid
Padilla Brazilian Jiu Jitsu	Allentown	PA	snippets/tjjm-gyms-data-22.liquid
Tiger Schulmann's Mixed Martial Arts Allentown	Allentown	PA	snippets/tjjm-gyms-data-22.liquid
Zombie Brazilian Jiu-Jitsu and MMA	Allentown	PA	snippets/tjjm-gyms-data-22.liquid
Pa-Grappling	Altoona	PA	snippets/tjjm-gyms-data-22.liquid
Ataraxis Brazilian Jiu-Jitsu & Self Defense	Ambler	PA	snippets/tjjm-gyms-data-22.liquid
5 Stones Fight Club	Annville	PA	snippets/tjjm-gyms-data-22.liquid
Main Line United Brazilian Jiu-Jitsu	Ardmore	PA	snippets/tjjm-gyms-data-22.liquid
Apgar Mixed Martial Arts	Bath	PA	snippets/tjjm-gyms-data-22.liquid
GB Beaver County	Beaver County	PA	snippets/tjjm-gyms-data-22.liquid
Raptor Academy of Martial Arts	Bellefonte	PA	snippets/tjjm-gyms-data-22.liquid
Ryan Wagner's Martial Arts & Fitness	Bensalem	PA	snippets/tjjm-gyms-data-22.liquid
Jade Studio	Berwyn	PA	snippets/tjjm-gyms-data-22.liquid
10th Planet Jiu-Jitsu Bethlehem	Bethlehem	PA	snippets/tjjm-gyms-data-22.liquid
Inverted Gear Academy	Bethlehem	PA	snippets/tjjm-gyms-data-22.liquid
Tiger Schulmann's Mixed Martial Arts Bethlehem	Bethlehem	PA	snippets/tjjm-gyms-data-22.liquid
No Limits Grappling Academy	Blakely	PA	snippets/tjjm-gyms-data-22.liquid
10th Planet BJJ Bloomsburg at Mid World Martial Arts	Bloomsburg	PA	snippets/tjjm-gyms-data-22.liquid
Bloomsburg Martial Arts Academy	Bloomsburg	PA	snippets/tjjm-gyms-data-22.liquid
World Class Martial Arts	Boothwyn	PA	snippets/tjjm-gyms-data-22.liquid
Hellfish Mixed Martial Arts	Bridgeport	PA	snippets/tjjm-gyms-data-22.liquid
Zezinho's Mota Jiu-Jitsu School	Bridgeville	PA	snippets/tjjm-gyms-data-22.liquid
Keystone Boxing & MMA Gym	Bristol	PA	snippets/tjjm-gyms-data-22.liquid
Keystone Brazilian Jiu-Jitsu & Mixed Martial Arts	Bristol	PA	snippets/tjjm-gyms-data-22.liquid
Gracie Barra Carlisle	Carlisle	PA	snippets/tjjm-gyms-data-22.liquid
Delaware Jiu Jitsu	Chadds Ford	PA	snippets/tjjm-gyms-data-22.liquid
Rosendo Diaz Brazilian Jiu-Jitsu	Chalfont	PA	snippets/tjjm-gyms-data-22.liquid
Clarion MMA	Clarion	PA	snippets/tjjm-gyms-data-22.liquid
Tiger Schulmann's Mixed Martial Arts Colmar	Colmar	PA	snippets/tjjm-gyms-data-22.liquid
Hart Jiu Jitsu, Kickboxing and Mixed Martial Arts	Conshohocken	PA	snippets/tjjm-gyms-data-22.liquid
Rise 8 Training Academy	Coraopolis	PA	snippets/tjjm-gyms-data-22.liquid
Paramount Brazilian Jiu-Jitsu	Downingtown	PA	snippets/tjjm-gyms-data-22.liquid
Combat Fitness Martial Arts	Doylestown	PA	snippets/tjjm-gyms-data-22.liquid
REAKT - Team Renzo Gracie	DuBois	PA	snippets/tjjm-gyms-data-22.liquid
Gracie Sports Team	Dunmore	PA	snippets/tjjm-gyms-data-22.liquid
Scranton MMA	Dunmore	PA	snippets/tjjm-gyms-data-22.liquid
NEPA Mixed Martial Arts	Edwardsville	PA	snippets/tjjm-gyms-data-22.liquid
Ephrata Martial Arts	Ephrata	PA	snippets/tjjm-gyms-data-22.liquid
Lancaster Brazilian Jiu Jitsu	Ephrata	PA	snippets/tjjm-gyms-data-22.liquid
Crush Crew Jiu Jitsu	Erdenheim	PA	snippets/tjjm-gyms-data-22.liquid
Mata Leão Jiu-Jitsu	Erie	PA	snippets/tjjm-gyms-data-22.liquid
Grindhouse MMA & Fitness	Feasterville-Trevose	PA	snippets/tjjm-gyms-data-22.liquid
Tiger Schulmann's Mixed Martial Arts Feasterville	Feasterville-Trevose	PA	snippets/tjjm-gyms-data-22.liquid
Quintella MMA	Folsom	PA	snippets/tjjm-gyms-data-22.liquid
Tsunami Academy of Martial Arts	Gettysburg	PA	snippets/tjjm-gyms-data-22.liquid
Sentry Jiu-Jitsu	Gilbertsville	PA	snippets/tjjm-gyms-data-22.liquid
Fundamental Jiujitsu	Glenside	PA	snippets/tjjm-gyms-data-22.liquid
Tactical Combat Academy MMA - Greencastle	Greencastle	PA	snippets/tjjm-gyms-data-22.liquid
High Ground Jiu-Jitsu	Greensburg	PA	snippets/tjjm-gyms-data-22.liquid
Pennsylvania Combat Sports	Greensburg	PA	snippets/tjjm-gyms-data-22.liquid
Deep Water Brazilian Jiu Jitsu	Harrisburg	PA	snippets/tjjm-gyms-data-22.liquid
Harrisburg Mixed Martial Arts	Harrisburg	PA	snippets/tjjm-gyms-data-22.liquid
Saga BJJ	Hatboro	PA	snippets/tjjm-gyms-data-22.liquid
Renzo Gracie Pennsylvania	Hatfield	PA	snippets/tjjm-gyms-data-22.liquid
Spear Jiu Jitsu	Havertown	PA	snippets/tjjm-gyms-data-22.liquid
Hermitage Brazilian Jiu Jitsu	Hermitage	PA	snippets/tjjm-gyms-data-22.liquid
East Montgomery Martial Arts	Horsham	PA	snippets/tjjm-gyms-data-22.liquid
Tiger Schulmann's Mixed Martial Arts Horsham	Horsham	PA	snippets/tjjm-gyms-data-22.liquid
Complete Martial Arts Club of Hershey	Hummelstown	PA	snippets/tjjm-gyms-data-22.liquid
Kozma Brazilian Jiu-Jitsu	Huntingdon Valley	PA	snippets/tjjm-gyms-data-22.liquid
Elite Combative Systems	Indiana	PA	snippets/tjjm-gyms-data-22.liquid
Brazilian Jiu-Jitsu United	Jenkintown	PA	snippets/tjjm-gyms-data-22.liquid
Flood City JiuJitsu	Johnstown	PA	snippets/tjjm-gyms-data-22.liquid
Algeo MMA and Kickboxing	King of Prussia	PA	snippets/tjjm-gyms-data-22.liquid
Green Jiu Jitsu	King of Prussia	PA	snippets/tjjm-gyms-data-22.liquid
Precision Jiu-Jitsu	King of Prussia	PA	snippets/tjjm-gyms-data-22.liquid
Achieve Jiu Jitsu Academy	Lancaster	PA	snippets/tjjm-gyms-data-22.liquid
Gracie 717	Lancaster	PA	snippets/tjjm-gyms-data-22.liquid
Jiu Jitsu One	Lancaster	PA	snippets/tjjm-gyms-data-22.liquid
UFC GYM Lancaster	Lancaster	PA	snippets/tjjm-gyms-data-22.liquid
MPR Endurance MMA	Langhorne	PA	snippets/tjjm-gyms-data-22.liquid
ONEPUNCH Boxing and MMA Jujitsu Gym	Langhorne	PA	snippets/tjjm-gyms-data-22.liquid
UFC GYM Lansdale	Lansdale	PA	snippets/tjjm-gyms-data-22.liquid
Ground Zero Pittsburgh	Latrobe	PA	snippets/tjjm-gyms-data-22.liquid
All-American MMA Academy	Lemont Furnace	PA	snippets/tjjm-gyms-data-22.liquid
Harrisburg Brazilian Jiu Jitsu and Judo	Lemoyne	PA	snippets/tjjm-gyms-data-22.liquid
Ramsey Academy of Martial Arts	Lewisburg	PA	snippets/tjjm-gyms-data-22.liquid
Dragon Gym Malvern	Malvern	PA	snippets/tjjm-gyms-data-22.liquid
Elite Edge Boxing & Jiu Jitsu	Malvern	PA	snippets/tjjm-gyms-data-22.liquid
Competitive Edge Martial Arts	Maple Glen	PA	snippets/tjjm-gyms-data-22.liquid
House of Arts Jiu Jitsu	Media	PA	snippets/tjjm-gyms-data-22.liquid
Armezzani Jiu Jitsu Academy	Monaca	PA	snippets/tjjm-gyms-data-22.liquid
Octane Martial Arts	Monongahela	PA	snippets/tjjm-gyms-data-22.liquid
Good Vibes Brazilian Jiu Jitsu	Morrisville	PA	snippets/tjjm-gyms-data-22.liquid
The Vault Jiu Jitsu	Morton	PA	snippets/tjjm-gyms-data-22.liquid
Miloki Flow Jiu Jitsu & Movement	Narberth	PA	snippets/tjjm-gyms-data-22.liquid
