Renzo Gracie Jersey City	Jersey City	NJ	snippets/tjjm-gyms-data-19.liquid
Survival Fitness	Jersey City	NJ	snippets/tjjm-gyms-data-19.liquid
Team Endurance MMA/ Brazilian JiuJitsu & Kickboxing Academy	Jersey City	NJ	snippets/tjjm-gyms-data-19.liquid
Tiger Schulmann's Martial Arts Jersey City NJ	Jersey City	NJ	snippets/tjjm-gyms-data-19.liquid
Bataille Jiu Jitsu Academy	Kinnelon	NJ	snippets/tjjm-gyms-data-19.liquid
North Jersey Mixed Martial Arts	Lafayette	NJ	snippets/tjjm-gyms-data-19.liquid
Tiger Schulmann's Martial Arts Princeton	Lawrence Township	NJ	snippets/tjjm-gyms-data-19.liquid
Pinelands Brazilian Jiu-Jitsu	Little Egg Harbor Township	NJ	snippets/tjjm-gyms-data-19.liquid
Rising MMA	Little Ferry	NJ	snippets/tjjm-gyms-data-19.liquid
Amorosi's Mixed Martial Arts	Livingston	NJ	snippets/tjjm-gyms-data-19.liquid
Anaconda Brazilian Jiu Jitsu & MMA Academy	Lyndhurst	NJ	snippets/tjjm-gyms-data-19.liquid
Subforce BJJ	Lyndhurst	NJ	snippets/tjjm-gyms-data-19.liquid
Gorilla Martial Arts	Mahwah	NJ	snippets/tjjm-gyms-data-19.liquid
Renzo Gracie Ramapo Valley	Mahwah	NJ	snippets/tjjm-gyms-data-19.liquid
Outlawz Fitness	Manalapan Township	NJ	snippets/tjjm-gyms-data-19.liquid
Red Dragon Martial Arts Academy	Manville	NJ	snippets/tjjm-gyms-data-19.liquid
The Inferno Training and Performance Center	Marlboro	NJ	snippets/tjjm-gyms-data-19.liquid
Matawan School Of Martial Arts	Matawan	NJ	snippets/tjjm-gyms-data-19.liquid
Lentz Mixed Martial Arts and Boxing	Mays Landing	NJ	snippets/tjjm-gyms-data-19.liquid
All In BJJ	Middlesex	NJ	snippets/tjjm-gyms-data-19.liquid
Zealous Nation MMA	Middlesex	NJ	snippets/tjjm-gyms-data-19.liquid
Renzo Gracie Middletown	Middletown Township	NJ	snippets/tjjm-gyms-data-19.liquid
Puzon Jiu Jitsu	Milltown	NJ	snippets/tjjm-gyms-data-19.liquid
Fatjo's Mixed Martial Arts	Morganville	NJ	snippets/tjjm-gyms-data-19.liquid
Jbm Brazilian Jiu-Jitsu Academy	Mt. Holly	NJ	snippets/tjjm-gyms-data-19.liquid
Asbury Park Jiu Jitsu	Neptune City	NJ	snippets/tjjm-gyms-data-19.liquid
Madhouse Academy	Neptune City	NJ	snippets/tjjm-gyms-data-19.liquid
Southpaw Gym - Boxing, Muay Thai, Mixed Martial Arts	Neptune City	NJ	snippets/tjjm-gyms-data-19.liquid
Ironbound Fight Club	Newark	NJ	snippets/tjjm-gyms-data-19.liquid
Team Jucao Newark Brazilian Jiu Jitsu	Newark	NJ	snippets/tjjm-gyms-data-19.liquid
Anaconda Brazilian Jiu-Jitsu North Bergen	North Bergen	NJ	snippets/tjjm-gyms-data-19.liquid
Advanced Martial Arts	North Brunswick Township	NJ	snippets/tjjm-gyms-data-19.liquid
Garry Tonon Jiu Jitsu	North Brunswick Township	NJ	snippets/tjjm-gyms-data-19.liquid
UFC GYM North Brunswick	North Brunswick Township	NJ	snippets/tjjm-gyms-data-19.liquid
Hibiscus Brazilian Jiu-Jitsu	North Haledon	NJ	snippets/tjjm-gyms-data-19.liquid
Believe MMA	North Plainfield	NJ	snippets/tjjm-gyms-data-19.liquid
Tiger Schulmann's Martial Arts North Plainfield NJ	North Plainfield	NJ	snippets/tjjm-gyms-data-19.liquid
Spartan Mixed Martial Arts	Ocean Township	NJ	snippets/tjjm-gyms-data-19.liquid
Rolles Gracie Academy	Old Bridge	NJ	snippets/tjjm-gyms-data-19.liquid
Strategic Combat Academy	Old Bridge	NJ	snippets/tjjm-gyms-data-19.liquid
Tiger Schulmann's Martial Arts Paramus NJ	Paramus	NJ	snippets/tjjm-gyms-data-19.liquid
UFC GYM Paramus	Paramus	NJ	snippets/tjjm-gyms-data-19.liquid
Kao Muay Thai	Pennsauken Township	NJ	snippets/tjjm-gyms-data-19.liquid
Gracie Jiu-Jitsu Phillipsburg	Phillipsburg	NJ	snippets/tjjm-gyms-data-19.liquid
Bill Scott BJJ Shore Academy	Point Pleasant	NJ	snippets/tjjm-gyms-data-19.liquid
Gracie Barra North Princeton Brazilian Jiu Jitsu and Self Defense	Princeton	NJ	snippets/tjjm-gyms-data-19.liquid
Princeton Academy Of Martial Arts	Princeton Junction	NJ	snippets/tjjm-gyms-data-19.liquid
Bergen County Brazilian Jiu-Jitsu	Ramsey	NJ	snippets/tjjm-gyms-data-19.liquid
Bill Stevens Karate	Ramsey	NJ	snippets/tjjm-gyms-data-19.liquid
Tiger Schulmann's Martial Arts Ramsey NJ	Ramsey	NJ	snippets/tjjm-gyms-data-19.liquid
Tiger Schulmann's Martial Arts Randolph NJ	Randolph	NJ	snippets/tjjm-gyms-data-19.liquid
Garden State Brazilian Jiu-Jitsu Academy	Red Bank	NJ	snippets/tjjm-gyms-data-19.liquid
Tiger Schulmann's Martial Arts Red Bank NJ	Red Bank	NJ	snippets/tjjm-gyms-data-19.liquid
Tribe MMA Ridgefield	Ridgefield	NJ	snippets/tjjm-gyms-data-19.liquid
Cape May Brazilian Jiu Jitsu	Rio Grande	NJ	snippets/tjjm-gyms-data-19.liquid
Ricardo Almeida Brazilian Jiu-Jitsu	Robbinsville Twp	NJ	snippets/tjjm-gyms-data-19.liquid
Pure Mixed Martial Arts	Rockaway	NJ	snippets/tjjm-gyms-data-19.liquid
Gael Force Jiu Jitsu	Roxbury Township	NJ	snippets/tjjm-gyms-data-19.liquid
Silver Fox Brazilian Jiu-Jitsu Academy	Saddle Brook	NJ	snippets/tjjm-gyms-data-19.liquid
The Edge Ultimate Martial Arts	Saddle Brook	NJ	snippets/tjjm-gyms-data-19.liquid
Yeti MMA	Scotch Plains	NJ	snippets/tjjm-gyms-data-19.liquid
Tiger Schulmann's Martial Arts Short Hills NJ	Short Hills	NJ	snippets/tjjm-gyms-data-19.liquid
Zephyr Performance Training	Shrewsbury	NJ	snippets/tjjm-gyms-data-19.liquid
Wolf Brazilian Jiu Jitsu	Sicklerville	NJ	snippets/tjjm-gyms-data-19.liquid
New Journey MMA Somerset NJ	Somerset	NJ	snippets/tjjm-gyms-data-19.liquid
Lionheart MMA	South Amboy	NJ	snippets/tjjm-gyms-data-19.liquid
Advantage MMA	South Pennsauken	NJ	snippets/tjjm-gyms-data-19.liquid
Sussex County Mixed Martial Arts	Sparta	NJ	snippets/tjjm-gyms-data-19.liquid
Stafford Mixed Martial Arts	Stafford Township	NJ	snippets/tjjm-gyms-data-19.liquid
Core Brazilian Jiu Jitsu Academy	Stanhope	NJ	snippets/tjjm-gyms-data-19.liquid
Touro MMA	Stockholm	NJ	snippets/tjjm-gyms-data-19.liquid
Echo Alpha Gracie Jiu Jitsu	Succasunna	NJ	snippets/tjjm-gyms-data-19.liquid
Martial Maxx MMA	Teterboro	NJ	snippets/tjjm-gyms-data-19.liquid
Checkmates Boxing and MMA Striking Skills	Toms River	NJ	snippets/tjjm-gyms-data-19.liquid
Girl Fight Martial Arts Center	Toms River	NJ	snippets/tjjm-gyms-data-19.liquid
Madama Jiu-Jitsu Academy	Toms River	NJ	snippets/tjjm-gyms-data-19.liquid
Training Center Of New Jersey	Toms River	NJ	snippets/tjjm-gyms-data-19.liquid
NJ United Mixed Martial Arts	Totowa	NJ	snippets/tjjm-gyms-data-19.liquid
Loyalty BJJ	Township of Washington	NJ	snippets/tjjm-gyms-data-19.liquid
AllStar BJJ/MMA Training	Union	NJ	snippets/tjjm-gyms-data-19.liquid
Elijah Brazilian Jiu Jitsu	Union	NJ	snippets/tjjm-gyms-data-19.liquid
Sheridan Brazillian Jiu Jitsu	Vauxhall	NJ	snippets/tjjm-gyms-data-19.liquid
Legion Mixed Martial Arts	Vineland	NJ	snippets/tjjm-gyms-data-19.liquid
The Shark Tank BJJ	Vineland	NJ	snippets/tjjm-gyms-data-19.liquid
US Martial Arts Academy Inc	Vineland	NJ	snippets/tjjm-gyms-data-19.liquid
Rival Jiu-Jitsu	Waldwick	NJ	snippets/tjjm-gyms-data-19.liquid
Kurt Pellegrino MMA	Wall Township	NJ	snippets/tjjm-gyms-data-19.liquid
Esoteric Jiu Jitsu Academy	Washington	NJ	snippets/tjjm-gyms-data-19.liquid
Tiger Schulmann's Martial Arts Wayne NJ	Wayne	NJ	snippets/tjjm-gyms-data-19.liquid
Up Top Martial Arts Academy	Wayne	NJ	snippets/tjjm-gyms-data-19.liquid
White Tiger Martial Arts	Wayne	NJ	snippets/tjjm-gyms-data-19.liquid
Rolles Gracie Academy - Long Branch Jiu Jitsu & Muay Thai	West Long Branch	NJ	snippets/tjjm-gyms-data-19.liquid
High Impact Martial Arts	West New York	NJ	snippets/tjjm-gyms-data-19.liquid
BeltQuest Jiu Jitsu	West Orange	NJ	snippets/tjjm-gyms-data-19.liquid
Tiger Schulmann's Martial Arts West Orange NJ	West Orange	NJ	snippets/tjjm-gyms-data-19.liquid
Close Quarters Brazilian Jiu Jitsu	Westville	NJ	snippets/tjjm-gyms-data-19.liquid
Training Grounds MMA & Gjj	Westwood	NJ	snippets/tjjm-gyms-data-19.liquid
Gym-Jitsu Mobile Martial Arts	Whippany	NJ	snippets/tjjm-gyms-data-19.liquid
Whippany Athletic Club	Whippany	NJ	snippets/tjjm-gyms-data-19.liquid
Brazen Martial Arts	Windsor	NJ	snippets/tjjm-gyms-data-19.liquid
Driven Gym	Woodbridge	NJ	snippets/tjjm-gyms-data-19.liquid
Camal Judo	Woodland	NJ	snippets/tjjm-gyms-data-19.liquid
Extreme Fight Club	Woodland Park	NJ	snippets/tjjm-gyms-data-19.liquid
Revolutionary Fitness & MMA	Abilene	TX	snippets/tjjm-gyms-data-7.liquid
Zombie Brazilian Jiu-Jitsu and MMA	Abilene	TX	snippets/tjjm-gyms-data-7.liquid
Guy Mezger's Fs Martial Arts	Addison	TX	snippets/tjjm-gyms-data-7.liquid
Gracie Jiu-Jitsu Adkins	Adkins	TX	snippets/tjjm-gyms-data-7.liquid
Checkmat BJJ Allen - Texas	Allen	TX	snippets/tjjm-gyms-data-7.liquid
John Machado Brazilian Jiu-Jitsu	Allen	TX	snippets/tjjm-gyms-data-7.liquid
Legacy Brazilian Jiu Jitsu	Allen	TX	snippets/tjjm-gyms-data-7.liquid
Soul Fighters Martial Arts Training Center - Allen	Allen	TX	snippets/tjjm-gyms-data-7.liquid
Still Waters Brazilian Jiu Jitsu	Alvin	TX	snippets/tjjm-gyms-data-7.liquid
Submission Boxing Academy	Alvin	TX	snippets/tjjm-gyms-data-7.liquid
Guetho Texas BJJ	Amarillo	TX	snippets/tjjm-gyms-data-7.liquid
Bushido Martial Arts Academy	Arlington	TX	snippets/tjjm-gyms-data-7.liquid
Independent Brazilian Jiu Jitsu, Arlington	Arlington	TX	snippets/tjjm-gyms-data-7.liquid
Team One Mixed Martial Arts	Arlington	TX	snippets/tjjm-gyms-data-7.liquid
Texas Self Defense Academy	Arlington	TX	snippets/tjjm-gyms-data-7.liquid
Austin Fitness Martial Arts - Now is THE VOID MArtial Arts	Austin	TX	snippets/tjjm-gyms-data-7.liquid
Austin Jiu-Jitsu	Austin	TX	snippets/tjjm-gyms-data-7.liquid
Austin Martial Arts Academy	Austin	TX	snippets/tjjm-gyms-data-7.liquid
Brazilian Fight Factory	Austin	TX	snippets/tjjm-gyms-data-7.liquid
Claunch Academy of Brazilian Jiu-Jitsu	Austin	TX	snippets/tjjm-gyms-data-7.liquid
GB Dripping Springs	Austin	TX	snippets/tjjm-gyms-data-7.liquid
GB Westlake	Austin	TX	snippets/tjjm-gyms-data-7.liquid
Mario Esfiha Brazilian Jiu Jitsu Austin - Brasa Team	Austin	TX	snippets/tjjm-gyms-data-7.liquid
Paragon Jiu-Jitsu Academy - Austin	Austin	TX	snippets/tjjm-gyms-data-7.liquid
Veterans Jiu-Jitsu	Austin	TX	snippets/tjjm-gyms-data-7.liquid
TMAC Tipton Martial Arts Club	Azle	TX	snippets/tjjm-gyms-data-7.liquid
Insight BJJ	Bastrop	TX	snippets/tjjm-gyms-data-7.liquid
Insight BJJ Bastrop – Team Renzo Gracie	Bastrop	TX	snippets/tjjm-gyms-data-7.liquid
Elite MMA Baytown	Baytown	TX	snippets/tjjm-gyms-data-7.liquid
10th Planet Jiu Jitsu Beaumont	Beaumont	TX	snippets/tjjm-gyms-data-7.liquid
TPC Brazilian Jiu-Jitsu & MMA	Beaumont	TX	snippets/tjjm-gyms-data-7.liquid
Carlos Machado Jiu-Jitsu Mid Cities	Bedford	TX	snippets/tjjm-gyms-data-7.liquid
DFW Personal Training and Self Defense	Bedford	TX	snippets/tjjm-gyms-data-7.liquid
Ironside Martial Arts	Bedford	TX	snippets/tjjm-gyms-data-7.liquid
MACBJJ (Marcos Cerqueira BJJ/Brazil-021 Houston)	Bellaire	TX	snippets/tjjm-gyms-data-7.liquid
Pablo Silva Brazilian Jiu Jitsu HQ	Bellaire	TX	snippets/tjjm-gyms-data-7.liquid
Grapplers Lair	Belton	TX	snippets/tjjm-gyms-data-7.liquid
Virtue Brazilian Jiu Jitsu	Belton	TX	snippets/tjjm-gyms-data-7.liquid
Warlord MMA	Big Spring	TX	snippets/tjjm-gyms-data-7.liquid
GB Boerne	Boerne	TX	snippets/tjjm-gyms-data-7.liquid
Grind House Training Facility	Boerne	TX	snippets/tjjm-gyms-data-7.liquid
Gracie Barra Brownsville	Brownsville	TX	snippets/tjjm-gyms-data-7.liquid
Gracie Barra Buda	Buda	TX	snippets/tjjm-gyms-data-7.liquid
Gustavo Machdo Brazilian Jiu-Jitsu - Texas (GMBJJTX)	Bulverde	TX	snippets/tjjm-gyms-data-7.liquid
Inochi Mixed Martial Arts Academy - Paul Haben	Bulverde	TX	snippets/tjjm-gyms-data-7.liquid
GB Burleson	Burleson	TX	snippets/tjjm-gyms-data-7.liquid
10th Planet North Dallas	Carrollton	TX	snippets/tjjm-gyms-data-7.liquid
Carlos Machado Jiu-Jitsu	Carrollton	TX	snippets/tjjm-gyms-data-7.liquid
Gameness Sports	Carrollton	TX	snippets/tjjm-gyms-data-7.liquid
Gracie Barra Carrollton	Carrollton	TX	snippets/tjjm-gyms-data-7.liquid
Hicks MMA	Carrollton	TX	snippets/tjjm-gyms-data-7.liquid
Star Jiu Jitsu	Carrollton	TX	snippets/tjjm-gyms-data-7.liquid
Trainers Elite	Carrollton	TX	snippets/tjjm-gyms-data-7.liquid
GB Cedar Hill	Cedar Hill	TX	snippets/tjjm-gyms-data-7.liquid
Magness Brazilian Jiu-Jitsu Martial Arts Academy	Cedar Hill	TX	snippets/tjjm-gyms-data-7.liquid
GKX Martial Arts	Cedar Park	TX	snippets/tjjm-gyms-data-7.liquid
Gracie Barra Cedar Park	Cedar Park	TX	snippets/tjjm-gyms-data-7.liquid
Nunan's Martial Arts	Cedar Park	TX	snippets/tjjm-gyms-data-7.liquid
The Mat Martial Arts & Fitness	Cedar Park	TX	snippets/tjjm-gyms-data-7.liquid
Brazos Valley Mixed Martial Arts	College Station	TX	snippets/tjjm-gyms-data-7.liquid
GB College Station	College Station	TX	snippets/tjjm-gyms-data-7.liquid
JJ Machado DFW	Colleyville	TX	snippets/tjjm-gyms-data-7.liquid
Ares BRAZILIAN JIU-JITSU	Conroe	TX	snippets/tjjm-gyms-data-7.liquid
Carlson Gracie Houston	Conroe	TX	snippets/tjjm-gyms-data-7.liquid
Endure Cross- Training	Conroe	TX	snippets/tjjm-gyms-data-7.liquid
EnergyFIT Mixed Martial Arts & Fitness	Conroe	TX	snippets/tjjm-gyms-data-7.liquid
Gracie Humaita Conroe	Conroe	TX	snippets/tjjm-gyms-data-7.liquid
Infinitum Jiu Jitsu Academy - PSBJJ Lake Conroe	Conroe	TX	snippets/tjjm-gyms-data-7.liquid
Absolute Self Defense Academy	Copperas Cove	TX	snippets/tjjm-gyms-data-7.liquid
Jiu Jitsu Tech Mix martial arts and fitness	Corinth	TX	snippets/tjjm-gyms-data-7.liquid
Risen Jiu-Jitsu and Fitness	Corinth	TX	snippets/tjjm-gyms-data-7.liquid
Full Contact Fight Academy	Corpus Christi	TX	snippets/tjjm-gyms-data-7.liquid
Gracie Allegiance Jiu Jitsu/ APrx Fitness	Corpus Christi	TX	snippets/tjjm-gyms-data-7.liquid
Gracie Barra Brazilian Jiu Jitsu	Corpus Christi	TX	snippets/tjjm-gyms-data-7.liquid
Hardstyle KBJJ	Corpus Christi	TX	snippets/tjjm-gyms-data-7.liquid
Lumampao Martial Arts	Corpus Christi	TX	snippets/tjjm-gyms-data-7.liquid
Presa Brazillian Jiu-Jitsu	Corpus Christi	TX	snippets/tjjm-gyms-data-7.liquid
Renzo Gracie	Corpus Christi	TX	snippets/tjjm-gyms-data-7.liquid
South texas fight academy	Corpus Christi	TX	snippets/tjjm-gyms-data-7.liquid
Xtreme MMA	Corpus Christi	TX	snippets/tjjm-gyms-data-7.liquid
GB Cypress	Cypress	TX	snippets/tjjm-gyms-data-7.liquid
Team Tooke Mixed Martial Arts Cypress	Cypress	TX	snippets/tjjm-gyms-data-7.liquid
144 Academy Jiu Jitsu/Self-Defense/Fitness	Dallas	TX	snippets/tjjm-gyms-data-7.liquid
5 Elements Studio- Jiu-Jitsu & Fitness	Dallas	TX	snippets/tjjm-gyms-data-7.liquid
Dallas Jiu-Jitsu	Dallas	TX	snippets/tjjm-gyms-data-7.liquid
GracieOne Academy	Dallas	TX	snippets/tjjm-gyms-data-7.liquid
Peak Performance Decatur Brazilian Jiu-Jitsu	Decatur	TX	snippets/tjjm-gyms-data-7.liquid
Atos Jiu-Jitsu Houston	Deer Park	TX	snippets/tjjm-gyms-data-7.liquid
CEV Athletics	Deer Park	TX	snippets/tjjm-gyms-data-7.liquid
Virtues Jiu-Jitsu Self Defense	Deer Park	TX	snippets/tjjm-gyms-data-7.liquid
Texas Elite MMA	Denton	TX	snippets/tjjm-gyms-data-7.liquid
Furia Training Center MMA & BJJ	Dickinson	TX	snippets/tjjm-gyms-data-7.liquid
JJ Machado Austin Jiujitsu	Dripping Springs	TX	snippets/tjjm-gyms-data-7.liquid
Brazilian Jiu Jitsu and Sambo - Koulikov Grappling Academy	Edinburg	TX	snippets/tjjm-gyms-data-7.liquid
SOTX BJJ (South Texas Brazilian Jiu Jitsu)	Edinburg	TX	snippets/tjjm-gyms-data-7.liquid
10th Planet El Paso	El Paso	TX	snippets/tjjm-gyms-data-7.liquid
Bushido MMA and BJJ Academy	El Paso	TX	snippets/tjjm-gyms-data-7.liquid
El Paso Jiujitsu / Jiu-Jitsu El Paso TX 79936	El Paso	TX	snippets/tjjm-gyms-data-7.liquid
GB East El Paso	El Paso	TX	snippets/tjjm-gyms-data-7.liquid
GB El Paso	El Paso	TX	snippets/tjjm-gyms-data-7.liquid
Roots Jiu Jitsu Club	El Paso	TX	snippets/tjjm-gyms-data-7.liquid
Warriors Lair MMA	El Paso	TX	snippets/tjjm-gyms-data-7.liquid
FXMMA - Brazilian Jiu-Jitsu - Wrestling - Boxing	Euless	TX	snippets/tjjm-gyms-data-7.liquid
Sloth BJJ	Euless	TX	snippets/tjjm-gyms-data-7.liquid
North Texas Mixed Martial Arts	Flower Mound	TX	snippets/tjjm-gyms-data-7.liquid
WolfPack MMA Forney	Forney	TX	snippets/tjjm-gyms-data-7.liquid
Fitness Fight Factory Haslet	Fort Worth	TX	snippets/tjjm-gyms-data-7.liquid
Frequency BJJ & Fitness	Fort Worth	TX	snippets/tjjm-gyms-data-7.liquid
Marcos Santos Academy	Fort Worth	TX	snippets/tjjm-gyms-data-7.liquid
