id	region	city	name	stored_w	why_blank
48	FL	Naples	Gracie Barra – Naples	http://www.graciebarranaples.com/	override blanks it
49	FL	North Miami Beach	Gracie Jiu-Jitsu North Miami Beach		no w key
50	FL	North Palm Beach	Gracie Jiu-Jitsu North Palm Beach		no w key
51	FL	Ocala	GTK Academy of Martial Arts	https://gtkacademy.com/	override blanks it
52	FL	Ocala	Ocala Brazilian Jiu Jitsu Academy		no w key
53	FL	Ocoee	Gracie Jiu-Jitsu Ocoee		no w key
54	FL	Orange City	Orange City Academy Of Mixed Martial Arts	http://theacademyofmma.com/	override blanks it
55	FL	Orange City	USD & MMA Fitness	http://www.mmagetfit.com/	override blanks it
56	FL	Orlando	Alliance Jiu Jitsu Orlando	https://alliancejiujitsuorlando.com	override blanks it
57	FL	Orlando	Ronin Training Center Orlando	https://www.roninorlandofl.com/	override blanks it
58	FL	Orlando	GB Palm Coast		no w key
59	FL	Orlando	Gracie Jiu-Jitsu Orlando		no w key
60	FL	Ormond Beach	Trident Jiu Jitsu		no w key
61	FL	Oxford	Robson Moura Jiu-Jitsu	http://www.usajujitsu.net/	override blanks it
62	FL	Pensacola	Team Remedy	https://teamremedymma.com/	override blanks it
63	FL	Pine Hills	Team Gladiator MMA & Fitness		no w key
64	FL	Plantation	Kumite Martial Arts	http://www.kumitemartialarts.com/	override blanks it
65	FL	Port Orange	Fight Sports Daytona	https://www.fightsportsdaytona.com/freetrial	override blanks it
66	FL	Sanford	Cogito Jiu Jitsu	http://cogitojiujitsu.com/	override blanks it
67	FL	Sarasota	BJJ Academy Of Sarasota (wbjja)	http://www.wbjja.com/	override blanks it
68	FL	Sebring	GB Sebring		no w key
69	FL	St. Augustine	GB Saint Augustine	https://gbsaintaugustine.com/	override blanks it
70	FL	St. Cloud	Full Circle MMA	http://www.nucfl.com/	override blanks it
71	FL	St. Petersburg	Elite Training Center	http://www.elitetraininginc.com/	override blanks it
72	FL	St. Petersburg	Synergy Martial Arts and Fitness	http://synergymartialarts.fitness/	override blanks it
73	FL	Stuart	Fist Factory	http://www.thefistfactory.com/	override blanks it
74	FL	Stuart	GB Stuart		no w key
75	FL	Sunrise	American Tigers Martial Arts	https://americantigers.com/	override blanks it
76	FL	Tarpon Springs	New Port Richey Jiu-jitsu Academy	http://nprbjj.com/	override blanks it
77	FL	Vero Beach	American Top Team – Vero Beach	http://www.attverobeach.com/	override blanks it
78	FL	Vero Beach	Gracie Martial Arts – Vero Beach	http://www.graciemartialartsverobeach.com	override blanks it
79	FL	Vero Beach	Renato Tavares Assoc HQ	http://www.legacymmausa.com/	override blanks it
80	FL	West Melbourne	GB Melbourne		no w key
81	FL	West Palm Beach	GB West Palm Beach	http://gbwestpalmbeach.com/	override blanks it
82	FL	West Palm Beach	Hands Down Martial Arts	http://www.wpbmma.com/	override blanks it
83	FL	Weston	Vprok MMA Academy	http://www.vprokmma.com/United_States.html	override blanks it
84	FL	Wildwood	USA Jiu-Jitsu	http://www.usajujitsu.net/	override blanks it
85	NC	Wilmington	Ethos BJJ	https://ubjjnc.com/	override blanks it
86	NL	Labrador City	Labrador City BJJ	https://www.novauniao.ca/lab-city	dead link, no override
87	QC	Laval	Action & Reaction MMA	https://actionreactionmma.ca	override blanks it
88	TX	Bedford	Ironside Martial Arts	http://www.ironsidemartialarts.com/	override blanks it
