id	region	city	name	stored_w	current_override	override_file	new_w	verified	note
60	LA	Ruston	Triad Martial Arts Academy of Ruston			NEW	https://www.triadmartialartsruston.com/	PASS	Site shows 2321 S Vienna St, Ruston LA 71270, phone 318-513-3828, and named adult, women's and kids BJJ plus Judo classes.
74	NJ	Denville	Real World Martial Arts Team Renzo Gracie	http://rwmma.com/		websites-2	https://renzograciedenville.com	PASS_WITH_CAVEAT	Site is Renzo Gracie Denville at 56 Broadway, Denville NJ 07834, 973-625-9444, Facebook handle TeamRenzoGracieDenville; it never documents the rename or the move from the older Denville address.
78	NJ	Elizabeth	Team Jucão Elizabeth Brazilian Jiu Jitsu BJJ			NEW	https://www.teamjucaoacademy.com/locations	PASS	Locations page lists Team Jucao Elizabeth, Coach Anderson De Paula, 942 Monroe Avenue, Elizabeth NJ 07208, 973-641-9671.
82	NJ	Galloway	Gracie Jiu-Jitsu Galloway			NEW	https://taphousebjj.com/	PASS	Site name is still Gracie Jiu-Jitsu Galloway (trading as Tap House Jiu-Jitsu), 323 S Pitney Rd, Galloway NJ 08205, 609-402-7351, Gracie CTC BJJ programs.
84	NJ	Harrison	CE Jiu Jitsu, MMA, boxing, kickboxing Harrison			NEW	https://chokelabacademy.com/	PASS_WITH_CAVEAT	Chokelab is at 756 Harrison Ave, Harrison NJ, 973-445-7796 - the same address and phone jmbjj.com publishes for Prof. Josef Manuel's Cutting Edge (CE) BJJ - but the Chokelab page itself never mentions Cutting Edge and lists only BJJ, not boxing/kickboxing.
85	NJ	Hoboken	David Branch Jiu Jitsu	https://www.davidbranchbjj.com/		websites-2	https://dbjjhoboken.com/	PASS_WITH_CAVEAT	Live site names Adult/Youth/Advanced BJJ and gives 720 Monroe St Bldg C Ste 410/411, Hoboken NJ 07030, but carries no phone and I could not confirm from the site whether it is still operating.
87	NJ	Jersey City	CULTR BJJ	https://www.cultrbjj.com/		websites-2	https://www.cultrfightclub.com/	PASS	CULTR Fight Club, 315 15th St Ste 3A, Jersey City NJ 07310, with a named Brazilian Jiu Jitsu program page and class schedule.
91	NJ	Lyndhurst	Anaconda Brazilian Jiu Jitsu & MMA Academy	http://www.anacondabjjmma.com		websites-2	https://anacondabjjnjny.com/	PASS_WITH_CAVEAT	Site's only location is 6529 Kennedy Blvd, North Bergen NJ, 201-682-9925, under Prof. Julio Rodriguez; North Bergen is not adjacent to Lyndhurst and the page documents no move.
96	NJ	North Brunswick Township	Advanced Martial Arts	http://advancedbjj.com/		websites-2	https://advancedbjjnj.com/	PASS	Site shows 1846 US-1, North Brunswick Township NJ 08902, phone 908-670-8242, with a named Brazilian Jiu-Jitsu program.
104	NJ	Wall Township	Kurt Pellegrino MMA			NEW	https://www.pellegrinomma.com/	PASS_WITH_CAVEAT	Contact address is 187 Parker Ave, Manasquan NJ (adjacent to Wall Township), phone 732-552-5742; the Classes page names adult Gi/NoGi BJJ and kids BJJ, so BJJ is not meta-only.
105	NJ	Wayne	Up Top Martial Arts Academy	http://www.martialartswaynenj.com/		websites-2	https://www.uptopmartialarts.com/	PASS	Site gives 87 Berdan Ave Suite 1, Wayne NJ 07470, 973-692-1991, and named Kids and Adult BJJ programs under Yanni Hronakis.
109	NJ	Woodland	Camal Judo	http://camaljudo.com/		websites-2	https://camalandcruz.com/	PASS_WITH_CAVEAT	Camal & Cruz at 266 Union Blvd, Totowa NJ 07512, 973-256-0110, names Camal Judo's founder Tony Camal and Adult BJJ/Judo classes; the site says Totowa since 1996 and never mentions Woodland Park.
112	OK	Ada	Rebellion Martial Arts			NEW	https://www.rebellionmartialarts.com/	PASS_WITH_CAVEAT	Site's own posts repeatedly name its Ada (Byng) and Duncan OK locations and a Cavalcanti BJJ curriculum under Jeanelle Hebert, but no street address or phone is published and the contact page renders empty.
113	OK	Altus	10th Planet Jiu-Jitsu Altus	altusmartialarts.ninja		websites-2	https://www.10thplanetjj.com/locations/altus/	PASS	Subpage exists and is location-specific: SIMS Martial Arts / 10th Planet Altus, 321 West Commerce, Altus OK 73521, 580-482-0030, with named gi and no-gi jiu-jitsu classes.
114	OK	Bartlesville	Platypus BJJ			NEW	https://platypusbjj.wordpress.com/	PASS	Page gives 715 Dewey Ave, Bartlesville OK 74003, adult and kids BJJ class times and prices, instructor Josh Pulsifer; no phone listed.
119	OK	Collinsville	Northside Brazilian Jiu Jitsu	thenorthsidebjj.com		websites-2	https://www.thenorthsidejiujitsu.com	PASS	Body renders only on retry; shows 123 N 7th St, Collinsville OK 74021, 918-695-8315, kids/youth/adult jiu-jitsu class times and the school's founding story.
122	OK	Edmond	American Elite Mixed Martial Arts	edmondbjj.com		websites-2	https://www.americanelitemma.com/	PASS	Site gives 14330 N Lincoln Blvd Suite 504, Edmond OK 73013, 405-740-8987, and a named Brazilian Jiu Jitsu program with pricing.
128	OK	Muskogee	Church BJJ			NEW	https://churchjj.com	PASS_WITH_CAVEAT	Church Jiu-Jitsu's only stated location is 7902 Charles Page Blvd, Tulsa OK, contact Zac 918-428-9152; Tulsa is roughly 50 miles from Muskogee and the site documents no move.
136	OK	Okmulgee	Prowess Brazilian Jiu-Jitsu	prowessbjj.com		websites-2	https://www.prowessgym.com/	PASS	Prowess Fitness lists Brazilian Jiu-Jitsu as one of its named memberships and gives 2010 S Wood Dr, Okmulgee OK 74447, 918-756-8787.
138	OK	Ponca City	Combat Syndicate			NEW	https://combatsyndicate.org/	PASS	Site shows 305 S Pine St, Ponca City OK 74601, 580-363-7562, with dedicated kids and adult Jiu-Jitsu class pages.
141	OK	Seminole	Alexander Jiu-Jitsu	https://alexanderjiujitsu.com		websites-2	https://alexanderjj.com/	PASS	Site gives 2132 Smith St, Seminole OK 74868, 405-380-8145, and names Brazilian Jiu-Jitsu among its classes.
