id	region	city	name	stored_w	current_override	override_file	new_w	verified	note
73	CA	Woodland Hills	Gracie Jiu-Jitsu Woodland Hills			NEW	https://www.gracieuniversity.com/Pages/Public/AffiliateDetail?enc=qLoBB8zQLaHlpiOPxVswyw%3D%3D	PASS	Franchisor CTC page renders with specifics: 5340 Topanga Canyon Blvd, Woodland Hills CA 91364, 818-884-0663, instructor Rocky Glenn, Apr-May 2026 schedule.
81	TX	Austin	Austin Fitness Martial Arts	https://www.afmatx.com/		websites-2	https://www.thevoidmartialarts.com/	PASS_WITH_CAVEAT	"The Void Martial Arts, 701 Tillery St Suite A7B, Austin TX 78702, named BJJ class; page never mentions ""Austin Fitness Martial Arts"" so the rename is unverified from the site."
83	TX	Austin	Fight Factory Austin	https://fightfactoryaustin.com/		websites-2	https://fightfactoryjiujitsu.com/	PASS	9607 Research Blvd #675, Austin TX 78759, (512) 428-6125; Prof. Rodrigo Cabral.
84	TX	Austin	Austin Fitness Martial Arts - Now is THE VOID MArtial Arts	http://www.austinfitnessmartialarts.com		websites-2	https://www.thevoidmartialarts.com/	PASS_WITH_CAVEAT	Same site as id 81; The Void at 701 Tillery St A7B Austin TX 78702 with real BJJ classes, but no on-page evidence of the former name.
85	TX	Austin	Brazilian Fight Factory	http://www.brazilianfightfactory.com/		websites-2	https://fightfactoryjiujitsu.com/	PASS	Same academy as id 83; Facebook handle is /BrazilianFightFactory, address 9607 Research Blvd #675 Austin TX 78759.
86	TX	Austin	GB Dripping Springs			NEW	https://www.gbdrip.com/	PASS_WITH_CAVEAT	261 Frog Pond Lane, Dripping Springs TX 78620, 512-971-9359 - Dripping Springs, not Austin.
87	TX	Austin	GB Westlake			NEW	https://gbwestlakehills.com/	PASS_WITH_CAVEAT	Gracie Barra Westlake Hills, phone 512 820 4440; street address appears only inside a map embed, and the city is West Lake Hills rather than Austin.
91	TX	Burleson	GB Burleson	https://www.gbburleson.com		websites-2	https://www.graciebarraburleson.com/	PASS	201 Northeast Wilshire Blvd, Burleson TX 76028, (817) 720-5577.
97	TX	Corinth	Jiu Jitsu Tech Mix martial arts and fitness	https://jiujitsutechofcorinth.com		websites-2	https://www.jiujitsutech.com/	PASS	7650 Interstate 35E, Corinth TX 76210, (940) 279-1091.
98	TX	Corpus Christi	Renzo Gracie	http://www.renzogracietx.com/		websites-2	https://renzograciecorpuschristi.com/	PASS	6314 Yorktown Blvd Suite 101, Corpus Christi TX 78414, (361) 290-9078; Prof. Ruben Arredondo.
101	TX	Dallas	144 Academy Jiu Jitsu/Self-Defense/Fitness			NEW	https://144academy.com/	PASS	3406 Easy St, Dallas TX 75247, (214) 551-0276, owner Jairo Bautista; apex returned an empty body to the fetcher, www.144academy.com served the same canonical page.
112	TX	Highland Village	Gracie Jiu-Jitsu Highland Village			NEW	https://graciebarrahighlandvillage.com/	PASS_WITH_CAVEAT	200 Marketplace Ln Suite 205, Highland Village TX 75077, (972) 439-7411 - but this is a Gracie Barra school, not a Gracie Jiu-Jitsu/Gracie University school as the record name implies.
121	TX	Lubbock	Victory Combat Sports Academy	https://www.victorycombatsportsacademy.com/contact		websites-2	https://victorycombatsports.academy/	PASS	3520 Woodrow Road Suite 103, Lubbock TX 79423, 806-559-7626; named BJJ program.
123	TX	McKinney	GB McKinney			NEW	https://gbmckinney.com/	PASS	7901 Eldorado Pkwy STE 120, McKinney TX 75070, (469) 712-0737.
125	TX	Midland	Midland BJJ Texas	https://midlandbjjtx.com		websites-2	https://midlandbjj.com/	PASS	4612 Billingsley Blvd, Midland TX 79705, (432) 230-5545; owner Brad Barnes.
127	TX	New Braunfels	Gracie Jiu-Jitsu New Braunfels			NEW	https://gjjnb.com/	PASS	167A S I-35 South Frontage Rd, New Braunfels TX 78130, 830-743-2664.
135	TX	Salado	Gracie Jiu-Jitsu Salado			NEW	https://saladoma.com/	PASS	227 N. Main St. Salado TX 76571, 254-289-6250.
136	TX	San Antonio	American Kickboxing Academy Texas	http://www.akatexas.com/		websites-2	https://akasanantonio.com/	PASS	8934 Broadway St, San Antonio TX 78217; coach Bobby Southworth, Facebook /americankickboxingacademytexas.
137	TX	San Antonio	GB Alamo Ranch			NEW	https://graciebarra.com/alamo-ranch-tx/	PASS	Franchisor subpage renders live: 10919 Culebra Rd #187, San Antonio TX 78253, 210-251-2912.
142	TX	San Benito	South Texas Grappling Team	https://southtexasgrappling.com		websites-2	https://south-texas-grappling-team.ueniweb.com/	PASS_WITH_CAVEAT	"Address 2404 West Highway 77 Suite Y San Benito TX 78586 and (956) 778-1443 match, and Judo/BJJ are listed, but the page is generic UENI boilerplate titled ""Atlanta"" with geo coords for Atlanta TX and was last updated 2023."
143	TX	Seguin	Gracie Jiu-Jitsu Seguin			NEW	https://graciejiujitsuseguin.com/	PASS	110 W. Court Street, Seguin TX 78155, (830) 340-1292.
146	TX	Spring Branch	GB Spring Branch			NEW	https://graciebarra.com/spring-branch-tx/	PASS	Franchisor subpage renders live: 19750 TX-46 #110, Spring Branch TX 78070, 210-426-1202.
147	TX	Springtown	Spartan Fit MMA - Springtown TX			NEW	https://spartanspringtown.com/	PASS_WITH_CAVEAT	"554 J E Woody Rd, Springtown TX, (918) 399-0531, BJJ gi/no-gi; school now trades as ""Spartan Grappling Academy"" and the site shows no MMA."
