# batch 3 of 10 - 90 flagged links - regions: CT DE FL GA
state	city	name	url
FL	Melbourne	Master Lowell's MMA Academy	https://jlmma.com/
FL	Miami Beach	Black House Miami Beach	http://www.blackhousemiamibeach.com
FL	Miami	Champion Martial Arts	http://www.judochampion.com/
FL	Miami	Fight Sports Miami	https://fightsportsmiami.com/
FL	Miami	Refit Academy - Wynwood	http://www.refit-academy.com
FL	Miami	Teknica MMA	https://www.teknicamartialarts.com/
FL	Naples	Gracie Barra – Naples	http://www.graciebarranaples.com/
FL	Ocala	GTK Academy of Martial Arts	https://gtkacademy.com/
FL	Orange City	Orange City Academy Of Mixed Martial Arts	http://theacademyofmma.com/
FL	Orange City	USD & MMA Fitness	http://www.mmagetfit.com/
FL	Orlando	Alliance Jiu Jitsu Orlando	https://alliancejiujitsuorlando.com
FL	Orlando	American Combat Club	http://www.americancombatclub.com/
FL	Orlando	Central Florida BJJ	https://offers.avbjj.com/free-2-week-pass
FL	Orlando	Ronin Training Center Orlando	https://www.roninorlandofl.com/
FL	Oxford	Robson Moura Jiu-Jitsu	http://www.usajujitsu.net/
FL	Palm Beach Gardens	Gamblers Jiu-Jitsu & Kickboxing Club	http://gamblersjiujitsuclub.com/sign-up-for-free-trial/
FL	Panama City	Rilion Gracie Jiu-Jitsu Panama City	http://jiujitsulynnhaven.com/
FL	Pembroke Pines	Valente Brothers Jiu-Jitsu Pembroke Pines	http://www.graciemiami.com
FL	Pensacola	Team Remedy	https://teamremedymma.com/
FL	Plantation	Kumite Martial Arts	http://www.kumitemartialarts.com/
FL	Port Orange	Fight Sports Daytona	https://www.fightsportsdaytona.com/freetrial
FL	Sanford	Cogito Jiu Jitsu	http://cogitojiujitsu.com/
FL	Sarasota	BJJ Academy Of Sarasota (wbjja)	http://www.wbjja.com/
FL	St. Augustine	GB Saint Augustine	https://gbsaintaugustine.com/
FL	St. Cloud	Full Circle MMA	http://www.nucfl.com/
FL	St. Petersburg	Elite Training Center	http://www.elitetraininginc.com/
FL	St. Petersburg	Synergy Martial Arts and Fitness	http://synergymartialarts.fitness/
FL	Stuart	Fist Factory	http://www.thefistfactory.com/
FL	Sunrise	American Tigers Martial Arts	https://americantigers.com/
FL	Tarpon Springs	New Port Richey Jiu-jitsu Academy	http://nprbjj.com/
FL	Vero Beach	American Top Team – Vero Beach	http://www.attverobeach.com/
FL	Vero Beach	Gracie Martial Arts – Vero Beach	http://www.graciemartialartsverobeach.com
FL	Vero Beach	Renato Tavares Assoc HQ	http://www.legacymmausa.com/
FL	West Palm Beach	GB Lake Park	https://lp.gblakepark.com/
FL	West Palm Beach	GB West Palm Beach	http://gbwestpalmbeach.com/
FL	West Palm Beach	Hands Down Martial Arts	http://www.wpbmma.com/
FL	West Palm Beach	Team Nogueira	http://www.teamnog.com/
FL	Weston	Vprok MMA Academy	http://www.vprokmma.com/United_States.html
FL	Wildwood	USA Jiu-Jitsu	http://www.usajujitsu.net/
GA	Acworth	Carlos Machado Jiu-Jitsu North Atlanta	http://www.cmjjnatl.com/
GA	Acworth	James Shook Brazilian Jiu-Jitsu	http://zenith.jamesshookbjj.com/
GA	Albany	Hamby Freestyle Jiu Jitsu	http://www.hambyfreestyle.com/
GA	Alpharetta	KBX Gym	http://www.kbxgym.com/
GA	Athens	Athens Fitness and MMA	http://www.athensfitnessandmma.com/
GA	Atlanta	Atlanta Kyusho and Jujitsu	http://www.atlantajujitsu.com/
GA	Augusta	Gracie Barra - Augusta	http://gbaugusta.com/
GA	Cartersville	AllAmbition Brazilian Jiu Jitsu	http://allambitionbjj.com/
GA	Covington	Ruff House Boxing and MMA	https://www.ruffhouseboxing.com/
GA	Cumming	World Jiu-Jitsu Academy	http://worldjiujitsuatlanta.com/
