verdict	region	name	city	url	action	evidence	source_url
REAL	NS	Truro BJJ	Truro	https://trurojiujitsu.com	KEEP	Re-read own page directly: address "779 Prince Street, Truro, NS B2N 1G2", phone +1 902-890-0629, dedicated Brazilian Jiu Jitsu and Kids Jiu Jitsu program pages.	https://trurojiujitsu.com
REAL	NS	Presley BJJ	Wellington	https://www.presleybjj.com	KEEP	Re-read own page directly: address "58 Belmore Drive, Wellington NS", phone 902-403-3304, owner Josh Presley confirmed as "Brazilian Jiu-Jitsu (BJJ) black belt...one of the most accomplished jiu-jitsu practitioners on the east coast of Canada" verbatim. Note: Presley also authored the Feb-2025 "Hot Off The Presley" NS clubs roster used as a secondary source elsewhere in this pass.	https://www.presleybjj.com
REAL	NS	Tower 1 Combat Sports	Dartmouth	https://www.tower1combatsports.com	KEEP	Own site still returns an empty body on fetch (bot-blocked/JS), matching prior pass - could not read directly. Independently corroborated by reputable non-directory journalism (Wikipedia, UFC.com, Yahoo Sports) confirming retired UFC fighter Gavin Tucker, a BJJ black belt under Renzo Gracie, has coached at Tower 1 Combat Sports Team, 100 Main Street, Dartmouth, since 2021. DNS resolves live (Status 0). Kept REAL on the strength of independent journalism, not directory corroboration.	https://www.tower1combatsports.com
REAL	NS	Pictou County Jiu Jitsu	New Glasgow	https://www.tapology.com/gyms/8759-pictou-county-jiu-jitsu	KEEP	Tapology aggregator page still returns an empty body on fetch, not read directly. No dedicated own site found. Corroborated by an interview podcast episode ("Great Canadian BJJ Show") naming instructor Jarret/Jaret MacIntosh as an "OG black belt in Nova Scotia" with a purple belt from John Danaher, and by other listings at 32 Dexter Court, New Glasgow. Kept REAL but flagged as the thinnest-evidenced of the re-checked existing records - no first-party body ever read for this one across two verification passes.	https://www.tapology.com/gyms/8759-pictou-county-jiu-jitsu
ADD	NS	Abhaya Martial Arts Academy	Windsor	https://www.abhaya.ca/windsor	ADD	Read own page directly: "Abhaya Martial Arts Academy (Abhaya Windsor) offer classes in Brazilian Jiu-Jitsu and Judo...located in the Fort Edward Armory at 62 Ford Edward Street, Windsor, Nova Scotia." Instructor Chris Robinson holds black belts in both Judo and BJJ. Region confirmed as Windsor NS explicitly, not ON or England. SPELLING/NUMBER CORRECTION: Abhaya's own page reads "Ford Edward Street" and house number "62" - both appear to be errors. Parks Canada's own contact page (authoritative, read directly) gives the armoury's official site address as "67 Fort Edward Street, Windsor, Nova Scotia, B0N 2T0" - correct spelling is "Fort," not "Ford," and the correct number is very likely 67. Two genuinely separate Abhaya locations confirmed: Greenwich and Windsor are different addresses roughly 40km apart, each with its own page, schedule, instructor and phone number in Abhaya's own site navigation.	https://www.abhaya.ca/windsor
UNVERIFIED	NS	Woodshop Jiu-Jitsu	Antigonish	https://www.facebook.com/woodshopjits	NONE	Could not render Facebook body (confirmed tool limitation this pass). No independent website found. Both secondary directories agree on 400 Williams Point Road, Antigonish, instructors Dylan and Hayley Beaton (BJJ black belts) - but the two directories are NOT independent (Presley's roster explicitly thanks Coastline BJJ blog for help compiling it). Cannot promote without a first-party read.	https://joshpresley.substack.com/p/all-of-the-bjj-clubs-in-nova-scotia
UNVERIFIED	NS	Shiretown Grappling Club	Pictou	https://www.instagram.com/shiretownbjj	NONE	Could not render Instagram body. No independent website found. Same non-independent-directory-corroboration issue as above. Address "31 Naylor Drive, Pictou (Hector arena)" not personally verified.	https://joshpresley.substack.com/p/all-of-the-bjj-clubs-in-nova-scotia
UNVERIFIED	NS	Samson Martial Arts & Fitness	St. Peter's	https://samsonmartialarts.com	NONE	Found a genuine dedicated domain (samsonmartialarts.com; home, about-us, programs and contact pages all tried) but every page returned an empty body - JS-rendered site our fetch tool cannot execute. Search-engine snippets (not read directly, not usable as evidence per method rules) describe a Muay Thai + BJJ gym founded Jan 2024 by Kealan/Keelan Samson in Richmond County near Port Hawkesbury. Coastline's directory links a mismatched Facebook handle (facebook.com/PIRATESWAYBJJ) for this same listing - a concrete example of directory unreliability. Strongest "has its own domain" candidate of the 13 but still unreadable this pass.	https://samsonmartialarts.com
UNVERIFIED	NS	SOB (Sprawl or Brawl) MMA	Glace Bay	https://www.instagram.com/sprawlorbrawl	NONE	Could not render Instagram body. "MMA" branded name triggers the addendum's explicit caution to verify genuine ongoing BJJ instruction, not just striking/MMA - unresolved. Both directories agree on 157 Commercial Street, Glace Bay (non-independent corroboration). Search snippets suggest ongoing grappling/BJJ competition activity but were not read on a primary page.	https://www.facebook.com/sprawlorbrawl
DROP	NS	Workhorse Mixed Martial Arts	Port Hawkesbury	https://www.facebook.com/profile.php?id=61584652108279	NONE	Weakest of the 13: appears ONLY in the Coastline BJJ Collective directory, absent entirely from Josh Presley's independent Feb-2025 roster - not even non-independent double-sourcing exists here, just one directory's listing. No address, no instructor name, no independent write-up found. "MMA" branded name unresolved per addendum caution. Recommend against adding.	https://www.coastline-bjj-collective.com/clubs-atlantic-canada/nova-scotia
DROP	NS	Marmac / Mountain / Porters Lake Brazilian Jiu-Jitsu	(unresolved)	(unresolved)	NONE	RESOLVED AS A RESEARCH ERROR, not a record. This three-way slash name conflates TWO distinct, unrelated businesses that only share a superficial "Marmac"/"Mountain"/"Porters Lake" naming confusion. See the two rows below for the correct split. Do not add in this form under any circumstance.	https://joshpresley.substack.com/p/all-of-the-bjj-clubs-in-nova-scotia
UNVERIFIED	NS	Marmac Athletics	Truro	https://www.facebook.com/marmacathletics	NONE	Real entity #1 of the split above: a second, distinct Truro-area club at 36 Inglis Place, Truro, unrelated to Porters Lake/Chezzetcook. Not one of the assigned 13 leads but directly relevant to resolving the naming confusion. Facebook body unrenderable, not primary-confirmed. Would create a second Truro heading alongside the existing "Truro BJJ" record if ever promoted.	https://joshpresley.substack.com/p/all-of-the-bjj-clubs-in-nova-scotia
UNVERIFIED	NS	Mountain Jiu-Jitsu / Porters Lake Brazilian Jiu-Jitsu	Porters Lake	https://www.facebook.com/averageday	NONE	Real entity #2 of the split above: ONE club at 5775 NS Trunk 7, Chezzetcook (Porters Lake area), instructor Shaun Gillis (BJJ brown belt). Trading name itself is unresolved - Presley's roster calls it "Mountain Jiu-Jitsu", Coastline's directory calls it "Porters Lake Brazilian Jiu Jitsu" - both point to the identical Facebook URL. Facebook body unrenderable, no first-party read possible this pass. Whichever name is eventually used, city should be either Porters Lake or Chezzetcook, not both.	https://www.facebook.com/averageday
UNVERIFIED	NS	Manimal Athletics Training Center	Lucasville	https://manimalathletics.com	NONE	Has its own dedicated domain (manimalathletics.com) but every page fetched returned an empty body (JS-rendered). Search-engine synthesis (not primary-read) describes it as a "private, members only" fitness/martial arts studio at 495 Lucasville Road offering BJJ among Kickboxing, Muay Thai, weight training and bootcamp programs - the "private, members only" framing is a mild concern for whether this is a walk-in-accessible BJJ school. Cannot confirm class list myself.	https://manimalathletics.com
UNVERIFIED	NS	True Leverage Alliance BJJ	Kingston	https://www.instagram.com/tla_bjj	NONE	Region confirmed as Kingston, NOVA SCOTIA (Annapolis Valley near Melvern Square/Greenwood), NOT Kingston-upon-Thames England - the Instagram handle's own bio location tag reads "Kingston, NS" per search result, and a Coastline "Club Spotlight" interview blog post independently describes an Annapolis Valley founding history (Windermere/Millville origins, 2019). However: (1) could not render Instagram or Facebook to read a body myself; (2) the street address is INCONSISTENT across sources - 165 Bridge Street, North Alton (Presley/Coastline) vs. 659 Victoria Rd, Aylesford (a separate business directory) - this conflict is left unresolved, not silently picked; (3) the city-string choice (Kingston vs. North Alton) is also unresolved without a primary read - the club brands itself "Kingston" while sitting at a North Alton or Aylesford street address depending on source.	https://www.coastline-bjj-collective.com/blog/club-spotlight/nova-scotia-1/1539218_atlantic-club-spotlight-with-true-leverage-alliance-bjj
UNVERIFIED	NS	The Tap Room Grappling Group	Middle Sackville	https://www.facebook.com/p/The-Tap-Room-Grappling-Group-61571256489758	NONE	Could not render Facebook body. Addendum-flagged concern (informal grappling group, not a storefront gym) not resolved. Address 55 Hanwell Drive, Middle Sackville and instructor Alex Milette (brown belt) are secondary-sourced only. Note: Middle Sackville is a THIRD, distinct Sackville-area place name from Lower Sackville (Clinch Training Centre) and Sackville NB - if ever added, must get its own precise city string, not merged into either.	https://joshpresley.substack.com/p/all-of-the-bjj-clubs-in-nova-scotia
UNVERIFIED	NS	12 Wing Brazilian Jiu-Jitsu	Eastern Passage	https://www.instagram.com/12wingbjj	NONE	Existence and CURRENT operation are unusually well-confirmed for this batch: CFB Halifax's own base newspaper (Trident, tridentnewspaper.com, read directly by me) describes the club meeting Mon-Thu 6pm at the Shearwater Fitness and Sports Centre and inviting people to "give Jiu-Jitsu a try" via the team coach; separately, Halifax BJJ Society's own current Affiliates page (read directly by me) lists instagram.com/12wingbjj as an active affiliate today, confirming it still operates. BUT public/civilian accessibility to a working Canadian Forces Base facility is NOT established either way - the Trident article is ambiguous and no explicit statement was found that non-DND-affiliated civilians can enter without a base sponsor. Per the addendum's explicit military-base-club rule, this gates the listing regardless of how well-confirmed existence is. Do not add until accessibility is confirmed.	https://tridentnewspaper.com/national-medals-12-wing-jiu-jitsu-club/
UNVERIFIED	NS	Hero Grappling Club	CFB Halifax	https://www.facebook.com/people/HERO-Grappling-Club/61572017108809	NONE	Not one of the assigned 13 but directly relevant to the military-base theme; carried over from prior pass's HELD BACK list. Facebook only, unrenderable, on a working Canadian Forces Base (CFB Halifax/Stadacona) - same public-accessibility gate as 12 Wing, unresolved. Not investigated further this pass due to scope.	https://joshpresley.substack.com/p/all-of-the-bjj-clubs-in-nova-scotia
ADD	NS	Bulldog Martial Arts	Lantz	https://www.facebook.com/groups/206127349417091	ADD	Promoted on the strength of a genuine first-party confirmation: Halifax BJJ Society's own current Affiliates page (read directly by me) links facebook.com/groups/206127349417091 as an active affiliate TODAY - the exact same Facebook group ID independently used by both secondary directories for "Bulldog Martial Arts (East Hants)". This is a hub gym's own vetted current partner list, not a copied directory listing, so treated as qualifying first-party corroboration despite not reading Bulldog's own Facebook body directly (tool cannot render Facebook). Address 1076 Hwy 2, Lantz NS B2S 1M8 (East Hants Sportsplex) and class mix (BJJ, Kickboxing, Uechi-Ryu Karate) come from a secondary community-info directory (cioc.ca), not read by me on a primary page - flagged as the one remaining gap. Recommend city string "Lantz" (the specific town), not "East Hants" (the municipality).	https://www.halifaxbjj.ca/affiliates
UNVERIFIED	NS	Dragon Martial Arts Colchester	Kemptown	https://www.facebook.com/groups/1334535607184751	NONE	Could not render Facebook body. Address "Kemptown Hall, Kemptown" and instructor Matt Cashman (BJJ brown belt) are secondary-sourced only, from non-independent directories.	https://joshpresley.substack.com/p/all-of-the-bjj-clubs-in-nova-scotia
UNVERIFIED	NS	Cheticamp Martial Arts	Petit Etang	https://www.instagram.com/cheticamp_martial_arts	NONE	Could not render Instagram body. Address "13101 Cabot Trail, Saint Joseph du Moine" is secondary-sourced only, from non-independent directories.	https://joshpresley.substack.com/p/all-of-the-bjj-clubs-in-nova-scotia
