id	region	city	name	stored_w	current_override	override_file	new_w	verified	note
32	GA	Watkinsville	Megalodon MMA	http://www.megalodonmma.com/		w2	https://www.megalodongym.com/	PASS_WITH_CAVEAT	Megalodon Gym, 1040 Commerce Court Suite 5, Bogart GA 30622, 706-510-5652, Brazilian Jiu-Jitsu named class; address is Bogart in the Athens area rather than Watkinsville.
35	IL	Chicago	10th Planet Jiu Jitsu Chicago	http://www.10thplanetjjchicago.com		w2	https://www.10thplanetchicago.com/	PASS	Passini Grappling / 10th Planet Chicago, 5711 N Milwaukee Ave Chicago IL 60646, 312-857-4493, full no-gi jiu jitsu schedule.
36	IL	Collinsville	GB Collinsville			NEW	https://graciebarra.com/collinsville-il/	PASS	Subpage exists and is location-specific: 2539 Vandalia St, Collinsville IL 62234, 618-213-2422, own hours and Instagram, full GB class list.
39	IL	Evanston	GB Evanston			NEW	https://graciebarra.com/evanston-il/	PASS_WITH_CAVEAT	"Subpage exists with location-specific phone 847-730-4163 and its own opening hours, but the address field gives only ""Evanston, IL 60201"" with no street."
41	IL	Geneva	Gracie Jiu-Jitsu Geneva			NEW	https://genevamartialarts.com/	PASS_WITH_CAVEAT	"The venue is Kyuki-Do Martial Arts of Geneva at 24 N Bennett St, Geneva IL, (630) 232-4070, but it self-brands as a Certified Gracie Jiu-Jitsu Training Center with a ""Gracie Jiu Jitsu Geneva"" logo and runs Gracie Combatives BJJ."
43	IL	Highland Park	Comprido BJJ	http://www.highlandparkbjj.com		w2	https://highwood.compridobjj.com/	PASS_WITH_CAVEAT	Same premises as id 44: 432 Green Bay Rd, (224) 352-0094, which Yelp lists under Highland Park while the site labels it Highwood, so these two records point at one school.
44	IL	Highwood	Brasa Jiu-Jitsu Highwood			NEW	https://highwood.compridobjj.com/	PASS	Brasa Comprido Brazilian Jiu-Jitsu Highwood, 432 Green Bay Rd Highwood IL 60040, (224) 352-0094, adult and kids BJJ classes.
46	IL	Lake Villa	Norse Academy Martial Arts	http://norseacademymartialarts.com/		w2	https://uniphimma.com/	PASS	Rebranded UniPhi MMA and Fitness at the identical address 1600 N Milwaukee Ave #606 Lake Villa IL 60046 and identical phone 574-386-4371; Gi and No-Gi Jiu Jitsu are named classes.
47	IL	Lombard	10th Planet Jiu Jitsu Lombard	http://www.10thplanetjjlombard.com/		w2	https://www.10plombard.com/	PASS	10P Lombard, 1060 N DuPage Ave Lombard IL 60148, tel 773-551-6325, head instructor Omar Ocasio, no-gi jiu jitsu school.
49	IL	Macomb	Cassady Martial Arts Academy Royce Gracie Jiu Jitsu	http://www.cassadymartialarts.com/		w2	https://roycegraciemacomb.com/	PASS	Royce Gracie Academy of Macomb at 1601 W Jackson 202, Macomb IL 61455, 309-836-2002, run by Andrew and Michelle Cassady with Cassady Martial Arts Academy map and Facebook links.
59	IL	Schaumburg	LCCT Brazilian Jiu Jitsu	https://lcctbjj.com		w2	https://www.lcctbjjusa.com/locations	PASS	Homepage lists BJJ and No-Gi programmes and phone 773.938.3311; the Locations page gives LCCT BJJ Schaumburg at 1152 S Roselle Road, Schaumburg IL 60193.
60	IL	Schaumburg	P3 Martial Arts	https://p3jiujitsu.com		w2	https://p3schaumburg.com/	PASS	P3 Martial Arts Schaumburg, 861 & 909 S Roselle Rd Schaumburg IL 60193, 224-353-6213, Adult BJJ programme plus a weekly Judo class.
61	IL	Waukegan	Ohana Martial Arts	https://ohanamartialarts.net		w2	https://ohanama.com/	PASS_WITH_CAVEAT	"Real BJJ academy at 995 Progress Drive Unit 104, Grayslake IL 60030, 224-252-3075, but no page states a Waukegan address; continuity rests only on founder Christopher Lund and the ""since 2003"" claim."
66	NV	Henderson	Gracie Barra Henderson	http://www.gblasvegas.com		w2	https://graciebarrahenderson.com/	PASS	Own site, 55 S Gibson Rd #117 Henderson NV 89012, (725) 222-9470, Gi and No-Gi Brazilian Jiu-Jitsu programmes.
73	NV	Las Vegas	AE Brazilian Jiu Jitsu			NEW	https://aeujj.com/	PASS_WITH_CAVEAT	AE UNLTD Jiu Jitsu, 115 S Water St, phone 702.329.5123, Cascao-affiliated BJJ with full class list; the address is Henderson NV 89015 rather than Las Vegas proper, though the page states it serves the Las Vegas valley.
75	NV	Las Vegas	Cascao Jiu Jitsu	http://www.cascaojiujitsu.com		w2	https://cascaojiujitsu.org/	PASS	"Cascao Brazilian Jiu-Jitsu, 3870 E Flamingo Rd Suite A12, Las Vegas NV 89121, (702) 818-7500, Kids/No-Gi/Regular BJJ classes under Walter ""Cascao"" Vital."
78	NV	Las Vegas	Hard Knocks Muay Thai & Judo	http://www.hkmtkickboxing.com		w2	https://hardknocksmuaythaijudo.com/	PASS	Own site, 9660 W Tropicana Ave #300 Las Vegas NV 89147, (702) 419-1623, with Judo as a named all-levels class alongside the striking programmes.
82	NV	Las Vegas	Ribeiro Jiu-Jitsu - Las Vegas	http://www.ribeirojiujitsulasvegas.com		w2	https://www.ribeirojiujitsulv.com/	PASS_WITH_CAVEAT	"Address 4275 West Bell Drive and phone 702-754-3343 match the Ribeiro Jiu-Jitsu Las Vegas listing, but the About copy says ""Daxhino Jiu Jitsu"" twice, apparently leftover branding for resident instructor Daxhino Ramos."
84	NV	Las Vegas	The Academy of Brazilian Jiu Jitsu			NEW	https://www.tabjj.com/	PASS	TABJJ, 10020 W Cheyenne Ave Suite 110, Las Vegas NV 89129, (702) 268-7887, kids/adults/womens/fundamentals BJJ classes and two Las Vegas schedules.
87	NV	Paradise	Orient Jiu Jitsu			NEW	https://orient-jiu-jitsu-llc.gymdesk.com/book	PASS_WITH_CAVEAT	"Root redirects to a noindex member login that does carry 3068 E Sunset Rd Unit 1, Las Vegas NV 89120 and 702-354-5563; the /book page adds named classes ""Jiu Jitsu all Levels"", ""Kids Nogi"" and ""Fundamentals""."
