region	name	city	state	website	address	research_evidence
NE	10th Planet Jiu-Jitsu Omaha	Bellevue	NE	https://10thplanetomaha.com	1512 Harlan Drive, Bellevue, NE 68005	"Body of contact page: ""10th Planet Jiu-Jitsu Omaha, 1512 Harlan Drive, Bellevue, Nebraska 68005, United States"", +1 (402) 612-6916; footer ""S.I.M.S. Martial Arts Academy Home of 10th Planet Omaha"". Named ""Omaha"" but physically in Bellevue. ZIP 68005 + 402."
NE	Lincoln Brazilian Jiu-Jitsu Center - Havelock	Lincoln	NE	https://lincolnbjjnorth.com	6317 Havelock Ave, Lincoln, NE 68507	"Second, separate location. Body: ""Welcome to Lincoln Brazilian Jiu-Jitsu Center - Havelock""; ""Lincoln BJJ - Havelock is located in the historic Havelock neighborhood, at 6317 Havelock Ave""; contact block 6317 Havelock Ave Lincoln NE 68507, (402) 483-1258. ZIP 68507 + 402."
NE	Gracie Jiu-Jitsu Omaha	Omaha	NE	https://gracieomaha.com	10605 Burt Circle, Omaha, NE 68116	"Body: ""Omaha's Premier Jiu-Jitsu Martial Arts School"", Gracie Combatives, Women Empowered, Master Cycle, Gracie Bullyproof; Certified Gracie Jiu-Jitsu Training Center. Footer contacts ""10605 Burt Circle Omaha NE 68116 US"", 402-990-2784. ZIP 68116 + 402 (Yelp's 68114 is stale; body used)."
NE	Agoge Martial Arts - Gracie Humaita Omaha	Papillion	NE	https://www.agogeomaha.com	823 Tara Plaza, Papillion, NE 68046	"Body of graciehumaitaomaha.com/programs: ""Adult classes are based on the Gracie Humaita Jiu Jitsu curriculum""; footer ""823 Tara Plaza, Papillion, NE 68046"", 402-671-7591, agogeomaha@gmail.com. Same entity as The Agoge Martial Arts Academy; the 8610 Brentwood Dr La Vista address in old directories is stale. ZIP 68046 + 402."
NH	Primal Jiu Jitsu and Mixed Martial Arts	Derry	NH	https://www.primaljiujitsuacademy.com	6 A Street, Derry, NH 03038	Own site title reads Primal Jiu Jitsu and Mixed Martial Arts, Nick Fiore, 6 A Street, Derry, NH, USA. Registered with the NH company registry 5 Oct 2024. ZIP 03038 is Derry NH. Body renders empty (JS shell), so address is from the site title plus the NH state registry.
NH	Elements MMA	Keene	NH	https://www.elements-mma.com	310 Marlboro Street, Suite 264, Keene, NH 03431	Own body reads Elements MMA is the Monadnock region's newest martial arts studio and lists Grappling as one of its four pillars, with a dedicated Brazilian Jiu-Jitsu Classes page. Address 310 Marlboro Street, Suite 264, Keene, NH 03431 corroborated by the NH Department of Education Learn Everywhere application and the MatMade Keene NH index. ZIP 03431 confirms Keene NEW HAMPSHIRE not Keene TX.
NH	Bare Knuckle Murphys	Manchester	NH	http://www.bareknucklemurphy.com	163 Lake Ave, Manchester, NH 03103	bjjweb body: Bare Knuckle Murphy, Manchester, NH - 3103, (603) 623-6066, and the description states We teach intro to advanced Boxing, Kickboxing, Thai Boxing, Brazillian Jiu Jitsu, Savate, and MMA. Opened 1978 in Manchester, NH. Street address 163 Lake Ave from MatMade. 603 area code confirms NH.
NH	Bazzani BJJ	Nashua	NH		23 Dumaine Ave Unit 4, Nashua, NH 03063	Listed in MatMade Nashua New Hampshire city index as Bazzani BJJ (NEU affiliate), 23 Dumaine Ave Unit 4, adult and one-on-one BJJ. Dumaine Ave is Nashua NH 03063. Aggregator-only.
NH	Professional Martial Arts Academy Plaistow	Plaistow	NH		37 Plaistow Rd, Plaistow, NH 03865	Second location of the Derry brand, listed in MatMade Plaistow New Hampshire city index at 37 Plaistow Rd with adult and child programs. Plaistow Rd is NH Route 125, ZIP 03865. Aggregator-only address.
SC	Alliance Jiu Jitsu Anderson	Anderson	SC	https://allianceanderson.com		"Body: ""Professional instructors guiding kids and adults to reach their goals in Anderson, SC"" and ""our Anderson SC based Alliance Jiu Jitsu School"", kids and adult jiu-jitsu classes, call-to-join number 864-741-3306 (864 is a South Carolina area code). No street address printed in body."
SC	Spartan Academy MMA	Columbia	SC	https://spartanacademymma.com	6169 Saint Andrews Rd. Ste 130, Columbia, SC 29212	"Contact page body: ""We are Located at: 6169 Saint Andrews Rd. Ste 130, Columbia - SC 29212"", (803) 750-0000. Class menu in body lists Adults Brazilian Jiu Jitsu, Fundamentals Brazilian Jiu Jitsu, Little Kids BJJ (4-7), Youth BJJ (8-15), Kids BJJ Competition Class and BJJ Open Mat."
SC	Divinus Lux Jiu Jitsu	Greenwood	SC	https://divinusluxjiujitsu.com	1310 Bypass 72 Northeast, Greenwood, SC 29649	"Contact page body: ""Location Address 1310 Bypass 72 Northeast, Greenwood, South Carolina 29649, United States"", (859) 240-7671; program menu lists Brazilian Jiu Jitsu, Kids Jiu Jitsu, Judo, Self Defense and MMA."
SC	Heritage Jiu-Jitsu	Moncks Corner	SC	https://heritagebjj.com	314 Rembert C. Dennis Blvd, Moncks Corner, SC 29461	"Contact page body: ""Heritage Jiu Jitsu, Moncks Corner, SC"", Adult BJJ and Kids Jiu Jitsu programs, Gracie lineage, Professor Dennis; address block ""314 Rembert C. Dennis Blvd, Moncks Corner, SC 29461, Berkeley County, South Carolina"", phone (843) 810-0730."
SC	Rock Hill BJJ	Rock Hill	SC	https://rockhillbjj.com	489 S Herlong Ave Unit #6, Rock Hill, SC 29732	"Body: ""Jiu-Jitsu Gym in Rock Hill South Carolina. Learn Brazilian Jiu-Jitsu from World Champion Masters"", full weekly Adults BJJ, NoGi and Kids schedule, instructors Jae Ho Lee (3rd degree black belt and owner), John Prado and Geoff Auer; footer 489 S Herlong Ave, Rock Hill South Carolina 29732 Unit #6, +1 (803) 627-8219."
