status	name	city	state	website	address	evidence
NET-NEW	Gracie South Jiu Jitsu Headquarters	Ridgeland	MS	https://graciesouth.com	775 Lake Harbour Dr Suite E, Ridgeland, MS 39157	Body and contact page both read "775 Lake Harbour Dr Suite E Ridgeland, MS 39157", phone 601-715-8775 (601 = MS). Founded 2006, "the Jackson area's first authentic Jiu Jitsu academy". Black belt Chance Sheppard under Travis Neagle under Royce Gracie.
NET-NEW	Anthony Mitchell Jiu Jitsu Studio	Madison	MS	https://bigantbjj.com	316 Old Jackson Road, Madison, MS	Body contact block reads "Anthony Mitchell Jiu Jitsu Studio, 316 Old Jackson Road, Madison, MS, USA", phone 6016069926 (601 = MS). Head instructor 3rd Degree black belt, Inicio Jiu Jitsu Association. Serves the Jackson metro.
NET-NEW	No Limit Combatives	Flowood	MS	https://nolimitflowood.com	1679 Old Fannin Road Suite I, Flowood, MS 39232	Body header and footer both read "1679 Old Fannin Road Suite I, Flowood, Mississippi 39232", phone 601-529-5688 (601 = MS). Adult BJJ, No Gi BJJ, Kids BJJ, Judo, Muay Thai. Serves Flowood and Madison.
NET-NEW	Precision Martial Arts of Flowood	Flowood	MS	https://www.mississippijiujitsu.com	624 Grants Ferry Rd, Flowood, MS 39232	Site is "Precision Martial Arts Academy Flowood" at mississippijiujitsu.com; homepage rendered blank to the fetcher so address 624 Grants Ferry Rd, Flowood MS 39232 is from listings, phone (769) 229-3798 (769 = MS overlay for 601). Soul Fighters affiliate under Bruno Tank Mendes. Address not body-confirmed.
NET-NEW	Precision Martial Arts Gluckstadt	Madison	MS		111 Dees Dr, Madison, MS	Second Precision location, Gluckstadt/Madison MS 39110. Listed at 111 Dees Dr, Madison MS; sister site of the Flowood academy which states classes run daily "at our locations in Gluckstadt and Flowood". Address from listings, not body-confirmed. Area code 601/769.
NET-NEW	Grapple Jiu Jitsu	Brandon	MS	https://www.grapplejiujitsu.com	1576 Old Fannin Road Suite D, Brandon, MS 39047	Contact page body reads "1576 Old Fannin Road Suite D Brandon, MS 39047", phone (601) 673-4320 (601 = MS). No-gi submission grappling gym; the site brands itself "in Flowood, Mississippi" but the physical address in the body is Brandon MS 39047.
NET-NEW	Rankin Jiu-Jitsu Academy	Brandon	MS	https://rankinjiujitsu.com	114 E Business Park Dr Ste I, Brandon, MS 39042	Body contact block reads "114 E Business Park Dr Ste I, Brandon, MS 39042", phone 601-706-9610 (601 = MS). Owner Justin Donald, opened October 2023, Pedro Sauer lineage. Serves Brandon, Pearl, Flowood, Pelahatchie, Florence. This is the "Gracie Brandon / Rankin Jiu-Jitsu" flagged in the Manitoba sweep - it is real and it is Mississippi.
NET-NEW	Gracie South Jiu-Jitsu of Pearl	Pearl	MS	https://www.graciesouthjiujitsupearl.com		Body text reads phone (601) 706-9769 (601 = MS), owners Ramey and Amber Kent (Amber teaches in the Pearl Public School District), adult and kids Gracie Jiu-Jitsu, lineage Chance Sheppard / Travis Neagle / Royce Gracie. Satellite of Gracie South Ridgeland. No street address rendered in the body.
NET-NEW	Gulf Coast Jiu Jitsu	Biloxi	MS	https://www.gulfcoastjiujitsu.net	2575 Pass Rd Ste A, Biloxi, MS 39531	Body location block and footer both read "2575 Pass Rd Ste A, Biloxi Mississippi 39531", phone 228-627-1981 (228 = MS Gulf Coast). Gi and no-gi, ages 4+.
NET-NEW	Gracie Gulf Coast Brazilian Jiu-Jitsu	Biloxi	MS	https://graciegc.com		Body reads "LEARN JIU-JITUS IN THE HEART OF BILOXI" and "BILOXI'S PREMIERE JIU-JITUS SCHOOL", phone 228 331 0034 (228 = MS Gulf Coast). Full weekly gi/no-gi schedule, instructors Jay Johnson, Jimmy Pearce. No street address rendered in the body.
NET-NEW	Leonardo Delgado Jiu-Jitsu Academy	Biloxi	MS	https://selfdefensedibervillems.com	15513 Lemoyne Blvd, Biloxi, MS 39532	Footer school info reads "15513 Lemoyne Blvd, Biloxi, MS 39532", phone (228) 238-7444 (228 = MS). Body describes the academy as "in St. Martin, Mississippi" serving "D'Iberville, Biloxi, and Ocean Springs". Owner Leonardo Delgado, 3rd degree black belt, took over America Martial Art Academy in 2019.
NET-NEW	Gracie Jiu-Jitsu Ocean Springs	Ocean Springs	MS	https://gracieoceansprings.com	2200 Bienville Blvd Suite D, Ocean Springs, MS 39564	Body reads "We're located at 2200 Bienville Blvd Suite D" and footer contact "2200 Bienville Blvd Suite D, Ocean Springs, MS 39564", phone 228-918-1508 (228 = MS). Certified Gracie Jiu-Jitsu Training Center; serves Ocean Springs, Biloxi, Gulfport, Gautier and Pascagoula.
NET-NEW	American Top Team D'Iberville	D'Iberville	MS	https://attdiberville.com		Body reads "American Top Team D'Iberville", "D'Iberville's Premier Training Center for BJJ, Kickboxing, Muay Thai" and repeated "Brazilian Jiu-Jitsu Classes in D'Iberville". This is Alan Belcher's gym (reviews in body name "Alan Belcher MMA Club and Fitness"). Listed address 10598 D'Iberville Blvd Suite K, D'Iberville MS 39540, phone (228) 392-0034 (228 = MS); street address not rendered in the body.
NET-NEW	American Top Team Gulfport	Gulfport	MS	https://gulfportmartialarts.com	12100 US 49 Suite 606, Gulfport, MS 39503	Alan Belcher MMA Club of Gulfport. Site gulfportmartialarts.com resolves but renders JS-only to the fetcher, so address 12100 US 49 Suite 606, Gulfport MS 39503 and phone (228) 265-7273 (228 = MS) are from listings. Corroborated by an independent BJJ directory listing "American Top Team Gulfport, 12100 US 49 #606". Address not body-confirmed.
NET-NEW	Steel Coast Brazilian Jiu Jitsu	Gulfport	MS	https://www.steelcoastbjj.com	3801 25th Ave, Gulfport, MS 39501	IBJJF-registered academy, owner and head coach Dan Carlson, black belt under Joel Tudor. steelcoastbjj.com resolves but renders blank to the fetcher; address 3801 25th Ave, Gulfport MS 39501 and phone (228) 206-3339 (228 = MS) from listings. Address not body-confirmed.
NET-NEW	Gracie United Gulfport	Gulfport	MS	https://www.championfactory.com	1331 E. Pass Rd., Gulfport, MS 39507	Read off the Team Jucao official locations page body under the MISSISSIPPI heading: "TEAM JUCAO- GRACIE UNITED GULFPORT, 1331 E. Pass Rd., Gulfport, MS 39507, (601) 336-0106, gulfport@gracieunited.com". 601 = MS.
NET-NEW	Gracie United Hancock	Bay St. Louis	MS	https://www.hancockbjj.com	835 US-90 Suite 22, Bay St Louis, MS 39520	Own-site footer body reads "835 US-90 Suite 22, Bay St Louis, MS 39520, United States", phone +1 228-335-8434 (228 = MS). Corroborated on the Team Jucao locations page: "GRACIE UNITED HANCOCK, 835 Hwy 90, Suite 22, Bay St. Louis, MS 39520, (228) 216-1960".
NET-NEW	Gracie United Diamondhead	Diamondhead	MS	https://www.hancockbjj.com		Second location of Gracie United Team Jucao Hancock County. Site body carries a Locations menu with distinct "Bay St. Louis" and "Diamondhead" entries and the site title reads "Mixed Martial Arts Studio in Bay St. Louis and Diamondhead". Diamondhead MS 39525, area code 228. No separate street address rendered in the body.
NET-NEW	Gracie United Picayune	Picayune	MS	https://www.championfactory.com	107 Hwy 11 South, Picayune, MS 39466	Read off the Team Jucao official locations page body: "TEAM JUCAO- GRACIE UNITED PICAYUNE, 107 Hwy 11 South, Picayune, MS 39466, (601) 347-0187, picayune@gracieunited.com". 601 = MS, ZIP 39466.
NET-NEW	Gracie United Wiggins	Wiggins	MS	https://www.championfactory.com	323 South Magnolia Drive, Wiggins, MS 39577	Read off the Team Jucao official locations page body: "TEAM JUCAO- GRACIE UNITED WIGGINS, 323 South Magnolia Drive, Wiggins, MS 39577, (601) 928-8111, wiggins@gracieunited.com". 601 = MS, ZIP 39577.
NET-NEW	KC Jones Martial Arts	Long Beach	MS		202c E Railroad St, Long Beach, MS	Listed in Long Beach MS (Harrison County, 39560, area code 228) at 202c E Railroad St with a child and adult BJJ program. No own website found; address from listings, not body-confirmed. Included as a Gulf Coast coverage lead.
NET-NEW	Team Hopkins Hattiesburg	Hattiesburg	MS	https://teamhopkinsjiujitsu.com	22 Commercial Warehouse Drive, Hattiesburg, MS 39402	Body header and footer both read "22 Commercial Warehouse Drive, Hattiesburg, Mississippi 39402". Testimonials describe "Authentic Gracie Brazilian Jiu-Jitsu" and "Professor Hopkins". ZIP 39402 = MS.
NET-NEW	Gracie United Hattiesburg	Hattiesburg	MS	https://www.championfactory.com/gyms/hattiesburg	5004 Lincoln Rd, Hattiesburg, MS 39402	Own gym page body VISIT US block reads "5004 Lincoln Rd Hattiesburg, MS 39402", phone (601) 336-0018, hattiesburg@gracieunited.com, with a full gi and no-gi weekly schedule. 601 = MS. Team Jucao / Rafael Ellwanger network.
NET-NEW	Graham MMA	Petal	MS	https://grahammma.com	300 McInnis Street, Petal, MS 39465	Body header and footer both read "300 McInnis Street, Petal, Mississippi 39465", phone 601-345-1286 (601 = MS). Headline "Bringing Petal, Hattiesburg, and Beyond Premier Martial Arts Training"; gi and no-gi jiu jitsu.
NET-NEW	Relson Gracie 601 Jiu-Jitsu and MMA	Meridian	MS		2210 Front St, Meridian, MS 39301	Meridian MS 39301, phone 601-678-2007 (601 = MS). Relson Gracie Association academy, head instructor Paul Joyner. No own website found; address from listings, not body-confirmed. This is the real Meridian MS school - not meridianbjj.com, which is Cardiff, Wales.
NET-NEW	Relentless Mixed Martial Arts	Columbus	MS	https://relentless-mma.com	128 S. McCrary Rd, Columbus, MS 39702	Body header and footer both read "128 S. McCrary Rd, Columbus, Mississippi 39702", phone 662-574-6487 (662 = MS). Body repeatedly names "Lowndes County" and "the golden triangle area". Full Brazilian Jiu Jitsu program. Not Columbus OH, NE, IN or GA.
NET-NEW	Summit Fitness Kickboxing and Jiu Jitsu	Starkville	MS	https://starkvillefitnesskickboxing.com	400 Industrial Park Rd G, Starkville, MS 39759	Body header and LOCATION section both read "400 Industrial Park Rd G, Starkville, MS 39759", phone (662) 694-2299 (662 = MS). Head BJJ instructor Jamie Houston, 1st degree black belt, 10th Planet brown belt, Ciao Tera Association. Adult and kids BJJ five days a week.
NET-NEW	662 JiuJitsu	Oxford	MS	https://www.jiujitsuoxford.com	1903 University Ave Suite 11, Oxford, MS 38655	Body LOCATION block reads "662 JiuJitsu, +16629026370, 1903 University Ave Suite 11, Oxford, MS 38655". 662 area code = MS, ZIP 38655 = Oxford MS. Owner Michael LaBorde, 1st degree black belt, opened 2018; instructor Dr. Rick Balkin is a professor at the University of Mississippi. This is Oxford MISSISSIPPI, not Oxford England.
NET-NEW	Paragon Martial Arts	Corinth	MS		1911 Webster St, Corinth, MS 38834	Corinth MS 38834 (662), inside the Fitness Factory. Described as North Mississippi's premier jiu jitsu academy offering Brazilian Jiu Jitsu, kickboxing, wrestling and MMA for kids and adults. Operates via Facebook and Instagram; no standalone website found. Address from listings, not body-confirmed. Corinth is near the Tennessee line but ZIP 38834 and area code 662 are Mississippi.
NET-NEW	Stratos Jiu Jitsu	Olive Branch	MS	http://stratosbjj.com	4850 Goodman Rd, Suite 207, Olive Branch, MS 38654	Body header and footer contact both read "4850 Goodman Rd, Suite 207 Olive Branch, MS 38654", phone 662.408.2457 (662 = MS). Founded 2021 by Will and Lori Moss, "DeSoto County's NEWEST Brazilian Jiu Jitsu Academy". Physically in Mississippi despite the Memphis-metro location.
NET-NEW	Shackelford's MMA Center	Olive Branch	MS	https://shackelfordsmma.com	8804 Caroma St STE 155, Olive Branch, MS 38654	Contact page body reads "8804 Caroma St STE 155 Olive Branch, MS 38654", phone 901-582-5558. ZIP 38654 = Olive Branch MISSISSIPPI, so this is an MS record even though the phone is a Memphis 901 number and the site markets heavily to Memphis and even references memphisjiu-jitsu.com. Physical address governs.
NET-NEW	Gracie South Cleveland Jiu Jitsu	Cleveland	MS	https://www.graciesouthcleveland.com	215 S Sharpe Ave, Cleveland, MS 38732	Delta satellite of the Gracie South network. Site graciesouthcleveland.com resolves but rendered blank to the fetcher; address 215 S Sharpe Ave, Cleveland MS 38732 and phone (662) 641-1765 (662 = MS, ZIP 38732 = Cleveland MS) from listings. Offers BJJ, submission wrestling and kickboxing. Address not body-confirmed.
NET-NEW	Pursuit Brazilian Jiu-Jitsu and Fitness	Brookhaven	MS	https://www.pursuitjj.com	929 W Chickasaw St, Brookhaven, MS 39601	Founded 2017 in Brookhaven MS. Site pursuitjj.com resolves but rendered blank to the fetcher; address 929 W Chickasaw St, Brookhaven MS 39601 from listings. ZIP 39601 = Brookhaven MS, area code 601. Address not body-confirmed.
