status	name	city	state	website	address	evidence
SUSPECT-VERDICT	Sherwood Park BJJ	Sherwood Park	AB			GONE - sherwoodparkbjj.com returns DNS Status 3 NXDOMAIN (conclusive). Sherwood Park's operating BJJ academy is Frontline Academy Canada, 214 Sioux Road, Sherwood Park AB T8A 3X5, entered separately.
SUSPECT-VERDICT	Wetaskiwin BJJ	Wetaskiwin	AB			GONE - wetaskiwinbjj.com returns DNS Status 3 NXDOMAIN (conclusive). No replacement BJJ academy in Wetaskiwin could be confirmed from any page body; held back as unverified.
SUSPECT-VERDICT	101 Academy Jiu Jitsu	Calgary	AB	https://101academy.ca	5186 80 Ave SE, Calgary, AB T2C 2X3	REAL-BUT-WRONG-URL - link had been blanked. Recovered at 101academy.ca. Body reads "THE BEST BRAZILIAN JIU JITSU GYM IN CALGARY - welcome to 101 Academy", carries a live weekly gi/no-gi/youth/womens schedule and Professor CJ's biography. Alberta confirmed by the Calgary AB T2C 2X3 street address on its directory record.
SUSPECT-VERDICT	Alliance Jiu Jitsu Calgary	Calgary	AB	https://www.alliancebjjcalgary.com	Deer Run Shopping Center, 1172 137 Avenue SE, Calgary, AB T2J 6N5	REAL-BUT-WRONG-URL - link had been blanked. Recovered at alliancebjjcalgary.com. Body: "Alliance BJJ Calgary - South Calgary's premier BJJ academy, serving Deer Run, Parkland, Queensland, Cranston, Chaparral", official Alliance Jiu-Jitsu affiliate, Location block gives 1172-137th Avenue SE, Calgary, Alberta T2J 6N5, phone 403-519-6259 (Alberta area code 403).
SUSPECT-VERDICT	Phoenix Martial Arts Club	St. Albert	AB	https://phoenixmartialartsclub.ca	215 Carnegie Drive Unit 7, St. Albert, AB T8N 5B1	REAL-BUT-WRONG-URL - link had been blanked; the .com is NXDOMAIN, the school is on the .ca. Body: "Phoenix Martial Arts Club - THE HOME OF Phoenix Taekwon-do club, ares MUAY THAI, Limitless brazilian jiujitsu", phone 780-951-1697 (Alberta area code 780). Footer lists six Alberta locations: St. Albert, Parkland (Spruce Grove), Beaumont, Morinville, Fort Saskatchewan, Devon. This is St. Albert, Alberta - not St Albans England or St Albans VT.
SUSPECT-VERDICT	Angry Monkey MMA	Calgary	AB			WRONG-ENTITY - angrymonkeymma.com resolves and the site is fully live, but the body reads "5139 De Verdun, Montreal H4G 1N6 - Metro Verdun" and "Located 400 metres from the Verdun metro station". Quebec postal code H4G, Montreal. There is no Calgary Angry Monkey MMA; this record is filed under the wrong province entirely. Report to the Quebec curator.
SUSPECT-VERDICT	Elite Martial Arts Calgary	Calgary	AB	https://calgarymartialarts.com	4750 106 Ave SE, Calgary, AB T2C 3G5	REAL-BUT-WRONG-URL - the stored elitemartialarts.ca resolves but returns a completely empty body. The school actually trades at calgarymartialarts.com: body reads "Elite Martial Arts Academy - Muay Thai and Brazilian Jiu-Jitsu in South Calgary for All Ages", phone (587) 225-0337 (Alberta area code 587), with dedicated Adult/Kids/Youth/Teen BJJ program pages and three South Calgary sites named in the body (Shepard, Braeside, Flint Road).
SUSPECT-VERDICT	Straight Blast Gym Calgary	Calgary	AB	https://sbgcalgary.com	401 33 St NE Unit 8, Calgary, AB T2A 7R3	REAL - sbgcalgary.com body reads "Welcome to STRAIGHT BLAST GYM CALGARY - CALGARY'S BEST BRAZILIAN JIU JITSU for adults, kids, and families", with a full current weekly BJJ schedule (Foundations, Intermediate, Micro Monkeys, Spider Monkeys, Chimps, Homeschool, Womens) and a page last modified 2026-03-20. Coaches Mike and Becca named in member reviews. Calgary AB T2A 7R3.
SUSPECT-VERDICT	YYC Brazilian Jiu Jitsu	Calgary	AB	https://www.yycbjj.ca	205-3507 17 Ave SW, Calgary, AB T3E 0B6	REAL-BUT-WRONG-URL - stored yycbjj.com now redirects to a GoDaddy "yycbjj.com is for sale" parking page. The school trades on the .ca: yycbjj.ca body reads "WELCOME TO YYC BRAZILIAN JIU JITSU ... YYC BJJ in Calgary, Alberta", owner Scott Schroeder, opened May 14 2022, contact block "#205-3507 17 Ave SW Calgary, AB T3E 0B6" and (587) 604-0368 (Alberta area code 587).
SUSPECT-VERDICT	Edmonton BJJ	Edmonton	AB	https://edmontonbjj.com	4912 93 Ave NW, Edmonton, AB T6B 2L6	REAL - edmontonbjj.com body reads "Welcome to Brazilian Jiujitsu at Impact Martial Arts", trading as Impact BJJ Edmonton, instructor Hitalo Machado, with a live kids/adult weekly schedule. Header and footer both carry "4912 93 Ave NW, Edmonton AB T6B2L6" and (780) 463-0963 (Alberta postal T6B, area code 780).
SUSPECT-VERDICT	Wolfhouse MMA Edmonton	Edmonton	AB	https://www.wolfhousemma.com	11507 120 St NW, Edmonton, AB T5G 2Y2	REAL - wolfhousemma.com body lists BJJ among Boxing, MMA, Youth, Anti Bullying and Muay Thai training, with current 2026 membership pricing. Contact page Location block: "11507 120 St NW, Edmonton, AB T5G 2Y2", phone (780) 758-9146 (Alberta postal T5G, area code 780). Shop subdomain is wolfhouse-yeg (YEG = Edmonton).
SUSPECT-VERDICT	Okotoks BJJ	Okotoks	AB	https://www.okotoksbjj.com	2-220 North Railway Street, Okotoks, AB	REAL - okotoksbjj.com body reads "WELCOME TO OKOTOKS BRAZILIAN JIU-JITSU - LEARN FROM TWO CERTIFIED BLACK BELT TEACHERS, locally owned and operated by our family since 2013", husband-and-wife team Paul and Christa. Contact block: "2-220 North Railway Street, Okotoks, AB" and (403) 771-3611 (Alberta area code 403).
NET-NEW	Champion's Creed Martial Arts North	Calgary	AB	https://championscreed.ca	Unit 13, 5720 Silver Springs Blvd NW, Calgary, AB T3B 4N7	Body of championscreed.ca names two Calgary locations with full addresses; north block reads "Unit 13, 5720 Silver Springs Blvd NW Calgary AB T3B 4N7" with phone (587) 582-1909. Jiu-Jitsu, Muay Thai, Wrestling and MMA curriculum plus Kids BJJ ages 5-12. Alberta postal T3B, area code 587.
NET-NEW	Champion's Creed Martial Arts South	Calgary	AB	https://championscreed.ca	119 42 Ave SW, Calgary, AB T2G 1Y2	Second Calgary site on the same body: "119 - 42 Ave SW Calgary AB T2G 1Y2", phone (587) 229-9524. Footer repeats "Find us at: 119 42 Ave SW, Calgary, AB T2G 1Y2". Alberta postal T2G, area code 587.
NET-NEW	Alavanca	Calgary	AB	https://www.alavanca.ca	209 16 Ave NE, Calgary, AB T2E 1J9	alavancayyc.com redirects to alavanca.ca. Body: "Alavanca - Calgary's BJJ, MMA, and Muay Thai Authority", dedicated Brazilian Jiu Jitsu program page, address block "209 16th Ave NE, Calgary Alberta T2E1J9" and 403-815-6304. Alberta postal T2E, area code 403.
NET-NEW	Arashi-Do Martial Arts Calgary South Acadia	Calgary	AB	https://arashido.com/location/calgary-south-acadia/	8318 Fairmount Drive SE, Calgary, AB T2H 0Y8	Location page body: "ARASHI-DO Calgary South - Acadia. This location offers classes in Karate ~ Muay Thai ~ Brazilian Jiu Jitsu" with a printed weekly Jiu Jitsu schedule (Mini Monkeys, Youth One/Two/Three, Teen/Adult). Address block "8318 Fairmount Drive S.E, Calgary, AB T2H 0Y8", (825) 747-9574. Alberta postal T2H, area code 825.
NET-NEW	Arashi-Do Martial Arts Calgary SW Rutland Park	Calgary	AB	https://arashido.com/location/calgary-south-rutland-park/	3130 40 Avenue SW, Calgary, AB T3E 4T2	Location page body: "ARASHI-DO Calgary SW - Rutland Park. This location offers classes in Karate ~ Muay Thai ~ Brazilian Jiu Jitsu", Sunday Jiu Jitsu block from Mini Monkeys through Teen/Adult. Address "3130 40 Avenue SW, Calgary, AB T3E 4T2", (825) 747-9574. Alberta postal T3E.
NET-NEW	Arashi-Do Martial Arts Calgary SE Deerfoot Douglasdale	Calgary	AB	https://arashido.com/location/calgary-deerfoot-south-douglasdale/	252-11488 24 Street SE, Calgary, AB T2Z 4C9	Location page body: "Classes in Karate ~ Muay Thai ~ Brazilian Jiu Jitsu" with Tue/Thu Mini Monkeys, Youth BJJ 1 and 2, and Adult Brazilian Jiu Jitsu on the printed schedule. Address "#252 11488 24th street SE, Calgary, AB T2Z 4C9", (403) 612-4050. Alberta postal T2Z, area code 403.
NET-NEW	Arashi-Do Martial Arts Calgary West Springbank	Calgary	AB	https://arashido.com/location/calgary-west-springbank/	250021 Mountain View Trail Bay D, Calgary, AB T3Z 3S3	Location page body: "ARASHI-DO Calgary West - Springbank ... Karate ~ Muay Thai ~ Brazilian Jiu Jitsu MMA ~ Fitness ~ Specialty", schedule shows Mini Monkeys Jiu Jitsu, Junior BJJ 8-12 and Adult Brazilian Jiu Jitsu. Address "250021 Mountain View Trail, Bay D, Calgary, AB T3Z 3S3", (403) 990-0482.
NET-NEW	Arashi-Do Martial Arts Calgary NE Deerfoot McCall Lake	Calgary	AB	https://arashido.com/location/calgary-deerfoot-north/		Listed under AVAILABLE LOCATIONS on the body of arashido.com/programs/brazilian-jiu-jitsu (the Arashi-Do Behring Brazilian Jiu Jitsu program page) and in the site-wide CALGARY AND AREA locations menu. Arashi-Do is an Alberta-only chain; its own body states "19 locations across the province ... the premier martial arts school in Alberta". Street address not captured.
NET-NEW	Arashi-Do Martial Arts Cochrane	Cochrane	AB	https://arashido.com/location/cochrane/		Listed under AVAILABLE LOCATIONS on the body of the Arashi-Do Brazilian Jiu Jitsu program page and in the CALGARY AND AREA locations menu. Alberta confirmed by the chain's own body text "19 locations across the province ... premier martial arts school in Alberta". Street address not captured.
NET-NEW	Gracie Barra Calgary	Calgary	AB	https://graciebarracalgary.ca	8989 Macleod Trail SW, Calgary, AB T2H 0M2	Gracie Barra affiliate. graciebarracalgary.ca resolves (66.102.133.110) but returns an empty rendered body, so the address here is from its Alberta BJJ directory record: "Gracie Barra Calgary, 8989 Macleod Trail SW, Calgary, AB T2H 0M2, Canada - Brazilian Jiu Jitsu and Muay Thai". Alberta postal T2H. Lower confidence - body not readable.
NET-NEW	Carlson Gracie Calgary	Calgary	AB	https://www.carlsongraciecalgary.com	7060 Farrell Rd SE Bay D, Calgary, AB T2H 0W7	Carlson Gracie affiliate. Domain resolves (172.67.173.219 / 104.21.30.203). Directory record read as "Carlson Gracie Calgary, 7060 Farrell Rd SE Bay D, Calgary, AB T2H 0W7, Canada". Alberta postal T2H. Body not individually read - lower confidence.
NET-NEW	10th Planet Jiu Jitsu Calgary	Calgary	AB		6020 1a St SW Unit 5, Calgary, AB T2H 0G3	10th Planet affiliate in Calgary. Directory record read as "10th Planet Jiu Jitsu Calgary, 6020 1a St SW #5, Calgary, AB T2H 0G3, Canada - expert training in BJJ and kids programs". Alberta postal T2H. No independent domain located; body not read - lower confidence.
NET-NEW	Rocky Mountain Brazilian Jiu Jitsu	Calgary	AB	https://rockymountainbjj.com	6419 Bowness Rd NW, Calgary, AB T3B 0E6	Domain resolves (198.185.159.144). Directory record read as "Rocky Mountain Brazilian Jiu Jitsu, 6419 Bowness Rd NW, Calgary, AB T3B 0E6, Canada - transformative BJJ training for all ages". Bowness is a Calgary NW community; Alberta postal T3B. Body not individually read - lower confidence.
NET-NEW	Tried and True Jiu Jitsu	Calgary	AB	https://triedandtruejj.ca	Philips Court, 7056 Farrell Rd SE, Calgary, AB T2H 0T2	Domain resolves (141.193.213.10). Directory record read as "Tried and True Jiu Jitsu, Philips Court, 7056 Farrell Rd SE, Calgary, AB T2H 0T2, Canada - Calgary's premier destination for Brazilian Jiu Jitsu". Alberta postal T2H. Body not individually read - lower confidence.
NET-NEW	The Old Way Jiu-Jitsu	Calgary	AB	https://theoldwayjiujitsu.com	10233 Elbow Dr SW Unit 150, Calgary, AB T2W 0S1	Domain resolves (185.230.63.171). Directory record read as "The Old Way Jiu-Jitsu, 10233 Elbow Dr SW Unit 150, Calgary, AB T2W 0S1, Canada". Alberta postal T2W. Body not individually read - lower confidence.
NET-NEW	Authentic Jiu Jitsu	Calgary	AB	https://authenticjiujitsu.com	3616 52 Ave NW, Calgary, AB T2L 1V9	Domain live and titled "Authentic Jiu Jitsu Calgary - Brazilian Jiu Jitsu - Martial Arts School" in search results. Directory record read as "Authentic Jiu Jitsu, 3616 52 Ave NW, Calgary, AB T2L 1V9, Canada - top-notch Brazilian Jiu Jitsu instruction". Alberta postal T2L. Body not individually read - lower confidence.
NET-NEW	JR Academy	Calgary	AB	https://jracademy.co	6031 3 St SE, Calgary, AB T2H 1K3	Domain resolves (198.49.23.144). Directory record read as "JR Academy, 6031 3 St SE, Calgary, AB T2H 1K3, Canada - Calgary's best Brazilian Jiu-Jitsu Academy for kids and adults". Alberta postal T2H. Body not individually read - lower confidence.
NET-NEW	Affinity Academy Nolan Hill	Calgary	AB	https://affinityacademy.ca	318 Nolanridge Cres NW Unit 320, Calgary, AB T3R 1W9	Domain resolves. Directory record read as "Affinity Academy: Brazilian Jiu Jitsu, Kickboxing and Fitness HQ, 318 Nolanridge Cres NW Unit 320, Calgary, AB T3R 1W9, Canada". Alberta postal T3R. Body not individually read - lower confidence.
NET-NEW	Affinity Academy Varsity	Calgary	AB	https://affinityacademy.ca	5403 Crowchild Trail NW Unit 215, Calgary, AB T3B 4Z1	Second Affinity site. Directory record read as "Affinity Academy: Brazilian Jiu Jitsu, Kickboxing and Fitness, 5403 Crowchild Trail NW #215, Calgary, AB T3B 4Z1, Canada"; search result confirms "Martial Arts Classes in Varsity Calgary and Nolan Hill". Alberta postal T3B. Body not individually read - lower confidence.
NET-NEW	Upper Alliance Jiu Jitsu	Calgary	AB		2020 32 Avenue NE Bay I, Calgary, AB T2E 6T4	Alliance Brazilian Jiu Jitsu team affiliate, north Calgary, distinct from Alliance BJJ Calgary in Deer Run. Listed at "2020 32 Avenue NE, Bay I, Calgary, AB T2E 6T4". Alberta postal T2E. No own domain found and body not read - lower confidence.
NET-NEW	Dynamic MMA	Calgary	AB	https://www.dynamicmma.ca	1237 45 Ave NE, Calgary, AB T2E 2P2	Domain resolves (199.34.228.55). Directory record read as "Dynamic MMA, 1237 45 Ave NE, Calgary, AB T2E 2P2, Canada" tagged Jiu Jitsu. Alberta postal T2E. Body not individually read - lower confidence.
NET-NEW	Brazilian Jiu-Jitsu Fight Club	Calgary	AB	https://bjjfightclub.ca		Domain resolves (199.34.228.164). Listed in the Alberta BJJ directory as "Brazilian Jiu-Jitsu Fight Club, Calgary, AB". Street address not captured; body not individually read - lower confidence.
NET-NEW	Bairro Brazilian Jiu-Jitsu Academy	Edmonton	AB	https://bairro.ca	10542 106 St, Edmonton, AB T5H 2X6	Body of bairro.ca reads "Bairro Brazilian Jiu-Jitsu and Kickboxing - The Best Martial Arts In Edmonton" and the footer prints two distinct academies. Central: "Bairro Brazilian Jiu-Jitsu Academy, 10542 106 St, Edmonton, AB T5H 2X6, Canada", phone 587-404-2823. Renzo Gracie affiliate (affiliate logo in body). Alberta postal T5H, area code 587.
NET-NEW	Bairro Martial Arts Academy South	Edmonton	AB	https://bairro.ca	5222 86 St NW, Edmonton, AB T6E 5J6	Second physical location printed in the same bairro.ca footer: "Bairro Martial Arts Academy South, 5222 86 st NW, Edmonton, AB T6E 5J6, Canada", phone 587-404-2848, with its own Southside Adult and Kids/Teen Jiu Jitsu programs in the trial form. Alberta postal T6E, area code 587.
NET-NEW	Straight Blast Gym Edmonton	Edmonton	AB	https://www.straightblastgymedmonton.com	11714 82 St NW, Edmonton, AB T5B 2W1	Body reads "This is SBG ... An academic environment centered around the growth and learning of Brazilian Jiu-Jitsu", owner and head coach Steve Winjet, curriculum credited with producing IBJJF World Champions and UFC veterans. No address in the body; street address from its Alberta directory record, Alberta postal T5B.
NET-NEW	Edmonton Gracie Jiu-Jitsu	Edmonton	AB	https://edmontongraciejiujitsu.com	5637 Riverbend Road NW, Edmonton, AB T6H 5K4	Body: "Welcome to Edmonton Gracie Jiu-Jitsu - Hi, my name is Jeff Greekas, Owner and head instructor of Edmonton Gracie Jiu-Jitsu, located in Edmonton, Alberta, Canada". Certified Gracie Jiu-Jitsu Training Center running Bullyproof, Combatives, Women Empowered and Master Cycle. Footer: "5637 Riverbend Road Northwest Edmonton, AB T6H 5K4 Canada", (587) 336-7655.
NET-NEW	Munduruca North Edmonton BJJ	Edmonton	AB	https://northedmontonbjj.com	14809 Yellowhead Trail, Edmonton, AB T5L 3C4	Body: "The club is a premium martial arts facility in Edmonton, Alberta, dedicated to Brazilian Jiu Jitsu ... proud to be affiliated with Rodrigo Munduruca, world masters open weight Brazilian Jiu-Jitsu champion", with a printed Tue/Thu/Sat/Sun class schedule. Address block "14809 Yellowhead Trail, Edmonton, AB T5L 3C4, Above New Image Flooring". Alberta postal T5L.
NET-NEW	Gracie Barra Edmonton	Edmonton	AB	https://graciebarra.com/edmonton-alberta-canada		Gracie Barra affiliate. Listed on graciebarra.com as "Jiu-Jitsu Training Edmonton - Gracie Barra Edmonton". Its Alberta directory record reads "Gracie Barra Jiu Jitsu, 11500 170 St NW, Edmonton, AB T5S 1J7, Canada". Alberta postal T5S. Address left blank in the address column because the brand page body was not read - lower confidence.
NET-NEW	Kazoku BJJ	Edmonton	AB	https://kazokubjj.ca	4359 68 Ave NW, Edmonton, AB T6B 2N2	Body: "Kazoku BJJ ... Experience the power of our BJJ and Muay Thai gym ... Proudly serving Edmonton and surrounding areas" and "Brazilian Jiu-Jitsu ... Exclusively for Edmonton, Alberta", with juniors, kids and adult classes. No address printed in body; street address from its Alberta directory record, Alberta postal T6B.
NET-NEW	The Ludus Martial Arts Academy	Edmonton	AB	https://www.ludusmartialarts.ca	9547 42 Ave NW, Edmonton, AB T6E 5R2	Domain resolves (185.230.63.186). Directory record read as "The Ludus Martial Arts Academy, 9547 42 Ave NW, Edmonton, AB T6E 5R2, Canada - a transformative Brazilian Jiu Jitsu experience tailored for all ages". Alberta postal T6E. Body not individually read - lower confidence.
NET-NEW	Kingdom MMA and Fitness	Edmonton	AB	https://kingdommixedmartialarts.ca	9785 45 Ave NW, Edmonton, AB T6E 5V8	Domain resolves (216.24.57.1). Directory record read as "Kingdom MMA and Fitness, 9785 45th Ave NW, Edmonton, AB T6E 5V8, Canada - expert training in Jiu Jitsu and Muay Thai". Alberta postal T6E. Body not individually read - lower confidence.
NET-NEW	Brave MMA and Fitness	Edmonton	AB	https://bravemmaandfitness.com	10023 168 St NW, Edmonton, AB T5P 3W9	Directory record read as "Brave MMA and Fitness, 10023 168 St NW, Edmonton, AB T5P 3W9, Canada - train with world-class coaches ... all ages can learn martial arts", tagged Jiu Jitsu. Alberta postal T5P. Body not individually read - lower confidence.
NET-NEW	Elite Taekwondo and Brazilian Jiu Jitsu	Edmonton	AB	https://www.elite-tkd.com	9831 45 Ave NW, Edmonton, AB T6E 5C8	Directory record read as "Elite Taekwondo and Brazilian Jiu Jitsu, 9831 45th Ave NW, Edmonton, AB T6E 5C8, Canada". Alberta postal T6E. Body not individually read - lower confidence.
NET-NEW	Wise Warrior Gym	Edmonton	AB	https://wisewarriorgym.com	12832 141 St NW, Edmonton, AB T5L 4N8	Domain resolves (104.16.15.194). Directory record read as "Wise Warrior Gym and REAL Self Defense, 12832 141 St NW, Edmonton, AB T5L 4N8, Canada", tagged Jiu Jitsu. Alberta postal T5L. Body not individually read - lower confidence.
NET-NEW	Kamikaze Punishment Foundation	Edmonton	AB		12034 Fort Rd NW, Edmonton, AB T5B 4H1	Directory record read as "Kamikaze Punishment Foundation, 12034 Fort Rd NW, Edmonton, AB T5B 4H1, Canada - a variety of martial arts programs", tagged Jiu Jitsu. Alberta postal T5B. No domain located and body not read - lower confidence.
NET-NEW	Black Sails Brazilian Jiu-Jitsu Edmonton	Edmonton	AB	https://blacksailsbjj.com		Listed in the Alberta BJJ directory as "Black Sails Brazilian Jiu-Jitsu Edmonton, Edmonton, AB" with website blacksailsbjj.com. Street address not captured; body not individually read - lower confidence.
NET-NEW	Edmonton Jujitsu	Edmonton	AB	https://edmontonjujitsu.com		Domain resolves (75.119.202.54). Listed in the Alberta BJJ directory as "Edmonton Jiu-Jitsu, Edmonton, AB". Street address not captured; body not individually read - lower confidence.
NET-NEW	Arashi-Do Martial Arts Edmonton North	Edmonton	AB	https://arashido.com/location/edmonton-north/	12730 St Albert Trail NW, Edmonton, AB T5L 4S5	Named under AVAILABLE LOCATIONS on the body of the Arashi-Do Behring Brazilian Jiu Jitsu program page. Address from its Alberta directory record "Arashi-Do Edmonton North, 12730 St Albert Trail NW, Edmonton, AB T5L 4S5, Canada". Alberta postal T5L.
NET-NEW	Arashi-Do Martial Arts Edmonton South	Edmonton	AB	https://arashido.com/location/edmonton-south/	1803 91 St SW Unit 116, Edmonton, AB T6X 0W8	Named under AVAILABLE LOCATIONS on the body of the Arashi-Do Behring Brazilian Jiu Jitsu program page. Address from its Alberta directory record "Arashi-Do Martial Arts Edmonton South, 1803 91 St S W #116, Edmonton, AB T6X 0W8, Canada". Alberta postal T6X.
NET-NEW	Arashi-Do Martial Arts Edmonton East	Edmonton	AB	https://arashido.com/location/edmonton-east/		Named under AVAILABLE LOCATIONS on the body of the Arashi-Do Behring Brazilian Jiu Jitsu program page and in the site-wide EDMONTON AND AREA menu. Alberta-only chain per its own body text. Street address not captured.
NET-NEW	Arashi-Do Martial Arts Edmonton West Mayfield	Edmonton	AB	https://arashido.com/location/edmonton-west-mayfield/		Named under AVAILABLE LOCATIONS on the body of the Arashi-Do Behring Brazilian Jiu Jitsu program page and in the site-wide EDMONTON AND AREA menu. Mayfield is an Edmonton west-end district. Street address not captured.
NET-NEW	Hayabusa Training Centre	St. Albert	AB	https://hayabusatrainingcentre.com	175 Carleton Drive Suite 150, St. Albert, AB T8N 4J9	Body headline: "NUMBER ONE BRAZILIAN JIU-JITSU ACADEMY ST.ALBERT AND EDMONTON AREA - World-Class Martial Arts Training for All Ages". Footer address "175 Carleton Drive, Suite 150 St. Albert, AB T8N 4J9", (780) 419-7177. St. Albert, Alberta confirmed by postal T8N and area code 780 - not St Albans England.
NET-NEW	Limitless BJJ Edmonton	St. Albert	AB	https://www.limitlessbjjedmonton.com	215 Carnegie Drive Unit 7, St. Albert, AB T8N 5B1	Domain resolves (137.184.37.136). Named in the body of phoenixmartialartsclub.ca as "HOME OF Limitless brazilian jiujitsu edmonton" with its own program page, run out of the Phoenix St. Albert facility. Directory record gives "215 Carnegie Dr Unit 7, St. Albert, AB T8N 5B1, Canada". Alberta postal T8N. Shares premises with Phoenix Martial Arts Club.
NET-NEW	The Dojo MMA	St. Albert	AB	https://www.thedojomma.com	125 Carleton Drive Unit 204, St. Albert, AB T8N 3S6	Domain resolves (162.241.224.212). Directory record read as "The Dojo MMA, 125 Carleton Dr #204, St. Albert, AB T8N 3S6, Canada - premier Jiu-Jitsu, Muay Thai, and kids programs in St. Albert". Alberta postal T8N. Body not individually read - lower confidence.
NET-NEW	Complete Fitness and Martial Arts	St. Albert	AB	https://www.stalbertmartialarts.com	40 Chisholm Ave Unit 60, St. Albert, AB T8N 7K6	Directory record read as "Complete Fitness and Martial Arts, 40 Chisholm Ave #60, St. Albert, AB T8N 7K6, Canada", tagged Jiu Jitsu. Alberta postal T8N. Body not individually read - lower confidence.
NET-NEW	Ironside Martial Arts	St. Albert	AB	https://www.ironsidemartialarts.ca		Listed in the Alberta BJJ directory as "Ironside Martial Arts, St. Albert, AB" with website ironsidemartialarts.ca. Street address not captured; body not individually read - lower confidence.
NET-NEW	Frontline Academy Canada	Sherwood Park	AB	https://frontlinebjj.com	214 Sioux Road, Sherwood Park, AB T8A 3X5	Body: "Whether your goals are fitness, competition, self-defense or having fun, Frontline Academy is the place for you ... develop your Brazilian Jiu-Jitsu skills. With a Brazilian black belt professor in every class". Address printed at the foot of the body: "#214 Sioux Road, Sherwood Park, Alberta T8A3X5". Alberta postal T8A.
NET-NEW	Arashi-Do Martial Arts Sherwood Park	Sherwood Park	AB	https://arashido.com/location/sherwood-park/		Named under AVAILABLE LOCATIONS on the body of the Arashi-Do Behring Brazilian Jiu Jitsu program page and in the site-wide EDMONTON AND AREA menu. Alberta-only chain per its own body text. Street address not captured.
NET-NEW	Ground Control Academy	Ardrossan	AB	https://groundcontrolacademy.ca	60 First Ave, Ardrossan, AB T8E 2A2	Body: "The Best Brazilian Jiu Jitsu Academy In Ardrossan - GROUND CONTROL ACADEMY", with a full current weekly schedule (Little Ninjas 5-7, Beginner Youth 8-12, Beginner Teen, Beginner Adult, Homeschool). Footer VISIT US: "60 First Ave Ardrossan, AB T8E 2A2", phone 587-416-5559. Alberta postal T8E, area code 587. Ardrossan is in Strathcona County east of Edmonton.
