# batch 01 verdicts - 90 flagged links
state	city	name	url	verdict	note
AL	Hoover	Champions Freestyle MMA & Fitness	http://www.championsfreestylemma.com/	EMPTY	js shell, no body
AL	Prattville	Prattville Fitness Kickboxing And MMA	http://fitnesskickboxingandmmaprattville.com/	EMPTY	js shell, no body
AK	Juneau	Evolution Jiu Jitsu	https://evojj.com/	EMPTY	js shell, no body
AB	Airdrie	Airdrie BJJ	https://airdriebjj.com	EMPTY	js shell, no body
AB	Banff	Banff BJJ	https://banffbjj.com	EMPTY	js shell, no body
AB	Calgary	101 Academy Jiu Jitsu	https://101academyjiujitsu.com	EMPTY	js shell, no body
AB	Calgary	Alliance Jiu Jitsu Calgary	https://alliancejiujitsucalgary.com	EMPTY	js shell, no body
AB	Calgary	Elite Martial Arts Calgary	https://elitemartialarts.ca	EMPTY	js shell, no body
AB	Camrose	Camrose BJJ	https://camrosebjj.com	EMPTY	js shell, no body
AB	Cochrane	Cochrane BJJ	https://cochranebjj.com	EMPTY	js shell, no body
AB	Fort McMurray	Fort McMurray BJJ	https://fortmcmurraybjj.com	EMPTY	js shell, no body
AB	Grande Prairie	Grande Prairie BJJ	https://grandeprairebjj.com	EMPTY	js shell, no body
AB	Lethbridge	Lethbridge BJJ	https://lethbridgebjj.com	EMPTY	js shell, no body
AB	Medicine Hat	Medicine Hat BJJ	https://medicinehatbjj.com	EMPTY	js shell, no body
AB	Red Deer	Red Deer BJJ	https://reddeerbjj.com	EMPTY	js shell, no body
AB	Sherwood Park	Sherwood Park BJJ	https://sherwoodparkbjj.com	EMPTY	js shell, no body
AB	St. Albert	Phoenix Martial Arts Club	https://phoenixmartialarts.ca	EMPTY	js shell, no body
AB	Wetaskiwin	Wetaskiwin BJJ	https://wetaskiwinbjj.com	EMPTY	js shell, no body
AZ	Chandler	Courage Honor Strength Brazilian Jiu-Jitsu	http://www.chsbjj.com/	LIVE-SCHOOL	live bjj academy blog
AZ	Chandler	Lopez Martial Arts	https://lopezjiujitsu.com/	EMPTY	js shell, no body
AZ	Chandler	The Desert Dojo	https://thedesertdojo.com/	EMPTY	js shell, no body
AZ	Glendale	Black Flag Submission Co.	https://www.blackflagsubco.com/	LIVE-SCHOOL	live grappling/bjj school
AZ	Glendale	Cannon Brazilian Jiu-Jitsu	https://www.cannonbjj.net/	LIVE-SCHOOL	live bjj school
AZ	Green Valley	Dominate Fitness and MMA	http://www.dominatefitnessmma.com/	EMPTY	js shell, no body
AZ	Kingman	Deets Jiu Jitsu Academy	http://www.gladiatorunderground.com/	EMPTY	js shell, no body
AZ	Lake Havasu City	Bridge City Combat	http://aaeamerica.com/	EMPTY	js shell, no body
AZ	Mesa	Ruffhouse Jiu-Jitsu	http://www.ruffhousejiujitsumesa.com/	EMPTY	js shell, no body
AZ	Mesa	Southwest MMA	http://southwestmma.com/	EMPTY	js shell, no body
AZ	Peoria	Allied Jiu Jitsu	http://alliedjiujitsu.com	EMPTY	js shell, no body
AZ	Peoria	Gracie Peoria	http://www.graciepeoria.com	EMPTY	js shell, no body
AZ	Phoenix	Checkmat Phoenix	https://mkbjj.com/	LIVE-SCHOOL	live bjj academy
AZ	Phoenix	Fury Brazilian Jiu Jitsu	https://www.furybjj.com/	EMPTY	js shell, no body
AZ	Scottsdale	Gracie Jiu-Jitsu Scottsdale	http://graciescottsdale.com/	EMPTY	js shell, no body
AZ	Sierra Vista	Flow Game Gym	http://www.flowgamegym.org/	EMPTY	js shell, no body
AZ	Surprise	Baker's MMA & Fitness LLC	http://bakersmmaandfitness.com/	LIVE-SCHOOL	live mma/kickboxing gym
AZ	Tempe	American Pankration Fighting MMA	http://www.americanpankration.net/	EMPTY	js shell, no body
AZ	Tempe	Dragon-Snake MMA & Fitness	http://dragonsnakemma.com/	EMPTY	js shell, no body
AZ	Tucson	Alliance Jiu Jitsu - Vail	https://alliancejiujitsuvail.com/	LIVE-SCHOOL	live bjj academy
AZ	Tucson	Always Forward Jiu-Jitsu Academy	http://www.alwaysforwardjiujitsu.com/	EMPTY	js shell, no body
AZ	Tucson	TeckHit Boxing, Kickboxing, & MMA Gym	https://teckhit.com/	EMPTY	js shell, no body
AR	Conway	Conway BJJ	https://conwaybjj.com	LIVE-OTHER	chinese semiconductor/lcd equipment manufacturer
AR	Fort Smith	Fort Smith BJJ	https://fortsmithbjj.com	EMPTY	js shell, no body
AR	Pine Bluff	Pine Bluff BJJ	https://pinebluffbjj.com	EMPTY	js shell, no body
AR	Russellville	Russellville BJJ	https://russellvillebjj.com	EMPTY	js shell, no body
AR	Springdale	Springdale BJJ	https://springdalebjj.com	EMPTY	js shell, no body
BC	Abbotsford	Poderoso Jiu Jitsu	https://poderosojiujitsu.com	EMPTY	js shell, no body
BC	Campbell River	Campbell River BJJ	https://campbellriverbjj.com	EMPTY	js shell, no body
BC	Chilliwack	Chilliwack BJJ	https://chilliwackbjj.com	EMPTY	js shell, no body
BC	Fort St. John	Fort St. John BJJ	https://fortstjohnbjj.com	EMPTY	js shell, no body
BC	Kamloops	Kamloops BJJ	https://kamloopsbjj.com	EMPTY	js shell, no body
BC	Maple Ridge	Maple Ridge BJJ	https://mapleridgebjj.com	EMPTY	js shell, no body
BC	Mission	Mission BC BJJ	https://missionbcbjj.com	EMPTY	js shell, no body
BC	Nanaimo	Nanaimo BJJ	https://nanaimobjj.com	EMPTY	js shell, no body
BC	North Vancouver	North Vancouver BJJ	https://northvancouverbjj.com	EMPTY	js shell, no body
BC	Penticton	Penticton BJJ	https://pentictonbjj.com	EMPTY	js shell, no body
BC	Prince George	Prince George BJJ	https://princegeorgebjj.com	EMPTY	js shell, no body
BC	Richmond	Pinnacle MMA	https://pinncalemma.com	EMPTY	js shell, no body
BC	Surrey	Surrey BJJ	https://surreybjj.com	EMPTY	js shell, no body
BC	Trail	Trail BJJ	https://trailbjj.com	EMPTY	js shell, no body
BC	Vancouver	Alliance Jiu Jitsu Vancouver	https://alliancejiujitsuvancouver.com	EMPTY	js shell, no body
BC	Vernon	Vernon BJJ	https://vernonbjj.com	EMPTY	js shell, no body
BC	Victoria	SBG Victoria	https://sbgvictoria.com	EMPTY	js shell, no body
BC	Victoria	Van Isle BJJ	https://vanislebjj.com	EMPTY	js shell, no body
