id	region	city	name	stored_w	why_blank
60	IL	Schaumburg	P3 Martial Arts	https://p3jiujitsu.com	override blanks it
61	IL	Waukegan	Ohana Martial Arts	https://ohanamartialarts.net	override blanks it
62	IL	West Dundee	LCCT Brazilian Jiu-Jitsu West Dundee	https://lcctbjjwestdundee.com/	override blanks it
63	NV	Carson City	Fight Camp Nv		no w key
64	NV	Carson City	No Limits Martial Arts		no w key
65	NV	Elko	University of Grappling: Elko		no w key
66	NV	Henderson	Gracie Barra Henderson	http://www.gblasvegas.com	override blanks it
67	NV	Henderson	Relson Gracie Jiu Jitsu Team HK Las Vegas	http://relsongracielv.com	override blanks it
68	NV	Henderson	Renzo Gracie Henderson Jiu Jitsu	https://www.renzograciehenderson.com	override blanks it
69	NV	Henderson	Samurai Brazilian Jiu Jitsu Academy	https://samuraitc.com	override blanks it
70	NV	Henderson	Veritas Combat Arts And Fitness Academy	http://veritascombatarts.com	override blanks it
71	NV	Las Vegas	Las Vegas Fight Center	https://lasvegasfightcenter.com	override blanks it
72	NV	Las Vegas	Tristar Las Vegas	https://tristarlasvegas.com	override blanks it
73	NV	Las Vegas	AE Brazilian Jiu Jitsu		no w key
74	NV	Las Vegas	Cascao Evolution BJJ		no w key
75	NV	Las Vegas	Cascao Jiu Jitsu	http://www.cascaojiujitsu.com	override blanks it
76	NV	Las Vegas	Destiny Health & MMA		no w key
77	NV	Las Vegas	Fredson Paixao Academy	http://fredsonpaixaobjj.com	override blanks it
78	NV	Las Vegas	Hard Knocks Muay Thai & Judo	http://www.hkmtkickboxing.com	override blanks it
79	NV	Las Vegas	Las Vegas Fight Club	http://www.thelasvegasfightclub.com	override blanks it
80	NV	Las Vegas	MC Unit jiu jitsu Academy		no w key
81	NV	Las Vegas	Reylson Gracie Jiu-Jitsu Health & Wellness Center		no w key
82	NV	Las Vegas	Ribeiro Jiu-Jitsu - Las Vegas	http://www.ribeirojiujitsulasvegas.com	override blanks it
83	NV	Las Vegas	Tapout Research & Development Training Center	http://www.tapoutlasvegas.com	override blanks it
84	NV	Las Vegas	The Academy of Brazilian Jiu Jitsu		no w key
85	NV	Las Vegas	Throwdown Training Center		no w key
86	NV	Las Vegas	Wand Fight Team	https://www.wandfightteam.vegas	override blanks it
87	NV	Paradise	Orient Jiu Jitsu		no w key
88	NV	Reno	Battle Born MMA	http://www.battlebornmma.com	override blanks it
89	NV	Reno	Lion's Den MMA & Fitness Center	http://www.lionsdenreno.com	override blanks it
90	NV	Sparks	Atos Jiu Jitsu Reno	http://www.atosjiujitsureno.com	override blanks it
