verdict	id	region	name	url	note
OK	1157	OR	Next Level Martial Arts & Fitness	http://nextlevelmartialartsgym.com/	
OK	1158	OR	Pacific Rim Martial Arts Academy	http://www.prmaa.com/	
OK	1159	OR	Gracie Technics Jiu-Jitsu	http://www.selfdefenseoregon.com	
PARKED	1160	OR	Resolution Jiu Jitsu	http://www.resolutionjiujitsu.com/	HugeDomains domain-for-sale lander
OK	1161	PA	Padilla Brazilian Jiu Jitsu	http://padillabjj.com/	
OK	1162	PA	Zombie Brazilian Jiu-Jitsu and MMA Allentown	http://zombiebjjpa.com/	
OK	1163	PA	Pa-Grappling	http://www.pa-grappling.com/	
OK	1164	PA	Ataraxis Brazilian Jiu-Jitsu & Self Defense	http://www.ataraxisbjj.com/	
OK	1165	PA	5 Stones Fight Club	http://5stonesfightclub.org/	
OK	1166	PA	Main Line United Brazilian Jiu-Jitsu	http://www.mainlineunited.com/	
OK	1167	PA	Raptor Academy of Martial Arts	http://www.raptorbjj.com/	
OK	1168	PA	Ryan Wagner's Martial Arts & Fitness	http://www.martialarts4bensalem.com	
OK	1169	PA	10th Planet Jiu-Jitsu Bethlehem	http://finishersmma.com/	
OK	1170	PA	World Class Martial Arts	http://www.wcma-usa.com/	
OK	1171	PA	Hellfish Mixed Martial Arts	http://hellfishmma.com	
OK	1172	PA	Keystone Boxing & MMA Gym	http://keystoneboxingmma.com	
OK	1173	PA	Delaware Jiu Jitsu	http://www.delawarejiujitsu.com/	
WRONG_BUSINESS	1174	PA	Rosendo Diaz Brazilian Jiu-Jitsu	http://www.graciepa.com/	Shopify apparel/merch store "Gracie PA Merch", no gym
OK	1175	PA	Hart Jiu Jitsu, Kickboxing and Mixed Martial Arts	http://www.hartbjj.com	
EMPTY	1176	PA	Rise 8 Training Academy	http://www.facebook.com/Rise8bjj	
OK	1177	PA	Paramount Brazilian Jiu-Jitsu	http://www.paramountbjj.com/	
OK	1178	PA	Combat Fitness Martial Arts	http://www.combatfitnessmartialarts.com/	
OK	1179	PA	REAKT - Team Renzo Gracie	http://reaktbjj.com/	
OK	1180	PA	Lancaster Brazilian Jiu Jitsu	http://www.lancasterbjj.com/	
OK	1181	PA	Crush Crew Jiu Jitsu	http://crushcrewjiujitsu.com	
OK	1182	PA	Grindhouse MMA & Fitness	http://www.grindhousemma.com/	
OK	1183	PA	Quintella MMA	http://www.quintellajiujitsu.com	
OK	1184	PA	Fundamental Jiujitsu	http://www.fundamentaljiujitsu.com	
EMPTY	1185	PA	High Ground Jiu-Jitsu	http://highgroundbjj.com/	
EMPTY	1186	PA	Pennsylvania Combat Sports	http://www.pacombatsports.com/	
OK	1187	PA	Deep Water Brazilian Jiu Jitsu	http://deepwaterbjjacademy.com/	
OK	1188	PA	Saga BJJ	http://www.sagabjj.com/	
EMPTY	1189	PA	Renzo Gracie Pennsylvania	http://www.renzograciepa.com	
OK	1190	PA	Spear Jiu Jitsu	http://spearjj.com	
OK	1191	PA	East Montgomery Martial Arts	http://www.eastmontma.com	
OK	1192	PA	Complete Martial Arts Club of Hershey	http://completemartialartsclub.com/	
OK	1193	PA	Kozma Brazilian Jiu-Jitsu	http://www.kozmabjj.com	
OK	1194	PA	Elite Combative Systems	http://www.elitecombativesystems.com/	
DEAD	1195	PA	Brazilian Jiu-Jitsu United	http://www.bjjunited.com	NXDOMAIN (DNS Status 3) on both apex and www
OK	1196	PA	Algeo MMA and Kickboxing	http://algeomma.com	
OK	1197	PA	Precision Jiu-Jitsu	http://precisionjj.com	
OK	1198	PA	Achieve Jiu Jitsu Academy	http://achievejja.com/	
OK	1199	PA	Gracie 717	http://www.gracie717.com/	
OK	1200	PA	Jiu Jitsu One	http://www.jiujitsu1.com/	
OK	1201	PA	MPR Endurance MMA	http://mprendurance.com/	
OK	1202	PA	UFC GYM Lansdale	http://ufcgym.com	
OK	1203	PA	Ground Zero Pittsburgh	http://www.gzpittsburgh.com/	
OK	1204	PA	Harrisburg Brazilian Jiu Jitsu and Judo	http://www.harrisburgbjjandjudo.com	
OK	1205	PA	Elite Edge Boxing & Jiu Jitsu	http://www.eliteedgeboxingbjj.com/	
OK	1206	PA	Armezzani Jiu Jitsu Academy	http://www.pittsburghbjj.net/	
OK	1207	PA	The Vault Jiu Jitsu	http://www.vaultbjj.com/	
OK	1208	PA	Miloki Flow Jiu Jitsu & Movement	http://www.milokiflow.com/	
OK	1209	PA	Onyx Combat Sports	http://www.onyxcombatsports.com	
OK	1210	PA	Beltrante Fighting Systems	http://www.belfightsys.com/	
OK	1211	PA	Elite Mixed Martial Arts	http://www.elitemmactr.com/	
OK	1212	PA	Gracie NEPA Grappling Club	http://www.gracienepa.com/	
